"Year","Living biomass (net)","Dead wood (net)","Litter (net)","Mineral Soils (net)","Organic Soils (net)"
1990,-5.973441,,-0.113482,-0.140748,
2020,-9.798578,,-0.378655,-0.460812,
2021,-11.729380,,-0.418696,-0.510715,
2022,-13.060420,,-0.388589,-0.476354,
