"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1988,446.681723,443.010571,25.280380,2.716863,,-24.326091
1990,341.161743,354.912248,18.522648,2.906620,,-35.179773
1991,345.373109,355.225657,16.174254,1.966112,,-27.992914
1992,357.153055,347.080998,15.507559,1.694089,,-7.129591
1993,350.534486,348.160061,15.102575,1.695193,,-14.423344
1994,346.075310,341.036510,17.307050,1.647403,,-13.915653
1995,338.388378,342.302586,18.161312,2.019015,,-24.094535
1996,335.524381,357.924996,17.241405,1.952232,,-41.594252
1997,325.822095,346.860103,18.244690,2.094293,,-41.376992
1998,291.932392,320.053675,16.815230,2.111144,,-47.047657
1999,284.977423,311.517022,15.732154,1.955116,,-44.226869
2000,276.538459,298.237295,17.219880,1.849049,,-40.767765
2001,280.371578,296.396312,15.204838,1.665942,,-32.895513
2002,264.197365,290.316474,13.937288,1.598660,,-41.655058
2003,274.897813,301.544409,15.614506,1.573785,,-43.834886
2004,268.735495,305.371313,16.640711,1.608747,,-54.885276
2005,268.383224,305.320050,15.665475,1.591349,,-54.193650
2006,288.185778,317.886863,17.248248,1.252136,,-48.201468
2007,294.390738,315.546736,19.052689,1.135214,,-41.343901
2008,288.522725,310.312450,17.959259,1.156740,,-40.905723
2009,275.018684,299.881795,14.915390,1.089101,,-40.867602
2010,294.924623,316.847383,16.058952,1.121187,,-39.102899
2011,288.838729,313.834066,18.382528,1.189472,,-44.567336
2012,280.771956,307.585164,17.051517,1.141024,,-45.005749
2013,274.602629,303.822110,16.651782,1.283262,,-47.154524
2014,269.683228,290.445179,17.700894,1.269315,,-39.732161
2015,276.381867,293.529038,17.910832,1.108975,,-36.166979
2016,279.681680,303.894952,17.992616,1.412916,,-43.618806
2017,292.165696,316.648332,18.551616,1.305156,,-44.339406
2018,291.912574,315.248197,19.183253,1.287184,,-43.806060
2019,292.208508,297.271229,19.032715,1.140127,,-25.235563
2020,275.993398,281.986526,18.740852,1.375035,,-26.109014
2021,303.835315,310.477481,18.879407,1.336837,,-26.858411
2022,276.387502,295.256883,18.424077,1.211007,,-38.504466
2023,247.415691,266.974632,15.049948,1.218889,,-35.827778
