"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1961,,,,0.359600,0.000100,0.028300
1962,,,,0.407600,0.000300,0.041900
1963,,,,0.439500,0.000200,0.052600
1964,,,,0.547600,0.002100,0.077400
1965,,,,0.591800,0.001800,0.085700
1966,,,,0.775500,0.028600,0.146000
1967,,,,0.847800,0.063800,0.164100
1968,,,,0.902700,0.098400,0.184900
1969,,,,0.940400,0.168400,0.194100
1970,,,,1.016700,0.235800,0.178700
1971,,,,1.110200,0.189000,0.134600
1972,,,,1.173000,0.269400,0.209000
1973,,,,1.340100,0.346200,0.266100
1974,,,,1.451100,0.450600,0.203600
1975,,,,1.648800,0.446200,0.147300
1976,,,,1.760700,0.475600,0.209100
1977,,,,1.923300,0.437900,0.233000
1978,,,,2.060000,0.345500,0.268900
1979,,,,1.919000,0.419100,0.266600
1980,,,,1.971000,0.377600,0.245400
1981,,,,1.775000,0.351700,0.192900
1982,,,,1.852000,0.294900,0.130800
1983,,,,1.948000,0.220100,0.171500
1984,,,,2.019000,0.167400,0.165100
1985,,,,2.071000,0.181900,0.236300
1986,,,,2.180000,0.294200,0.266200
1987,,,,1.998000,0.297700,0.319400
1988,2.100000,0.284300,0.357700,2.100000,0.284300,0.357700
1989,1.808000,0.385200,0.345200,1.808000,0.385200,0.345200
1990,1.380000,0.075800,0.429000,1.380000,0.075800,0.429000
1991,1.562000,0.035700,0.366700,1.562000,0.035700,0.366700
1992,1.612000,0.042154,0.208509,1.612000,0.042154,0.208509
1993,1.726000,0.028204,0.187833,1.726000,0.028204,0.187833
1994,1.975000,0.104500,0.234900,1.975000,0.104500,0.234900
1995,2.398000,0.304000,0.443300,2.398000,0.304000,0.443300
1996,2.614000,0.463300,0.412300,2.614000,0.463300,0.412300
1997,3.125000,0.744300,0.585700,3.125000,0.744300,0.585700
1998,3.764000,0.690900,0.861700,3.764000,0.690900,0.861700
1999,3.988000,0.451700,1.107400,3.988000,0.451700,1.107400
2000,4.612200,0.668100,1.323600,4.612200,0.668100,1.323600
2001,4.569000,0.823200,1.480800,4.569000,0.823200,1.480800
2002,4.822000,0.924700,1.593600,4.822000,0.924700,1.593600
2003,5.754000,1.042400,1.949400,5.754000,1.042400,1.949400
2004,6.384000,1.372600,2.271600,6.384000,1.372600,2.271600
2005,6.627000,1.488400,2.358200,6.627000,1.488400,2.358200
2006,7.284100,1.539300,2.108900,7.284100,1.539300,2.108900
2007,8.445335,1.677823,2.249087,8.445335,1.677823,2.249087
2008,8.031235,1.847708,2.250543,8.031235,1.847708,2.250543
2009,7.729987,1.461687,1.880292,7.729987,1.461687,1.880292
2010,8.063580,1.680586,2.131177,8.063580,1.680586,2.131177
2011,8.346805,1.549062,2.096648,8.346805,1.549062,2.096648
2012,8.439036,1.339317,2.327506,8.439036,1.339317,2.327506
2013,8.953962,2.022553,2.351395,8.953962,2.022553,2.351395
2014,9.147159,2.169034,2.439515,9.147159,2.169034,2.439515
2015,9.685690,2.142005,2.440937,9.685690,2.142005,2.440937
2016,10.401133,2.373646,2.606750,10.401133,2.373646,2.606750
2017,11.017110,3.062035,2.855376,11.017110,3.062035,2.855376
2018,11.368622,3.149183,3.102829,11.368622,3.149183,3.102829
2019,11.974387,2.989883,3.151110,11.974387,2.989883,3.151110
2020,11.807066,3.138565,3.464641,11.807066,3.138565,3.464641
2021,13.452971,3.924432,3.803272,13.452971,3.784905,3.803272
2022,11.855000,3.387787,3.716586,11.379527,2.752243,3.442024
2023,11.855000,3.387787,3.716586,10.386551,2.351449,2.752805
