"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1988,120.665289,8.588707,16.507855,84.885442,3.038069,7.645216
1990,112.283292,7.171574,12.269822,83.235840,2.520295,7.085761
1991,96.073345,7.136485,10.980954,69.058058,2.047967,6.849881
1992,89.407804,7.221822,10.812975,62.246128,1.857779,7.269100
1993,91.594626,8.052972,12.262175,62.796915,1.762086,6.720478
1994,91.314515,8.142232,12.242552,62.433318,1.876875,6.619537
1995,93.771397,8.291571,13.503558,63.779976,1.766720,6.429572
1996,92.938806,8.786886,13.503673,62.396261,1.890827,6.361159
1997,92.888275,8.950798,12.737456,63.157593,1.994744,6.047684
1998,91.784222,8.285772,11.853450,63.728467,2.083989,5.832544
1999,89.189748,8.270552,11.666393,61.449840,2.128776,5.674187
2000,89.495138,8.241319,14.109211,59.476810,2.200108,5.467690
2001,89.454451,8.024388,14.458048,59.754306,2.201963,5.015746
2002,84.590037,7.920965,12.077923,57.460222,2.284830,4.846097
2003,85.289199,8.121840,14.285841,55.532545,2.353716,4.995257
2004,86.859673,8.290691,14.623935,57.023137,2.404797,4.517114
2005,87.660286,8.465448,15.294974,57.113437,2.501687,4.284741
2006,88.716937,7.926915,15.204742,58.919861,2.546522,4.118898
2007,91.647377,7.744420,15.768604,61.464900,2.631267,4.038186
2008,90.013718,7.716724,13.368332,62.393937,2.641432,3.893293
2009,79.427361,7.656502,3.931592,61.240589,2.738685,3.859992
2010,77.890526,8.014251,4.149243,59.055806,2.761589,3.909637
2011,78.885558,8.093281,3.831813,60.241320,2.820438,3.898706
2012,79.553978,8.080932,4.193740,60.014476,3.264827,4.000003
2013,80.115859,7.903330,3.295139,61.643358,3.322654,3.951378
2014,79.428489,7.624334,2.885477,60.884796,3.556858,4.477023
2015,76.898244,7.682454,2.620941,58.405871,3.633585,4.555394
2016,81.260720,8.018244,2.727724,59.607554,3.686798,7.220400
2017,85.088356,8.699986,2.159421,63.111619,3.689827,7.427503
2018,86.170062,9.422723,2.284568,63.302865,3.749345,7.410562
2019,82.638073,9.250423,2.128002,59.776373,4.010158,7.473117
2020,85.049284,9.045806,1.841124,62.535604,4.107875,7.518875
2021,85.902705,9.589932,2.184546,62.496204,4.176796,7.455227
2022,83.901100,9.197052,2.108264,60.796265,4.130744,7.668775
2023,90.133967,9.053154,1.853008,63.202025,4.096998,11.928782
