"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026"
1988,,,,0.130108,0.137026,0.131176,0.131177,0.133352,0.131049,0.130046,0.129262,0.143507,0.096783,0.097424,0.098396,0.098396,0.098516,0.103051,0.112456,0.112456,0.112457,0.112457,0.113020,0.113979
1989,,,,0.134836,0.141736,0.135751,0.135752,0.139105,0.137057,0.135988,0.135760,0.150235,0.101278,0.101540,0.102529,0.102529,0.102705,0.107142,0.116988,0.116987,0.117030,,,
1990,,,,0.121178,0.126684,0.122167,0.122160,0.124526,0.122355,0.121304,0.120765,0.134794,0.090157,0.090629,0.091653,0.091653,0.091781,0.095956,0.105053,0.105052,0.105043,0.105043,0.105198,0.106181
1991,,,,0.103613,0.109364,0.104592,0.104594,0.102887,0.101184,0.100373,0.099861,0.113398,0.075288,0.075653,0.076653,0.076653,0.076816,0.081483,0.089653,0.089651,0.089655,0.089655,0.089223,0.090144
1992,,,,0.097066,0.102684,0.097409,0.097401,0.094615,0.093613,0.093153,0.092736,0.105657,0.070165,0.070451,0.071428,0.071428,0.071571,0.075734,0.082838,0.082838,0.082872,0.082863,0.082139,0.083149
1993,,,,0.095029,0.100782,0.096407,0.096373,0.096335,0.094655,0.093837,0.093437,0.105159,0.073466,0.073758,0.074533,0.074699,0.074821,0.079172,0.085716,0.085730,0.085762,0.085759,0.084874,0.085972
1994,,,,0.096846,0.102213,0.096881,0.096815,0.096355,0.095416,0.094941,0.094631,0.106526,0.072994,0.073338,0.074306,0.074306,0.074486,0.079189,0.085514,0.085552,0.085676,0.085693,0.084695,0.085966
1995,,,,0.099490,0.104988,0.099653,0.099420,0.100040,0.099033,0.098394,0.097995,0.109669,0.076302,0.076622,0.077587,0.077587,0.077631,0.082597,0.088291,0.088376,0.088673,0.088729,0.087342,0.088799
1996,,,,0.098132,0.104045,0.098007,0.097474,0.099068,0.097948,0.097518,0.097001,0.108234,0.076839,0.077106,0.078013,0.078013,0.078089,0.082491,0.087451,0.087571,0.088108,0.088205,0.086578,0.088265
1997,,,,0.098395,0.104693,0.099095,0.098101,0.099531,0.098641,0.098237,0.097682,0.108933,0.076510,0.076751,0.077689,0.077689,0.077774,0.082766,0.087621,0.087763,0.088491,0.088596,0.086841,0.088546
1998,,,,0.098189,0.104060,0.098353,0.096824,0.099875,0.098708,0.098173,0.097764,0.109071,0.075666,0.075900,0.076831,0.076831,0.076905,0.082430,0.086819,0.086980,0.087878,0.088025,0.085952,0.087809
