"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1988,447.309845,257.934189,55.224360,24.545300,109.605997,"NaN","NaN","NaN"
1990,355.992937,235.232655,42.830743,20.744376,57.185162,"NaN","NaN","NaN"
1991,358.507115,229.356415,39.662879,21.794112,67.693709,"NaN","NaN","NaN"
1992,350.524832,221.047101,36.734254,22.206045,70.537432,"NaN","NaN","NaN"
1993,353.097691,207.873906,47.755974,21.733745,75.734067,"NaN","NaN","NaN"
1994,346.422540,206.139684,48.774779,22.832486,68.675591,"NaN","NaN","NaN"
1995,346.525128,191.220297,63.401702,23.607070,68.296059,"NaN","NaN","NaN"
1996,362.861105,198.505760,67.920276,26.700735,69.734334,"NaN","NaN","NaN"
1997,350.607631,191.841115,64.135204,28.222244,66.409067,"NaN","NaN","NaN"
1998,323.408930,184.707785,53.808320,29.706667,55.186158,"NaN","NaN","NaN"
1999,314.092378,178.923014,45.929324,32.327309,56.912731,"NaN","NaN","NaN"
2000,300.234959,176.587384,45.979006,28.454256,49.214312,"NaN","NaN","NaN"
2001,299.082343,177.985352,40.628733,28.222330,52.245928,"NaN","NaN","NaN"
2002,292.948514,171.889369,38.475847,27.260005,55.323293,"NaN","NaN","NaN"
2003,303.632773,180.487602,37.591635,29.736757,55.816779,"NaN","NaN","NaN"
2004,308.479916,179.837915,38.278520,33.642874,56.720607,"NaN","NaN","NaN"
2005,308.017764,178.362407,33.875556,36.137613,59.642187,"NaN","NaN","NaN"
2006,320.240575,184.107668,33.807704,40.003771,62.321432,"NaN","NaN","NaN"
2007,317.903441,180.316761,36.085371,44.147566,57.353742,"NaN","NaN","NaN"
2008,312.893835,174.785306,31.964601,46.133541,60.010386,"NaN","NaN","NaN"
2009,303.219753,167.259255,28.034707,46.799249,61.126543,"NaN","NaN","NaN"
2010,320.173980,173.529257,29.615727,49.300881,67.728115,"NaN","NaN","NaN"
2011,316.254258,174.850345,30.555298,49.899740,60.948875,"NaN","NaN","NaN"
2012,309.930746,169.748721,29.474454,47.988249,62.719321,"NaN","NaN","NaN"
2013,305.430787,170.339800,29.288849,45.143909,60.658229,"NaN","NaN","NaN"
2014,291.729523,160.942611,29.421944,45.490287,55.874681,"NaN","NaN","NaN"
2015,294.744835,163.700188,27.954155,47.980475,55.110018,"NaN","NaN","NaN"
2016,305.606461,163.531610,28.650201,54.672448,58.752202,"NaN","NaN","NaN"
2017,318.418983,165.252347,31.029393,63.118103,59.019140,"NaN","NaN","NaN"
2018,317.942499,163.302575,31.552581,64.975760,58.111583,"NaN","NaN","NaN"
2019,299.777895,150.547618,31.187159,65.974017,52.069101,"NaN","NaN","NaN"
2020,284.501708,139.603255,28.907124,63.015336,52.975992,"NaN","NaN","NaN"
2021,312.982116,160.223097,30.161879,68.186982,54.410158,"NaN","NaN","NaN"
2022,297.486645,153.013849,27.837986,69.212257,47.422553,"NaN","NaN","NaN"
2023,269.430853,127.571366,26.416938,68.345608,47.096940,"NaN","NaN","NaN"
