"YYYYMM","Coal (MtCO2)","Oil (MtCO2)","Gas (MtCO2)","Cement (MtCO2)"
200801,19.652485,5.912759,3.242742,
200802,18.360348,4.885819,2.911378,
200803,18.104880,5.442515,2.969169,
200804,18.628510,5.796150,2.419894,
200805,17.003409,5.237537,1.943353,
200806,17.650298,4.867999,1.612279,
200807,18.333435,5.618991,1.591484,
200808,17.219118,5.375844,1.574897,
200809,17.865369,5.810818,2.003223,
200810,20.862294,6.127965,2.369793,
200811,18.701318,5.252032,2.560090,
200812,18.090621,5.844447,2.936380,
200901,20.141566,5.552190,3.269825,
200902,17.961165,4.806872,2.816324,
200903,17.236732,5.138416,2.812018,
200904,15.181023,4.917105,1.980337,
200905,16.055894,5.371411,1.886115,
200906,15.524426,5.649201,1.754712,
200907,17.023949,6.049632,1.580097,
200908,17.031277,5.996869,1.522339,
200909,18.282078,5.910740,1.549711,
200910,18.668786,6.500300,2.379142,
200911,18.213830,5.546393,2.558733,
200912,17.752818,5.505521,3.164309,
201001,17.380724,5.376728,3.830404,
201002,18.605170,4.844041,3.091897,
201003,16.839550,5.812009,2.954520,
201004,17.083769,5.456186,2.178693,
201005,15.324023,5.735448,1.803880,
201006,16.925607,5.679101,1.583146,
201007,19.322241,6.169733,1.457229,
201008,18.888562,6.174431,1.555621,
201009,19.622852,6.235839,1.804762,
201010,19.556035,6.857769,2.559088,
201011,21.341785,5.815912,2.559382,
201012,20.036880,5.815804,3.756353,
201101,18.256752,5.262473,3.443065,
201102,17.430837,5.216942,3.297587,
201103,19.172714,5.721371,2.995008,
201104,16.453838,5.518039,2.242649,
201105,18.366440,5.887079,1.923375,
201106,19.204716,5.711385,1.638279,
201107,18.482612,5.911263,1.692993,
201108,18.607785,6.247447,1.698608,
201109,17.416395,6.035036,1.809859,
201110,17.182999,6.306928,2.464609,
201111,17.823812,6.025712,2.923993,
201112,19.980081,5.755255,3.195152,
201201,19.352573,4.813377,3.433589,
201202,18.185905,5.435084,3.720075,
201203,18.293794,5.798302,2.894476,
201204,16.375196,5.520540,2.442986,
201205,17.356016,5.732006,1.877548,
201206,17.085290,5.254043,1.775241,
201207,17.340881,5.368176,1.594297,
201208,17.396671,5.816391,1.775676,
201209,17.474983,5.870925,2.199247,
201210,18.765913,6.112663,2.493945,
201211,18.511268,5.434578,2.810718,
201212,17.901395,5.155857,3.540967,
201301,18.218081,4.867541,3.775142,
201302,14.912831,4.386080,3.259093,
201303,17.860476,4.873689,3.569663,
201304,17.442636,4.626987,2.407125,
201305,16.417614,4.967945,1.934428,
201306,15.127324,5.075671,1.776334,
201307,17.311957,5.842170,1.834089,
201308,17.455382,5.541377,1.752906,
201309,18.650696,5.429019,1.962177,
201310,21.454210,5.954641,2.472849,
201311,19.345390,5.116111,2.832005,
201312,20.117785,4.999709,3.232496,
201401,18.099409,4.637093,3.535273,0.232055
201402,15.720686,4.456442,2.872975,0.237258
201403,16.173668,5.056807,2.742666,0.448502
201404,14.560940,5.201788,2.243220,0.602512
201405,15.349223,5.093241,1.966755,0.583781
201406,15.112770,5.073042,1.765797,0.635291
201407,17.580094,5.522563,1.806074,0.619161
201408,15.919823,5.404191,1.768344,0.658184
201409,18.884654,5.287723,1.823146,0.544238
201410,19.275940,5.537637,2.528173,0.594707
201411,18.528533,5.023095,2.929900,0.571814
201412,17.791583,5.087418,3.485517,0.445380
201501,16.029187,4.972905,3.614314,0.215406
201502,14.518715,4.933616,2.977805,0.248705
201503,16.455672,5.300153,3.068357,0.524466
201504,16.182646,5.328795,2.657673,0.528108
201505,16.271343,5.371451,2.152250,0.582220
201506,17.713147,5.517124,1.802319,0.574936
201507,15.466407,5.466434,1.762748,0.631128
201508,16.165075,5.689532,1.710660,0.468794
201509,16.972516,5.635372,1.895278,0.610316
201510,18.937472,5.629239,2.774172,0.566090
201511,18.638579,5.377059,2.963604,0.520824
201512,18.296727,5.572468,3.254852,0.396992
201601,16.804712,5.279146,3.914289,0.172741
201602,16.483137,5.251091,3.141417,0.344441
201603,15.333483,5.739805,3.222588,0.531750
201604,17.595832,5.636256,2.617218,0.586382
201605,14.171211,5.477553,2.140270,0.632689
201606,14.698702,5.892171,1.787492,0.630088
201607,15.576057,5.832126,1.817065,0.607194
201608,15.512542,6.949981,1.921360,0.610316
201609,22.285607,6.863419,1.994219,0.570253
201610,17.233520,6.821393,2.787779,0.624364
201611,18.046393,6.674188,3.294157,0.460989
201612,18.357800,6.479903,3.781998,0.510418
201701,17.088674,6.142046,4.259811,0.238299
201702,15.907174,5.951615,3.490611,0.288248
201703,16.748042,6.718137,3.193685,0.416763
201704,15.779968,6.503136,2.854436,0.638413
201705,16.433369,6.873214,2.268561,0.658184
201706,15.655834,6.985291,1.910590,0.667029
201707,16.223207,7.086162,1.996129,0.718019
201708,17.035245,7.286059,1.954838,0.630608
201709,17.704132,7.156756,2.181661,0.645177
201710,18.096408,7.602541,2.869404,0.646217
201711,18.273106,7.094592,3.360354,0.645697
201712,18.558821,7.052421,3.790211,0.569212
201801,15.848899,6.731065,3.916231,0.282525
201802,15.545085,6.340717,3.861482,0.356928
201803,17.314744,7.201995,3.935706,0.579618
201804,15.731508,6.804431,2.392160,0.706572
201805,15.888317,6.983262,2.126360,0.659225
201806,16.478455,7.046717,1.983837,0.695646
201807,17.980936,7.381128,1.911083,0.715418
201808,16.847993,7.589175,2.148774,0.680037
201809,16.219567,7.356961,2.104910,0.698248
201810,18.658298,7.681449,2.681753,0.711775
201811,16.316183,7.220103,3.329100,0.680557
201812,15.843266,7.154196,3.882656,0.649339
201901,18.627783,6.820950,4.368915,0.376700
201902,15.426563,6.369343,3.485289,0.371497
201903,14.642954,7.294033,3.544223,0.586382
201904,13.303441,7.288860,2.854933,0.658184
201905,13.265678,7.183573,2.526219,0.703451
201906,13.219295,7.082861,1.947771,0.658704
201907,14.397107,7.831916,2.084057,0.660786
201908,14.021315,7.675180,2.165829,0.728425
201909,15.249262,7.491477,2.242995,0.659225
201910,16.105139,8.160181,2.913354,0.663907
201911,14.883461,7.120342,3.400308,0.660265
201912,14.610983,6.959674,3.961034,0.648298
202001,13.811115,6.772322,4.048976,0.428730
202002,12.699644,6.542551,3.694376,0.347563
202003,13.158191,6.926053,3.685951,0.662867
202004,11.321651,5.674849,2.775084,0.804389
202005,12.202132,6.630197,2.481174,0.707613
202006,13.317145,6.740570,2.157411,0.665989
202007,13.346525,7.511765,2.190524,0.651941
202008,13.074088,7.641281,2.199691,0.683159
202009,13.762569,7.621404,2.386787,0.554123
202010,16.885813,7.637496,3.110659,0.684720
202011,15.473982,7.316591,3.690415,0.664948
202012,15.143331,7.220291,4.310108,0.616040
202101,14.994076,6.364328,4.700853,0.312182
202102,14.950162,6.212978,4.306031,0.297093
202103,17.179893,7.479707,4.087588,0.647258
202104,15.309167,6.660159,3.440477,0.662347
202105,13.738375,7.078788,2.677512,0.680557
202106,14.475165,7.439303,2.251685,0.588984
202107,15.280152,8.135313,2.317790,0.722702
202108,15.369621,7.974976,2.321540,0.715938
202109,16.370943,8.414743,2.415396,0.673793
202110,13.574335,8.139251,3.137018,0.664948
202111,16.591661,7.874329,3.574031,0.627486
202112,16.280233,7.935612,4.504165,0.689923
202201,14.716998,6.811178,4.280871,0.436535
202202,13.694385,7.769165,3.690673,0.354327
202203,16.397536,7.916035,3.694142,0.593666
202204,14.653287,7.505568,3.171555,0.707613
202205,13.036376,7.705710,2.306985,0.731027
202206,12.513356,7.475099,2.017560,0.719580
202207,13.374663,7.797302,1.880136,0.725824
202208,13.706756,7.936473,1.675619,0.728425
202209,13.465955,7.268193,1.789299,0.652461
202210,14.355127,7.282539,2.377059,0.695646
202211,16.060136,7.313226,3.367809,0.689402
202212,16.518603,8.189206,4.042058,0.559847
202301,15.409579,6.469752,3.978199,0.196675
202302,13.959170,6.942564,3.727787,0.361091
202303,13.745184,7.440685,3.674171,0.592106
202304,10.201450,7.099640,2.942361,0.652981
202305,10.010671,7.542685,2.231641,0.528629
202306,8.343471,7.321073,1.965592,0.585862
202307,9.386526,7.739072,1.972661,0.655062
202308,11.134475,8.039477,2.110173,0.691484
202309,12.340249,8.186570,2.159323,0.596268
202310,12.363474,9.098882,2.817395,0.648819
202311,11.862614,7.301801,3.845554,0.606674
202312,13.167167,7.514369,4.455424,0.466192
202401,11.878350,7.289612,4.853588,0.178360
202402,8.718224,6.804010,3.814416,0.279143
202403,10.211082,7.456595,3.759835,0.553083
202404,10.198820,7.628190,2.966510,0.641482
202405,9.229407,7.485401,2.196795,0.615259
202406,10.113808,7.882728,2.050002,0.604645
202407,9.751095,7.997267,2.264344,0.656415
202408,11.065614,8.016877,2.296593,0.586018
202409,10.294388,7.867908,2.485613,0.596060
202410,11.577679,8.774074,3.302553,0.595175
202411,12.279999,7.478916,4.231689,0.694397
