"YYYYMM","Coal (MtCO2)","Oil (MtCO2)","Gas (MtCO2)","Cement (MtCO2)"
202412,11.992272,7.333776,4.492133,0.516141
202501,12.457872,6.856134,4.702540,0.248393
202502,11.629286,6.806354,4.549086,0.321288
202503,9.918264,7.816554,3.843539,0.524050
202504,8.427531,7.954096,3.014402,0.595696
202505,8.508288,7.974697,2.741926,0.604177
202506,6.984519,7.916398,2.152312,0.514528
202507,9.042028,,2.343578,
202508,3.162056,,,
202509,,,,
202510,,,,
202511,,,,
202512,,,,
