"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,6.631000,0.359600,1.378400,16.095000
1962,6.662000,0.407600,1.442400,16.397000
1963,6.680000,0.439500,1.512400,16.824000
1964,7.177000,0.547600,1.599800,17.073000
1965,7.207000,0.591800,1.631200,17.227000
1966,7.332000,0.775500,1.674800,16.802000
1967,7.290300,0.847800,1.707200,17.433000
1968,7.556700,0.902700,1.733000,18.108000
1969,7.510800,0.940400,1.775600,18.073000
1970,7.165100,1.016700,1.922800,18.473000
1971,7.373400,1.110200,2.077400,18.320000
1972,7.519600,1.173000,2.212800,18.799000
1973,7.847000,1.340100,2.312000,20.081000
1974,8.059000,1.451100,2.424000,21.543000
1975,8.484000,1.648800,2.646000,21.820000
1976,8.453700,1.760700,2.648000,21.594000
1977,8.259200,1.923300,2.722000,22.107000
1978,8.107100,2.060000,2.652000,21.530000
1979,7.654600,1.919000,2.494000,20.339000
1980,7.386300,1.971000,2.554000,22.290000
1981,6.751000,1.775000,2.250000,21.859000
1982,6.368000,1.852000,2.364000,23.279000
1983,6.762000,1.948000,2.462000,25.542000
1984,6.765000,2.019000,2.514000,24.701000
1985,6.639000,2.071000,2.584000,24.065000
1986,6.645000,2.180000,2.654000,25.343000
1987,6.442000,1.998000,2.760000,24.488000
1988,5.577000,2.100000,2.896000,24.264000
1989,4.878000,1.808000,2.812000,22.675000
1990,4.129000,1.380000,2.128000,18.676000
1991,3.205000,1.562000,2.132000,18.196000
1992,4.082000,1.612000,2.294000,22.037000
1993,4.260000,1.726000,2.366000,21.630000
1994,5.300000,1.975000,2.652000,21.922000
1995,3.842000,2.398000,2.704000,22.492000
1996,3.747000,2.614000,2.720000,22.057500
1997,4.214000,3.125000,2.972000,23.496800
1998,4.320000,3.764000,3.436000,24.916800
1999,4.137000,3.988000,3.678000,26.017800
2000,4.262000,4.612200,3.868000,27.659100
2001,3.083000,4.569000,4.172014,26.671400
2002,3.180000,4.822000,4.684000,28.957000
2003,3.360000,5.754000,4.922000,30.836000
2004,3.743000,6.384000,5.269400,32.733000
2005,3.359900,6.627000,5.463800,31.944500
2006,3.607200,7.284100,5.714200,32.384000
2007,4.416600,8.445335,5.984000,35.934563
2008,3.862900,8.031235,6.110800,34.273421
2009,3.850400,7.729987,6.549914,34.629172
2010,4.220000,8.063580,7.399600,35.467417
2011,4.422020,8.346805,7.511200,37.179982
2012,4.249000,8.439036,7.643604,38.015431
2013,4.320605,8.953962,8.211026,38.938843
2014,4.724700,9.147159,8.556768,40.862038
2015,4.835189,9.685690,8.798688,41.375282
2016,4.944725,10.401133,9.387804,42.401232
2017,5.031392,11.017110,9.558062,45.312633
2018,5.012843,11.368622,9.712054,46.711225
2019,4.993725,11.974387,9.759466,43.321969
2020,4.667101,11.807066,10.257724,40.635778
2021,5.069098,13.452971,10.647876,43.147171
2022,4.814799,11.379527,10.468464,45.692953
2023,4.206213,10.386551,9.271188,42.785407
