"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1988,,,,440.437348,471.688446,440.437348,440.437349,442.255981,442.661672,442.661672,443.271991,440.454677,442.242565,442.212741,441.908413,441.906663,443.000698,442.975423,442.975365,442.976962,442.978448,442.978448,443.010571
1989,,,,419.230783,449.929842,419.230783,419.230784,423.290103,423.675782,423.675782,424.671477,421.632896,423.214562,423.198477,422.884053,422.881646,423.983949,423.960564,423.959099,423.961476,423.962817,,
1990,,,,355.523436,379.178977,347.419310,347.466486,348.126078,348.454692,351.902465,353.325493,353.425527,354.770380,354.584064,354.264090,354.263012,355.175891,354.865846,354.866412,354.869898,354.870995,354.870995,354.912248
1991,,,,352.846959,373.193091,350.271556,350.307203,350.622032,350.863235,353.665619,354.140450,354.270775,355.193469,354.918538,354.556829,354.555716,355.445059,355.171883,355.173484,355.178055,355.177521,355.177521,355.225657
1992,,,,346.841578,365.494676,342.319314,342.355345,342.655300,343.079071,344.696689,345.598059,345.718552,346.594720,346.026142,345.555512,345.554304,346.510791,347.012225,347.013210,347.019572,347.019212,347.019222,347.080998
1993,,,,330.409846,349.276566,349.291172,349.333904,349.706256,350.155353,345.793531,346.436584,346.582017,347.460179,347.348187,346.796887,347.233495,347.768106,348.084758,348.085603,348.089920,348.090777,348.090797,348.160061
1994,,,,342.888132,358.427749,343.376087,343.423576,343.834324,344.200644,340.193331,339.705142,339.886729,340.919525,341.063799,340.426876,340.425657,341.508629,340.963924,340.966431,340.975729,340.976606,340.976629,341.036510
1995,,,,344.054207,359.542811,346.246401,346.296714,346.850487,347.204800,339.893334,340.279872,340.475576,341.427087,341.564963,340.895260,340.893946,342.012436,342.139405,342.129474,342.142014,342.142704,342.142702,342.302586
1996,,,,364.643171,382.081460,356.382496,356.753926,357.128243,357.537280,355.177750,354.800154,355.024322,355.886908,355.951836,355.816524,355.814980,356.951638,357.780910,357.783026,357.794763,357.795958,357.795928,357.924996
1997,,,,350.438708,367.110423,349.024561,349.635242,349.591096,349.877352,344.286094,344.881954,345.207569,345.959385,346.039172,345.921314,345.919930,347.111982,346.582191,346.585413,346.598926,346.601086,346.600975,346.860103
1998,,,,325.719849,340.094110,323.230030,323.873014,324.041947,324.039347,319.781740,319.207169,319.524788,318.209401,318.272189,318.155707,318.154298,319.348860,319.821479,319.817798,319.833795,319.834441,319.834187,320.053675
1999,,,,317.002121,329.312278,312.549424,313.117954,313.204975,313.272657,310.390978,310.998717,311.346167,310.041943,309.957186,309.762343,309.761085,310.958035,311.293384,311.303773,311.316955,311.317213,311.316840,311.517022
2000,,,,301.662263,315.865464,301.879202,302.101989,302.382010,302.008074,296.856977,298.959417,299.335647,298.086092,297.658662,297.437530,297.436192,298.542392,298.020319,298.025228,298.048764,298.048149,298.048210,298.237295
2001,307.325425,,,304.938858,316.403976,300.854008,301.248999,301.670525,301.257851,296.171080,297.570445,297.845264,296.456332,296.027561,295.808706,295.807387,296.862990,296.279286,296.284523,296.307762,296.306533,296.306692,296.396312
2002,,298.834289,,292.913525,303.697936,290.699064,290.813580,291.118315,290.616148,285.610680,287.419806,287.656655,289.823641,289.718774,289.538179,289.536886,290.509531,290.224118,290.229781,290.252439,290.250701,290.250883,290.316474
2003,,,307.099782,303.592073,315.421188,300.021298,300.333801,300.607123,299.859151,295.610900,297.829373,298.007996,300.739592,300.633624,300.484502,300.483103,301.519057,301.468105,301.477514,301.500388,301.496200,301.496380,301.544409
2004,,,,302.302726,309.119449,299.719773,300.143809,300.338831,299.656968,298.801250,300.843236,300.980339,303.984160,303.906257,303.751599,303.750225,304.821490,305.323662,305.333656,305.353165,305.347406,305.347932,305.371313
2005,,,,,309.954653,299.798070,296.311203,297.870976,296.360079,295.722321,298.781933,300.710290,304.020116,304.009713,303.913908,303.912122,304.748071,305.267645,305.278313,305.299213,305.292476,305.293493,305.320050
2006,,,,,,310.592296,305.396509,307.239934,306.934368,307.002252,310.370925,312.304815,315.628984,315.586500,315.531204,315.528944,316.513085,317.830279,317.842200,317.865574,317.857752,317.859301,317.886863
2007,,,,,,,302.824567,303.669198,303.524951,306.519818,309.920874,310.862087,313.700850,313.613083,313.589101,313.586959,314.783005,315.497824,315.509577,315.529569,315.520501,315.521321,315.546736
2008,,,,,,,,299.577293,299.342466,301.170245,304.011119,304.180083,307.728787,307.656767,307.634875,307.632552,308.956872,310.289228,310.272489,310.296099,310.286722,310.284277,310.312450
2009,,,,,,,,,293.462481,292.551944,294.182463,293.641867,297.644411,297.521254,297.511828,297.509737,298.716838,299.828057,299.854158,299.874787,299.864039,299.861402,299.881795
2010,,,,,,,,,,309.854084,312.978654,311.926800,317.102127,314.337809,314.263189,314.261470,315.601310,316.807874,316.838595,316.861056,316.852231,316.849772,316.847383
2011,,,,,,,,,,,308.389696,307.896965,312.012798,311.689603,311.496811,311.495035,312.817392,313.795029,313.825518,313.849099,313.838793,313.836359,313.834066
2012,,,,,,,,,,,,302.127652,306.155607,305.916028,305.415990,305.413874,306.719992,307.524137,307.547186,307.572639,307.564419,307.562310,307.585164
2013,,,,,,,,,,,,,302.125946,301.794995,301.365868,301.364025,302.726151,303.748261,303.771768,303.800865,303.790471,303.792488,303.822110
2014,,,,,,,,,,,,,,288.426631,287.948217,287.946780,289.187621,290.378943,290.397002,290.428114,290.405235,290.418182,290.445179
2015,,,,,,,,,,,,,,,290.841092,290.860239,292.619068,293.475042,293.488592,293.517134,293.495673,293.504511,293.529038
2016,,,,,,,,,,,,,,,,301.820802,302.795943,303.860771,303.855693,303.886757,303.863042,303.872191,303.894952
2017,,,,,,,,,,,,,,,,,315.932521,316.765821,316.743956,316.786409,316.623032,316.633226,316.648332
2018,,,,,,,,,,,,,,,,,,316.466187,315.409068,315.453672,315.243615,315.242666,315.248197
2019,,,,,,,,,,,,,,,,,,,298.541396,297.498874,297.263831,297.262738,297.271229
2020,,,,,,,,,,,,,,,,,,,,282.318705,281.978111,281.980962,281.986526
2021,,,,,,,,,,,,,,,,,,,,,310.508386,310.416966,310.477481
2022,,,,,,,,,,,,,,,,,,,,,,294.977466,295.256883
2023,,,,,,,,,,,,,,,,,,,,,,,266.974632
