"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026"
2003,,,319.082412,320.270821,330.899891,316.690938,317.003441,317.028056,316.830688,312.968725,314.110647,315.455194,320.487583,320.230170,318.416958,318.415559,319.443401,319.406051,319.597675,319.624035,318.949735,318.951106,318.732699,318.715308
2004,,,,319.470102,325.381801,316.872778,317.296814,317.297559,317.096802,316.629649,317.926707,319.291943,324.514920,324.279450,322.540322,322.538949,323.602301,324.146210,324.413220,324.436208,323.794120,323.796380,323.620772,323.609659
2005,,,,,326.510732,317.669357,318.215840,319.285679,318.164469,317.893348,319.048271,318.387033,323.586356,323.372578,321.670632,321.668846,322.496690,323.161267,323.384819,323.409481,322.765058,322.768480,322.576874,322.561990
2006,,,,,,330.523571,329.599115,330.916347,331.023343,331.446148,332.617261,331.306025,337.065767,336.500579,334.625082,334.622822,335.599484,337.037512,337.289642,337.317578,336.572661,336.577283,336.387246,336.366540
2007,,,,,,,328.172104,328.511445,328.805329,332.313263,333.672046,331.556564,336.707736,336.268111,334.367835,334.365693,335.553863,336.368498,336.705592,336.731479,335.920200,335.924298,335.734639,335.712955
2008,,,,,,,,325.381144,325.057635,326.619536,327.952590,324.146029,329.704517,329.338171,327.450534,327.448211,328.765633,330.144999,330.453984,330.485117,329.567078,329.565658,329.428448,329.409363
2009,,,,,,,,,313.721638,312.248396,312.744899,310.278975,316.191126,315.937966,314.146671,314.144580,315.341367,316.607701,316.840280,316.868513,316.021210,316.042826,315.886286,315.867500
2010,,,,,,,,,,332.066809,333.504699,329.622490,336.695016,334.026155,332.132430,332.130711,333.460722,334.606784,334.887520,334.916988,334.224575,334.222442,334.027521,334.013110
2011,,,,,,,,,,,331.267018,327.722758,333.947034,333.713651,331.703807,331.694639,333.011411,333.952035,334.305815,334.337154,333.598765,333.601411,333.406065,333.383497
2012,,,,,,,,,,,,320.861667,326.969552,326.597791,324.225513,324.216621,325.517486,326.348212,326.702135,326.734935,325.953296,325.956361,325.777705,325.758671
2013,,,,,,,,,,,,,322.900206,322.440487,319.921726,319.911259,321.272746,322.225440,322.614415,322.651181,321.927044,321.927246,321.757153,321.752112
2014,,,,,,,,,,,,,,310.307297,307.601953,307.555127,308.798724,309.920916,310.280090,310.319100,309.582449,309.596247,309.415389,309.402885
2015,,,,,,,,,,,,,,,310.638589,310.615143,312.372752,313.099147,313.419083,313.455719,312.715421,312.756243,312.548845,312.536538
2016,,,,,,,,,,,,,,,,322.233955,323.050364,324.011335,324.341690,324.381233,323.546990,323.554930,323.300485,323.316556
2017,,,,,,,,,,,,,,,,,336.591063,337.340422,337.682844,337.734951,336.765416,336.766863,336.505103,336.471353
2018,,,,,,,,,,,,,,,,,,337.705742,336.992311,337.048486,336.080905,336.069382,335.718634,335.637280
2019,,,,,,,,,,,,,,,,,,,319.520975,318.487666,317.682527,317.724818,317.444070,317.367627
2020,,,,,,,,,,,,,,,,,,,,303.523082,302.437094,302.432710,302.102412,301.972863
2021,,,,,,,,,,,,,,,,,,,,,331.077163,330.979424,330.693725,330.626680
2022,,,,,,,,,,,,,,,,,,,,,,315.042265,314.891968,314.718497
2023,,,,,,,,,,,,,,,,,,,,,,,283.243469,283.685736
2024,,,,,,,,,,,,,,,,,,,,,,,,278.477881
