"Year","BLUE","H&C2023","OSCAR","LUCE"
1850,-0.000733,0.006668,-0.008647,0.001099
1851,-0.000769,0.006705,-0.008317,0.001099
1852,-0.000806,0.006705,-0.007914,0.001099
1853,-0.000843,0.006742,-0.007584,0.001099
1854,-0.000843,0.006742,-0.007291,0.001063
1855,-0.000879,0.006778,-0.007072,0.001063
1856,-0.000916,0.006778,-0.006852,0.001063
1857,-0.000916,0.006815,-0.006668,0.001026
1858,-0.000953,0.006852,-0.006522,0.001026
1859,-0.000953,0.006852,-0.006375,0.001026
1860,-0.001026,0.006888,-0.006265,0.000843
1861,-0.001063,0.006888,-0.006192,0.000806
1862,-0.001063,0.006888,-0.006119,0.000806
1863,-0.001099,0.006925,-0.006046,0.000806
1864,-0.001099,0.006925,-0.006009,0.000806
1865,-0.001136,0.006962,-0.005972,0.000769
1866,-0.001136,0.006962,-0.005936,0.000769
1867,-0.001172,0.006962,-0.005899,0.000769
1868,-0.001172,0.006998,-0.005862,0.000769
1869,-0.001209,0.006998,-0.005862,0.000769
1870,-0.001356,0.006998,-0.005862,0.000733
1871,-0.001392,0.007035,-0.005862,0.000696
1872,-0.001392,0.007035,-0.005899,0.000696
1873,-0.001392,0.007035,-0.005899,0.000696
1874,-0.001392,0.007072,-0.005936,0.000660
1875,-0.001392,0.007072,-0.005936,0.000660
1876,-0.001429,0.007072,-0.005972,0.000660
1877,-0.001429,0.007108,-0.005972,0.000660
1878,-0.001466,0.007108,-0.006009,0.000623
1879,-0.001466,0.007108,-0.006009,0.000623
1880,-0.001466,0.007108,-0.006046,0.000586
1881,-0.001502,0.007108,-0.006082,0.000550
1882,-0.001576,0.007145,-0.006119,0.000513
1883,-0.001612,0.007145,-0.006156,0.000513
1884,-0.001649,0.007145,-0.006192,0.000476
1885,-0.001685,0.007145,-0.006229,0.000476
1886,-0.001685,0.007145,-0.006265,0.000476
1887,-0.001722,0.007145,-0.006302,0.000440
1888,-0.001759,0.007145,-0.006302,0.000440
1889,-0.001759,0.007145,-0.006339,0.000440
1890,-0.001869,0.007145,-0.006375,0.000330
1891,-0.001905,0.007145,-0.006375,0.000293
1892,-0.001979,0.007145,-0.006412,0.000256
1893,-0.002015,0.007181,-0.006449,0.000220
1894,-0.002052,0.007181,-0.006485,0.000220
1895,-0.002088,0.007181,-0.006485,0.000183
1896,-0.002125,0.007181,-0.006522,0.000183
1897,-0.002125,0.007181,-0.006522,0.000147
1898,-0.002162,0.007181,-0.006559,0.000147
1899,-0.002198,0.007145,-0.006559,0.000110
1900,-0.002308,0.007145,-0.006595,0.000037
1901,-0.002382,0.007145,-0.006778,-0.000037
1902,-0.002455,0.007145,-0.006742,-0.000073
1903,-0.002492,0.007145,-0.006559,-0.000147
1904,-0.002565,0.007145,-0.006705,-0.000183
1905,-0.002601,0.007145,-0.006632,-0.000220
1906,-0.002638,0.007145,-0.006668,-0.000220
1907,-0.002675,0.007145,-0.006705,-0.000256
1908,-0.002675,0.007145,-0.006815,-0.000293
1909,-0.002711,0.007108,-0.006888,-0.000293
1910,-0.003041,0.007108,-0.006632,-0.000660
1911,-0.003261,0.007108,-0.006375,-0.000806
1912,-0.003444,0.007108,-0.006339,-0.000916
1913,-0.003591,0.007072,-0.006119,-0.001026
1914,-0.003701,0.007072,-0.006082,-0.001136
1915,-0.003811,0.007072,-0.005972,-0.001246
1916,-0.003920,0.007035,-0.005789,-0.001319
1917,-0.003994,0.007035,-0.005679,-0.001356
1918,-0.004067,0.007035,-0.005533,-0.001429
1919,-0.004140,0.007035,-0.005569,-0.001466
1920,-0.004470,0.006998,-0.005423,-0.001795
1921,-0.004727,0.006998,-0.005496,-0.001942
1922,-0.004910,0.006998,-0.005533,-0.002088
1923,-0.005020,0.006962,-0.005496,-0.002198
1924,-0.005130,0.006962,-0.005606,-0.002308
1925,-0.005240,0.006925,-0.005459,-0.002418
1926,-0.005276,0.006925,-0.005496,-0.002492
1927,-0.005349,0.006925,-0.005496,-0.002528
1928,-0.005386,0.006888,-0.005496,-0.002601
1929,-0.005459,0.006888,-0.005423,-0.002638
1930,-0.005569,0.006852,-0.005423,-0.002968
1931,-0.005679,0.006852,-0.005349,-0.003114
1932,-0.005752,0.006815,-0.005240,-0.003261
1933,-0.005826,0.006815,-0.005203,-0.003371
1934,-0.005862,0.006778,-0.005203,-0.003481
1935,-0.005936,0.006778,-0.005240,-0.003554
1936,-0.005972,0.006742,-0.005130,-0.003627
1937,-0.006009,0.006742,-0.005093,-0.003701
1938,-0.006046,0.006705,-0.005056,-0.003737
1939,-0.006082,0.006668,-0.005020,-0.003774
1940,-0.006449,0.006668,-0.004983,-0.004470
1941,-0.006705,0.006632,-0.004910,-0.004763
1942,-0.006888,0.006632,-0.004763,-0.005056
1943,-0.007072,0.006595,-0.004617,-0.005276
1944,-0.007218,0.006559,-0.004543,-0.005496
1945,-0.007365,0.006559,-0.004433,-0.005643
1946,-0.007438,0.006522,-0.004360,-0.005826
1947,-0.007548,0.006485,-0.004250,-0.005936
1948,-0.007621,0.006485,-0.004104,-0.006082
1949,-0.007694,0.006449,-0.003994,-0.006192
1950,-0.009270,0.006412,-0.003774,-0.005386
1951,-0.008720,0.006375,-0.004617,-0.005533
1952,-0.007218,0.006375,-0.008097,-0.004030
1953,-0.006485,0.006339,-0.012861,-0.003481
1954,-0.006742,0.006302,-0.017514,-0.004287
1955,-0.007511,0.006302,-0.020995,-0.006156
1956,-0.008977,0.006265,-0.023083,-0.008537
1957,-0.010772,0.006119,-0.024476,-0.011065
1958,-0.013044,0.005862,-0.026344,-0.013850
1959,-0.017111,0.005569,-0.028652,-0.019199
1960,-0.014363,0.004946,-0.032573,-0.011945
1961,-0.012384,-0.002455,-0.031327,-0.010516
1962,-0.010626,-0.026820,-0.031547,-0.009233
1963,-0.008757,-0.029825,-0.033526,-0.008097
1964,-0.001209,-0.051626,-0.037373,-0.003078
1965,0.002858,-0.110103,-0.045104,-0.000183
1966,-0.000440,-0.181698,-0.053788,-0.001759
1967,-0.001649,-0.265384,-0.062435,-0.001612
1968,-0.002858,-0.331995,-0.073500,-0.001466
1969,0.009783,-0.462433,-0.086324,0.006852
1970,0.002528,-0.580597,-0.099551,0.003701
