"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.746871,0.331973,0.172078,0,0.080169,0
2001,0.933652,0.331816,0.147355,0,0.085466,0
2002,0.945903,0.339003,0.147882,0,0.093410,0
2003,1.044406,0.369836,0.168602,0,0.090044,0
2004,1.113308,0.380879,0.188476,0,0.083579,0
2005,1.125617,0.391931,0.218122,0,0.080982,0
2006,1.186430,0.450724,0.239480,0,0.079572,0
2007,1.303719,0.491299,0.292198,0,0.083180,0
2008,1.414622,0.489462,0.308008,0,0.075465,0
2009,1.295255,0.392644,0.291362,0,0.069161,0
2010,1.397720,0.407181,0.315244,0,0.080157,0
2011,1.521504,0.543208,0.355452,0,0.078291,0.000001
2012,1.584955,0.580695,0.386409,0,0.075387,0.000027
2013,1.569171,0.586132,0.402574,0,0.075850,0.000052
2014,1.550589,0.603619,0.533864,0,0.080585,0.000141
2015,1.144821,0.555968,0.496894,0,0.089862,0.001730
2016,1.336429,0.568308,0.540522,0,0.111993,0.003523
2017,1.465630,0.574411,0.602123,0,0.107401,0.004167
2018,1.524318,0.612770,0.600149,0,0.098831,0.005043
2019,1.443310,0.617390,0.709348,0,0.094835,0.010480
2020,1.365432,0.535490,0.635622,0,0.091328,0.021500
2021,1.403960,0.659206,0.778201,0,0.086744,0.031829
2022,1.410223,0.648325,0.766143,0,0.086360,0.038368
2023,1.386094,0.688961,0.771303,0,0.082233,0.052518
