"Year","BLUE","H&C2023","OSCAR","LUCE"
1850,21.826741,9.481406,16.598286,14.786658
1851,20.854352,9.508959,16.761371,14.698429
1852,20.939797,9.596456,16.970292,15.044457
1853,21.178726,9.579235,17.089775,14.704988
1854,20.802763,9.448284,17.107289,14.758299
1855,21.510025,9.665376,17.470135,15.167861
1856,21.317775,9.374930,17.333944,14.908083
1857,21.713267,9.450152,17.544478,15.122097
1858,21.092659,9.593818,17.784506,15.138952
1859,20.912573,9.721545,17.987968,14.925267
1860,20.644515,9.725025,18.038092,14.776326
1861,21.572899,10.178702,18.533135,15.163464
1862,21.219800,10.303351,18.675298,15.245538
1863,21.470197,10.628311,18.985676,15.149211
1864,22.210142,10.878233,19.226034,15.084725
1865,22.904727,11.237488,19.574737,15.737759
1866,21.975719,11.764848,20.074800,15.344429
1867,23.294283,12.070462,20.358796,15.445592
1868,23.676402,12.253112,20.549800,15.484577
1869,23.045461,12.811872,21.136004,16.300843
1870,23.136438,13.145553,21.533878,16.574837
1871,22.945727,13.333443,21.815236,16.070487
1872,22.727316,13.715891,22.276973,16.168646
1873,23.902470,14.092733,22.731456,16.907162
1874,23.510496,14.334374,23.061912,16.692048
1875,23.741328,14.750092,23.565492,16.903717
1876,23.683583,14.838687,23.740522,16.695272
1877,25.427574,15.084761,24.098238,16.772913
1878,24.061158,15.303356,24.404732,16.747631
1879,24.831661,15.778173,24.934949,17.074496
1880,48.166248,16.223789,28.527281,30.793355
1881,60.826101,16.525812,32.615536,36.521983
1882,66.959600,16.689703,34.166580,40.794243
1883,70.875683,17.006346,35.375004,42.205250
1884,76.963822,17.227359,36.402793,45.767464
1885,78.168985,17.147740,37.071546,46.089273
1886,82.578353,16.894374,37.515659,48.500661
1887,86.300134,18.215832,39.561710,51.721427
1888,85.112961,17.603908,39.652614,51.189597
1889,89.527568,18.440546,41.201533,55.072045
1890,103.589158,18.525770,42.950361,69.916411
1891,114.948730,18.683725,45.329066,76.913589
1892,117.627041,18.257895,46.477217,79.836398
1893,124.584207,18.658297,48.322591,85.063754
1894,126.529645,18.241517,49.253210,83.648607
1895,130.853751,18.653864,50.906663,89.522329
1896,129.540757,18.532475,52.013668,90.660147
1897,131.816504,17.947335,52.564623,90.779081
1898,132.524608,17.950889,53.684195,88.574049
1899,136.274383,17.607059,54.497750,95.472848
1900,120.482433,17.458264,54.343642,79.590141
1901,112.835262,16.872427,53.087513,75.382513
1902,111.006523,16.608289,52.878811,71.608263
1903,111.220207,16.546111,53.764510,76.190388
1904,108.967104,16.222543,54.313964,72.145369
1905,107.424376,16.241559,55.264405,69.545028
1906,107.758826,15.897217,55.345746,73.044038
1907,103.911516,16.070744,55.610177,68.603417
1908,107.859147,16.511303,56.254345,71.771861
1909,107.916635,16.596308,56.460188,69.918390
1910,83.080797,16.051471,53.543571,54.384276
1911,67.592849,16.291829,50.551475,46.763192
1912,58.822259,16.102730,49.398451,40.644605
1913,52.716753,15.872924,49.460373,38.469545
1914,50.400408,15.568336,48.477212,36.919307
1915,45.000295,15.319184,47.147326,31.502303
1916,40.160078,15.471716,47.022897,29.776815
1917,38.375747,15.706799,45.251353,29.451598
1918,35.768701,16.030916,45.670331,25.234261
1919,32.346781,17.058668,47.326386,22.653120
1920,51.153800,18.153471,49.026812,36.804001
1921,58.127235,18.748944,53.095464,41.715043
1922,60.333366,19.600238,54.883899,42.090676
1923,64.770067,20.169660,55.993211,44.571241
1924,65.503636,20.850615,56.445422,44.554826
1925,67.242681,21.429893,58.697866,46.170064
1926,69.332040,22.053433,59.096583,47.536480
1927,69.990900,22.923450,59.535933,49.270394
1928,71.846716,24.002241,60.227586,50.093219
1929,73.330563,25.285447,61.120210,52.331666
1930,73.530984,26.685755,63.822960,48.763920
1931,75.817027,28.318470,66.297918,49.291975
1932,76.479112,29.545360,67.235243,49.539698
1933,78.353321,31.427740,68.943180,49.466492
1934,77.865752,32.932545,68.969304,48.656784
1935,79.687860,34.226926,71.243805,48.735011
1936,80.169456,35.401861,72.167829,48.662903
1937,81.257700,36.212521,72.967094,48.917991
1938,81.379125,36.862441,73.043709,49.053302
1939,84.201981,37.566955,73.795855,48.215639
1940,132.597522,38.936485,82.627853,80.686116
1941,155.285266,39.307758,94.589531,91.304975
1942,170.056463,39.775688,97.203612,99.431177
1943,183.590949,40.073901,100.272212,105.537306
1944,189.512266,40.240173,101.695456,107.952725
1945,195.032558,40.385964,101.568205,110.924302
1946,199.268216,40.569200,105.004964,110.274968
1947,208.574263,40.112959,105.927816,120.527683
1948,212.912292,39.862158,106.722464,121.754793
1949,204.561120,39.521370,103.902283,115.783023
1950,191.608367,37.834208,95.646741,108.770090
1951,187.609294,36.232343,91.601832,108.312713
1952,183.176147,34.687161,93.123198,106.394756
1953,182.960777,32.935110,91.695704,109.369924
1954,192.818220,30.576336,92.226581,119.076189
1955,187.248940,28.909693,92.711145,113.416958
1956,185.383744,26.478702,89.230125,113.948458
1957,182.337751,24.357429,87.351702,111.245965
1958,186.110718,22.411809,90.685942,116.286163
1959,185.132174,20.085828,86.399905,112.419654
1960,171.666864,17.772525,78.985508,110.369866
1961,118.043161,15.782020,69.637324,70.415118
1962,92.670914,13.763376,61.717992,55.408620
1963,79.788986,12.800514,58.925730,46.793384
1964,68.199827,11.519396,55.755088,41.646270
1965,60.434053,10.576209,53.477399,37.335427
1966,53.515871,9.852679,52.044079,33.232407
1967,50.263155,9.128380,49.695821,30.112621
1968,45.085557,8.865817,49.005963,26.441293
1969,17.898384,8.715520,48.995045,-7.581695
1970,22.477761,8.501030,46.300869,3.274150
1971,27.539137,8.668181,43.669787,6.347587
1972,37.635289,8.385064,43.081972,14.542013
1973,29.388504,7.777829,42.461217,7.722430
1974,31.084167,7.874449,38.700634,10.310313
1975,32.688596,8.330947,37.837432,11.423363
1976,40.757860,8.872559,39.791223,19.457745
1977,45.189431,8.987755,40.505667,20.811850
1978,29.853979,9.289376,40.999977,11.121376
1979,55.859329,11.070703,39.666317,33.722430
1980,64.129856,12.729725,41.236708,40.258896
1981,60.857501,16.588247,45.715581,38.398647
1982,145.475529,22.115025,64.820484,97.528828
1983,81.808766,25.214182,71.413155,43.160051
1984,76.174377,26.477530,61.546590,48.019395
1985,73.396405,31.566679,62.077613,44.164024
1986,198.872357,35.683623,71.622113,148.567542
1987,168.167341,43.952318,78.770541,116.892555
1988,230.297203,52.718511,85.491233,170.133113
1989,273.380750,63.807717,96.500747,195.605938
1990,284.161630,66.682089,103.276252,198.924569
1991,182.182031,66.891047,94.416627,117.943720
1992,137.779480,64.757463,84.385108,90.002826
1993,128.615597,57.700855,78.455547,81.270708
1994,136.628911,49.600887,74.513302,95.105972
1995,127.255996,43.583024,75.167583,88.474388
1996,113.976744,39.960390,72.559474,75.339388
1997,129.315421,35.965421,72.812693,85.276705
1998,142.489406,35.278641,75.002227,74.701485
1999,122.798594,34.483076,73.843340,66.984625
2000,129.131195,34.525762,73.081741,76.944330
2001,107.734204,31.727309,69.404770,58.237338
2002,97.476690,30.292376,65.905687,57.952975
2003,92.357422,27.728273,63.642288,50.769337
2004,78.485811,24.356696,62.348639,42.547724
2005,71.478265,22.077688,58.619054,37.857364
2006,75.894008,19.178805,59.064266,44.795404
2007,51.644996,14.708468,57.047820,28.277580
2008,41.917809,14.294913,54.971358,23.339900
2009,34.883735,11.793390,47.937981,16.554465
2010,36.892779,12.776112,50.988297,15.191787
2011,30.021277,11.911847,43.785863,15.893772
2012,33.406813,13.531665,43.365272,16.964027
2013,25.672256,11.065280,44.415228,16.377787
2014,30.526909,10.138911,41.226888,14.498704
2015,20.493118,9.379840,39.891653,7.920835
2016,-32.180802,7.424876,34.712626,-37.967101
2017,-22.722149,6.427645,29.017561,-27.636636
2018,-38.223031,5.248643,26.774753,-33.848728
2019,51.165232,3.659164,30.165199,41.741314
2020,11.282665,3.444343,30.745137,6.074875
2021,-9.832124,-4.730444,25.276654,-8.177242
2022,-18.876488,-5.648349,22.845553,-18.288013
2023,-25.758360,6.663570,17.738706,-20.506419
