"Year","BLUE","H&C2023","OSCAR","LUCE"
1850,39.295594,15.799754,36.448812,30.122660
1851,47.434694,24.560378,45.262308,38.220906
1852,34.691961,12.260733,32.681121,25.422664
1853,34.070107,12.048038,32.121812,24.625597
1854,36.451048,14.979934,34.735856,26.918016
1855,42.211991,21.291944,40.776839,32.707062
1856,46.537087,26.022131,45.249594,36.843279
1857,46.372903,26.234936,45.120694,36.531949
1858,43.681182,24.168404,42.799440,33.715542
1859,32.690904,13.472821,31.998042,22.772163
1860,35.744299,16.593890,35.294799,26.078886
1861,43.721376,24.774246,43.651211,33.991368
1862,45.573675,26.772335,45.623872,35.914894
1863,42.533984,23.891405,42.695749,32.729926
1864,44.987691,26.541503,45.511863,35.075435
1865,34.631798,15.957050,35.207449,24.684954
1866,52.163892,33.105706,52.659924,41.953899
1867,41.218131,21.665635,41.558664,31.063868
1868,59.564036,39.505614,59.968505,49.282485
1869,53.705153,32.816872,53.913305,43.232232
1870,36.866435,7.323273,31.987929,27.985192
1871,55.887652,22.168849,51.068026,46.784590
1872,65.530713,28.647900,59.515305,56.070009
1873,60.763410,21.458656,53.775026,50.238753
1874,54.459864,13.074874,46.656570,43.243517
1875,72.259723,29.011332,63.603852,60.747032
1876,48.891170,4.210522,39.671447,36.981375
1877,62.415361,15.847423,52.161400,50.215047
1878,65.684638,17.246192,54.474520,53.508909
1879,57.590862,7.408791,45.672932,45.514941
1880,90.318260,9.205397,56.313079,77.909501
1881,104.363654,9.953696,66.399228,87.108779
1882,116.015577,14.273991,72.978196,96.352941
1883,124.275808,18.105693,77.581096,100.365497
1884,132.589974,23.756497,84.128957,105.671445
1885,124.644150,14.082584,75.374965,96.249176
1886,121.092599,10.023641,71.551361,91.228580
1887,135.636004,25.174025,86.232313,105.214545
1888,125.430188,16.875761,77.308788,94.374711
1889,138.147603,31.446280,91.267748,106.979933
1890,124.750443,23.843883,81.421591,93.161707
1891,156.296933,59.759730,114.878674,125.049975
1892,116.347169,23.042969,77.132073,85.294769
1893,158.457814,68.073126,121.756918,127.624851
1894,114.971813,26.760830,80.671351,84.071872
1895,132.695131,46.518950,100.960824,101.436228
1896,133.655685,49.062499,104.009492,102.622594
1897,136.970909,53.514112,109.250441,105.481614
1898,123.863865,41.711819,98.768323,92.145570
1899,138.152073,57.214862,116.134804,106.205364
1900,167.372143,57.035253,127.737702,139.096615
1901,195.184651,73.529372,157.546944,163.614857
