"Year","Coal","Oil","Gas","Cement","Flaring"
2000,0.001440,198.371359,95.613236,8.695912,7.078257
2001,0.005118,205.004464,103.060992,9.887379,6.558074
2002,0.028309,219.460239,110.028732,11.161823,6.417477
2003,0.028666,216.839184,115.287760,11.545018,7.704408
2004,0.035932,263.196112,126.074576,11.722442,6.853309
2005,0.070347,256.688848,136.747808,11.526808,7.377680
2006,0.038036,283.765808,141.012704,12.390512,7.960536
2007,0.054790,258.465888,142.852032,14.178795,7.980377
2008,0.108299,288.817124,154.409530,18.370362,8.007231
2009,0.067370,326.066688,150.590400,20.184661,7.370579
2010,0.169966,359.644824,168.268066,20.991131,6.888177
2011,0.170004,335.710336,177.099440,22.331954,5.267098
2012,0.192637,386.218576,190.670896,25.373909,3.646019
2013,0.238623,359.381153,192.010698,28.222624,3.758332
2014,0.256942,355.279760,196.522304,29.854065,3.654616
2015,0.259883,390.523776,200.497744,29.669752,4.048100
2016,0.370064,395.726656,212.801456,28.879455,3.883928
2017,0.549600,361.926256,222.859136,23.998174,4.352303
2018,0.479987,376.489180,231.045855,25.134882,4.337221
2019,0.512963,395.296525,233.225903,24.603584,3.948856
2020,0.432352,350.849984,234.954000,25.592905,4.256532
2021,0.531277,420.767865,241.863022,28.688192,3.991556
2022,0.519629,442.617424,246.701595,29.996755,3.496024
2023,0.519629,459.965430,241.156049,29.886763,4.677474
