"Year","BLUE","H&C2023","OSCAR","LUCE"
1850,21.703264,3.960894,58.515912,20.631837
1851,21.901377,4.048427,58.872383,20.797450
1852,21.938090,3.976722,59.057085,20.817895
1853,22.044932,3.975660,59.337637,20.921843
1854,22.047314,3.871602,59.527432,20.935986
1855,22.122976,3.861563,59.814067,21.047152
1856,22.164965,3.808801,60.057210,21.112078
1857,22.187645,3.745194,60.286393,21.165462
1858,22.185190,3.651396,60.479743,21.185724
1859,22.235827,3.610616,60.717280,21.252812
1860,22.237036,3.479151,60.900956,21.284762
1861,22.478640,3.445662,61.203859,21.440702
1862,22.679134,3.439177,61.490787,21.600013
1863,22.732885,3.335632,61.645554,21.646179
1864,22.845663,3.351571,61.901192,21.790761
1865,22.880214,3.298919,62.073033,21.827877
1866,22.925355,3.272575,62.256490,21.874043
1867,22.953275,3.245864,62.424740,21.900791
1868,23.034652,3.289906,62.648831,21.979603
1869,23.087450,3.322588,62.846504,22.028811
1870,23.401931,3.398507,63.121084,22.326474
1871,23.547429,3.462187,63.363750,22.425512
1872,23.634156,3.489154,63.515916,22.478493
1873,23.791891,3.612997,63.768329,22.605158
1874,23.796911,3.623733,63.898658,22.606514
1875,23.900528,3.782127,64.164994,22.733471
1876,23.923795,3.888823,64.366734,22.791289
1877,23.986779,4.044946,64.604271,22.883402
1878,23.974212,4.148857,64.775819,22.907951
1879,24.030051,4.331544,65.012404,22.995411
1880,24.252932,4.507856,65.281671,23.166116
1881,24.233733,4.587768,65.437501,23.156627
1882,24.419131,4.890817,65.758064,23.357157
1883,24.475300,5.085852,65.969331,23.425674
1884,24.532678,5.296752,66.186313,23.492945
1885,24.593977,5.527071,66.410733,23.542776
1886,24.719872,5.837045,66.702717,23.662845
1887,24.768567,6.084585,66.920322,23.703735
1888,24.794141,6.324504,67.117775,23.719783
1889,24.873760,6.635211,67.373082,23.788886
1890,24.920330,6.910011,67.616848,23.919068
1891,25.204106,7.246000,67.920924,23.996672
1892,25.367118,7.544396,68.149777,24.035547
1893,25.562482,7.936004,68.459019,24.160453
1894,25.691199,8.288701,68.717441,24.237067
1895,25.844097,8.694049,69.016643,24.340685
1896,25.961052,9.098005,69.301812,24.435839
1897,26.075406,9.525631,69.598156,24.538614
1898,26.177521,9.966923,69.895930,24.638238
1899,26.213758,10.378317,70.152813,24.691659
1900,26.832864,10.833642,70.537203,25.313477
1901,27.151522,11.407131,71.489147,25.632281
1902,27.339522,11.862127,71.610205,25.830980
1903,27.539723,12.361273,70.535774,26.029166
1904,27.688775,12.837923,72.367444,26.183567
1905,27.907369,13.408884,71.577779,26.400183
1906,28.077159,13.955297,73.470638,26.568030
1907,28.246326,14.528456,70.949183,26.741484
1908,28.402559,15.104547,70.956035,26.897168
1909,28.540508,15.685474,74.900770,27.037572
1910,27.438230,16.069901,73.933841,26.103362
1911,26.950332,16.546477,72.842958,25.632978
1912,26.766180,17.245056,73.996422,25.436990
1913,26.479581,17.811327,76.221532,25.134051
1914,26.252413,18.422152,76.707599,24.868374
1915,26.119996,19.119558,78.523807,24.648351
1916,25.898691,19.721810,75.300036,24.366809
1917,25.733811,20.379058,77.589011,24.146529
1918,25.591794,21.055396,75.585792,23.954096
1919,25.455054,21.743385,75.385774,23.772728
1920,26.370761,22.610397,76.238753,24.439686
1921,26.786588,23.319931,78.991663,24.780182
1922,27.023136,24.009936,80.456200,25.030433
1923,27.284269,24.815356,81.119641,25.285630
1924,27.476043,25.580839,80.329976,25.483340
1925,27.548077,26.418136,84.119028,25.694716
1926,27.602048,27.218867,81.860099,25.854833
1927,27.619305,28.002523,82.699558,25.963434
1928,27.645063,28.805159,81.466109,26.069104
1929,27.586659,29.644398,83.067130,26.131941
1930,14.436270,30.695270,84.186995,20.325124
1931,4.072096,31.653552,79.773268,16.353201
1932,-4.858208,32.513090,80.527539,12.702099
1933,-12.738775,33.332984,75.589859,7.128165
1934,-19.682348,34.217070,72.883848,0.191554
1935,-26.142127,34.687674,73.150551,-7.116917
1936,-31.939711,34.768795,72.059998,-14.015496
1937,-37.224701,34.254992,68.858065,-20.529575
1938,-42.080600,33.056901,68.818091,-26.689089
1939,-46.640228,31.021366,67.235316,-32.596739
1940,-17.641977,27.805583,77.742349,-6.908289
1941,1.544449,24.186137,91.568160,9.319164
1942,16.490748,20.511402,98.412475,23.647273
1943,28.837512,16.705422,104.284878,36.112787
1944,39.479270,14.483939,114.802683,47.452098
1945,48.600395,12.330899,114.658138,57.909923
1946,56.608250,10.428513,123.116482,67.318599
1947,63.796286,8.879191,129.703255,75.888805
1948,70.128044,7.498339,137.890829,83.573568
1949,75.846339,7.585799,136.942586,90.573860
1950,101.382514,9.962929,148.956952,118.380726
1951,120.674609,13.775761,171.168047,138.637626
1952,137.301255,18.550942,181.582857,157.899897
1953,153.122151,44.886455,198.430076,175.878925
1954,167.688749,85.705796,203.382448,193.295712
1955,181.918663,138.075348,232.627323,207.822007
1956,195.118662,195.644739,239.306063,222.137731
1957,208.924101,251.470689,260.462585,236.564145
1958,221.630487,304.445241,274.947586,250.860670
1959,235.122068,345.173715,284.182038,265.151552
1960,187.493219,372.675260,291.522166,214.499390
1961,165.723233,387.793253,324.117990,192.191163
1962,136.168017,384.746344,315.240191,158.772259
1963,114.164451,368.413588,284.739992,134.800392
1964,98.509022,340.190529,258.452111,115.398926
1965,79.558777,305.540044,264.629139,91.879307
1966,69.694043,269.714295,253.837890,75.498076
1967,60.379019,238.465284,251.032401,60.475089
1968,55.756517,211.316327,239.641575,50.645420
1969,47.711875,190.161307,221.511883,37.605574
1970,43.743360,173.507035,249.402911,27.388840
1971,37.991210,157.135293,258.467060,16.869166
1972,32.586480,142.375749,224.407799,8.010090
1973,33.092405,128.154189,232.544590,5.559131
1974,26.520105,114.331493,221.973401,-4.267388
1975,24.180165,101.112330,228.498179,-3.295768
1976,21.860010,88.976906,207.262990,-3.315810
1977,17.250405,78.240543,213.705072,-5.459836
1978,13.154310,69.338379,207.513974,-6.579775
1979,12.629185,62.410194,204.569877,-4.671747
1980,14.232002,57.784468,209.793935,-1.216485
1981,12.370030,54.575720,217.631377,-1.554562
1982,11.617555,53.043984,199.196071,-0.199615
1983,8.947781,51.824569,201.264509,-1.499675
1984,8.733400,50.802459,176.972519,-0.106732
1985,8.201021,49.309306,175.221237,-0.060932
1986,7.795416,44.267276,171.073076,-0.068956
1987,4.592091,36.197755,162.732420,-2.791895
1988,-0.763761,32.942108,163.494605,-7.688648
1989,-3.675395,28.584952,160.217560,-10.400191
1990,-3.019466,25.395990,156.055586,-12.742623
1991,4.517529,21.263218,151.794024,-7.166381
1992,1.082932,17.468376,143.728278,-10.408398
1993,-8.462961,10.378683,135.220323,-28.292199
1994,-4.646831,3.346221,131.285040,-17.518207
1995,-46.152110,-4.173443,131.673608,-115.258265
1996,-43.672242,-12.165726,117.667968,-90.489808
1997,-45.600862,-20.519719,120.505223,-92.699237
1998,-35.940982,-27.902276,112.344982,-76.148399
1999,-73.740565,-33.230392,118.115452,-166.701814
2000,-80.110282,-37.594106,116.497796,-156.404032
2001,-92.166015,-41.909968,108.696151,-178.954450
2002,-79.117082,-43.924618,105.223228,-138.879413
2003,-65.044794,-45.874086,96.719194,-116.239228
2004,-57.382967,-47.228704,96.364409,-102.897394
2005,-51.592271,-46.767846,91.229020,-91.120895
2006,-47.708028,-44.705453,86.313141,-81.592737
2007,-47.799445,-11.818855,84.926940,-78.295100
2008,-39.771511,56.288310,92.254757,-61.196641
2009,-35.652625,48.419137,127.333673,-52.899769
2010,-11.984468,122.577508,142.420523,-7.454078
2011,-12.430083,41.530048,112.954415,-8.053545
2012,-13.784115,39.940055,104.031732,-4.101555
2013,-16.382697,26.739909,99.872140,-5.205225
2014,-4.175018,15.420200,88.005726,18.858974
2015,-12.278687,8.632860,89.053520,10.027525
2016,-12.859687,-5.544035,84.629130,15.503337
2017,-10.386341,-7.673332,82.656396,16.876897
2018,-15.866842,-9.243429,74.961300,8.076225
2019,-8.653855,-10.139644,70.254196,15.503666
2020,-6.458276,-9.896757,67.307607,15.940965
2021,-7.546521,-9.866346,61.921050,13.902938
2022,-7.694693,-9.863854,58.317360,13.546614
2023,-7.531938,-9.863854,55.245132,11.329894
