"Year","Coal","Oil","Gas","Cement","Flaring"
2000,373.460541,330.774395,166.420501,15.252878,2.992522
2001,376.520337,338.870892,173.799374,13.504016,2.969588
2002,375.786114,324.413236,173.609558,12.822649,2.965949
2003,378.305278,313.846582,176.586991,13.507148,3.003048
2004,374.907846,301.208202,174.326962,14.068338,2.928276
2005,361.974655,305.187515,175.903920,13.049804,2.953896
2006,367.652956,313.190991,180.197195,13.340261,3.069155
2007,376.715164,268.923902,173.851474,14.449074,2.988770
2008,353.581363,296.430462,180.994953,13.578516,2.944810
2009,316.279907,282.438301,168.399476,12.559007,2.575372
2010,341.311217,277.153511,184.874774,12.431492,2.581764
2011,339.624479,270.808995,169.398842,13.393265,2.672946
2012,350.039297,271.945092,167.836838,13.288641,2.657292
2013,357.253842,280.395512,170.266744,12.502979,2.688948
2014,344.722478,271.602422,151.986004,12.904592,2.478309
2015,341.117452,278.861363,157.109719,12.625554,2.373663
2016,329.435624,275.703169,169.169455,12.662714,2.343646
2017,312.692317,275.505194,172.045490,13.408148,2.266679
2018,296.870635,269.350605,169.760296,13.227901,2.007153
2019,240.113962,273.110944,172.762184,13.286640,2.037297
2020,198.530195,255.644835,170.963403,13.357491,1.821487
2021,232.149187,241.585235,181.115767,13.640217,1.871650
2022,240.640273,247.440218,160.775692,12.537957,1.835065
2023,188.477456,231.621804,155.461208,10.604401,1.818516
