"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0,3.102065,1.703502,0,0,0
2001,0.000330,3.283868,1.836198,0,0,0
2002,0.000519,3.393319,1.939140,0,0,0
2003,0.000661,3.594375,2.054052,0,0,0
2004,0.000590,3.881966,2.246256,0,0,0
2005,0.001171,4.082402,2.436408,0,0,0
2006,0.000830,4.327416,2.512366,0,0,0
2007,0.002323,4.451119,2.545164,0,0,0
2008,0.002687,4.908729,2.751048,0,0,0.000006
2009,0.000985,5.254517,2.682990,0,0,0.000006
2010,0.002830,5.823142,2.997972,0,0,0.000041
2011,0.002756,6.048146,3.155292,0,0,0.000054
2012,0.003232,6.370587,3.397086,0,0,0.000253
2013,0.004136,6.406814,3.421026,0,0,0.000417
2014,0.005734,7.046604,3.501396,0,0,0.000447
2015,0.003731,7.427486,3.572190,0,0,0.000445
2016,0.003079,7.652505,3.791412,0,0,0.000442
2017,0.004822,7.516050,3.933007,0,0,0.000669
2018,0.004012,7.124862,4.035600,0,0,0.001565
2019,0.004221,6.674929,4.001400,0,0,0.002016
2020,0.003701,6.315566,4.069800,0,0,0.002014
2021,0.004604,6.601836,4.120584,0,0,0.007876
2022,0.004503,7.113829,4.202996,0,0,0.021412
2023,0.004503,7.431259,4.108518,0,0,0.053952
