"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.330105,1.508181,0.763033,0,0.062715,0.006053
2001,0.367480,1.491856,0.884179,0,0.065300,0.007135
2002,0.392191,1.613528,0.960813,0,0.077410,0.008645
2003,0.400580,1.768898,1.023198,0,0.075252,0.014156
2004,0.448822,1.960493,1.071181,0,0.061168,0.021368
2005,0.485144,1.955334,1.154131,0,0.058460,0.022954
2006,0.517746,1.941082,1.188404,0,0.081436,0.026126
2007,0.581862,1.919866,1.266194,0,0.081042,0.034186
2008,0.627514,1.809514,1.329902,0,0.070315,0.045517
2009,0.629622,1.866400,1.372480,0,0.070032,0.053554
2010,0.646145,1.923642,1.555400,0,0.053425,0.067389
2011,0.657068,1.956572,1.595450,0,0.078803,0.077042
2012,0.689622,2.031718,1.750806,0,0.083224,0.098964
2013,0.678727,2.103458,1.759116,0,0.053101,0.131907
2014,0.748334,2.126526,1.798010,0,0.050359,0.162581
2015,0.734665,2.175902,1.834594,0,0.036459,0.177185
2016,0.748909,2.251001,1.820313,0,0.034146,0.205689
2017,0.751884,2.320683,1.803017,0,0.044906,0.237168
2018,0.801611,2.370337,1.800706,0,0.072359,0.277141
2019,0.714430,2.397590,1.833824,0,0.059878,0.321359
2020,0.763860,2.146497,1.686705,0,0.042923,0.312747
2021,0.782187,2.156913,1.692494,0,0.042767,0.318155
2022,0.711644,2.316776,1.595450,0,0.061934,0.310611
2023,0.604973,2.311000,1.698271,0,0.061610,0.331071
