"Year","Coal","Oil","Gas","Cement","Flaring"
2000,128.952481,237.231466,173.423038,7.232124,16.036789
2001,126.479721,241.069063,165.500283,6.982743,15.457197
2002,123.971549,242.085938,171.754729,7.148304,15.817112
2003,123.101501,257.945509,174.245254,7.248136,15.299588
2004,115.514195,266.975256,170.262460,7.519955,15.790152
2005,116.624194,260.960505,169.200361,7.613986,15.450888
2006,114.029846,259.202327,168.452315,7.728498,15.798562
2007,118.820929,265.861017,180.770409,7.731020,15.844965
2008,112.679885,257.097454,181.200056,6.988372,15.094333
2009,93.362393,253.422977,174.223181,5.364043,14.170311
2010,95.843839,257.904535,178.268475,6.005436,14.450592
2011,86.834816,259.433042,193.975936,6.020141,14.619051
2012,81.543756,260.896588,197.213420,6.532305,15.489684
2013,79.249372,260.548973,204.249754,5.973037,16.364697
2014,76.961840,253.107341,211.464899,5.911522,16.510662
2015,73.719399,254.033544,213.612439,6.184772,15.765916
2016,74.001443,252.213989,210.439149,6.114245,13.819613
2017,73.401467,255.802509,216.781430,6.863102,14.540332
2018,61.320373,261.649183,231.730807,6.989642,15.213126
2019,58.777117,263.306133,234.935404,7.195056,15.656901
2020,48.575084,228.175492,224.904674,6.712529,16.157941
2021,45.794538,237.082890,230.941671,7.378741,16.971154
2022,38.198412,246.264608,239.740964,6.751512,17.494760
2023,36.769327,248.852887,237.269158,6.751512,17.494760
