"Year","BLUE","H&C2023","OSCAR","LUCE"
1850,39.030760,23.933101,22.310243,32.083120
1851,40.131645,22.022399,23.308096,33.857009
1852,40.949597,20.582923,24.035510,35.898003
1853,41.228134,19.530952,24.276821,37.412078
1854,41.228061,18.495322,24.452876,38.733207
1855,41.197063,17.702103,24.793262,40.076795
1856,40.556413,16.418604,24.564262,40.740016
1857,40.348811,15.670891,24.800737,41.769270
1858,39.801666,14.741151,24.788096,42.460630
1859,39.912208,14.475438,25.410023,43.706097
1860,38.953926,13.559182,25.256538,44.062421
1861,38.248093,12.699644,25.093857,44.456191
1862,37.748543,12.059470,25.175967,44.977579
1863,37.463631,11.640894,25.440215,45.622552
1864,36.633441,10.757028,25.182819,45.700816
1865,36.237803,10.346770,25.339271,45.870385
1866,35.773501,9.930429,25.435451,45.977118
1867,35.667098,9.929037,25.898251,46.448272
1868,34.697017,9.094964,25.469307,46.025080
1869,34.374695,8.926457,25.669911,46.230373
1870,37.011456,9.051692,27.097735,50.152979
1871,37.458135,8.863509,28.416702,52.304186
1872,37.792548,8.878935,29.135468,54.405930
1873,37.708862,8.630296,29.412064,56.017320
1874,37.750595,8.656566,29.897654,57.702284
1875,37.627558,8.584422,30.248372,59.114426
1876,37.001783,8.185596,30.246576,60.037974
1877,36.653850,8.092750,30.528961,61.122592
1878,36.016057,7.753427,30.543360,61.829157
1879,36.093808,8.178451,31.301002,63.181173
1880,35.624156,8.173358,31.466029,63.672919
1881,35.005123,7.932413,31.333832,64.035655
1882,34.553425,7.926954,31.525422,64.544438
1883,34.195049,8.002616,31.799966,65.068903
1884,33.547547,7.787539,31.772559,65.238802
1885,33.326242,8.020276,32.172815,65.474874
1886,32.824494,8.013828,32.314245,65.452047
1887,33.108930,8.810894,33.250544,66.213829
1888,31.848624,8.103669,32.689255,65.463406
1889,31.621053,8.460323,33.134431,65.708417
1890,29.332372,8.010970,31.417628,61.377899
1891,28.329901,8.162549,29.921250,59.010149
1892,27.983140,8.855888,29.903589,57.393482
1893,27.189518,9.079319,29.556462,55.472630
1894,26.831619,9.735065,29.632270,54.124315
