"Year","Coal","Oil","Gas","Cement","Flaring"
2000,4.408803,16.469098,9.488153,0.530782,0.592752
2001,5.411678,16.585961,10.447597,0.534743,0.612244
2002,5.420526,17.319076,9.863892,0.550921,0.586307
2003,7.739602,18.098775,8.527734,0.534082,0.610739
2004,8.013104,18.481250,7.259141,0.487544,0.862701
2005,8.918768,18.661248,7.570445,0.576644,0.908589
2006,8.795548,18.792123,7.554667,0.544754,0.958246
2007,6.725800,18.997766,8.260856,0.687302,1.020600
2008,8.284482,18.856882,7.811765,0.639092,1.241392
2009,6.316469,18.130918,7.457545,0.586049,1.365980
2010,5.458099,18.207685,8.382277,0.557421,1.505118
2011,5.534238,18.404292,7.625945,0.528527,1.459151
2012,6.852585,18.150987,8.342925,0.568627,1.278077
2013,6.013030,18.538439,8.372880,0.586336,1.091768
2014,5.442057,18.847946,8.601687,0.619461,1.223191
2015,5.469636,19.367642,8.305040,0.620712,1.346918
2016,4.465042,19.486781,7.893897,0.486377,1.151309
2017,4.669295,20.359495,8.517725,0.443775,1.087759
2018,5.249309,20.531356,7.898723,0.417966,0.991416
2019,5.599821,20.909475,8.240161,0.410940,0.911956
2020,5.321950,19.121869,7.846967,0.379157,0.778756
2021,6.174729,19.852983,6.701838,0.369630,0.704009
2022,4.288102,19.306422,6.139929,0.408358,0.861629
2023,3.389950,18.642930,6.222242,0.408358,0.850107
