"Year","BLUE","H&C2023","OSCAR","LUCE"
1850,18.749384,39.196446,36.432911,18.346894
1851,19.758376,39.594247,36.663743,19.019751
1852,19.201339,39.971345,37.169228,18.793938
1853,19.339874,40.330894,37.631808,19.080866
1854,18.812881,40.667689,37.777489,19.041552
1855,18.614219,40.986750,37.956878,19.469287
1856,19.183275,41.284010,38.285905,19.818649
1857,18.544237,41.564343,38.543558,19.397253
1858,18.333630,41.824194,38.855657,17.463100
1859,19.454484,42.062464,39.211212,18.439373
1860,18.901880,42.280398,39.389392,18.343120
1861,18.128922,42.479537,39.576843,17.816823
1862,18.428271,42.658596,39.844131,20.176402
1863,18.538374,42.817797,40.066939,18.795477
1864,18.350484,42.954135,40.150185,18.942147
1865,18.953652,43.077025,40.308690,19.371275
1866,18.892610,43.176576,40.533806,19.259596
1867,17.544917,43.256781,40.687218,17.778974
1868,19.006450,43.315148,40.906362,19.264249
1869,18.388847,43.355086,41.031011,17.430088
1870,26.836638,43.396489,42.450738,26.319208
1871,34.880840,43.394474,44.741690,31.432870
1872,41.616775,43.376484,46.439661,37.021606
1873,40.535308,43.334311,47.446895,35.237311
1874,42.652294,43.275211,48.211278,38.567777
1875,46.532470,43.198597,49.106247,39.766528
1876,43.541437,43.098276,49.625033,38.577193
1877,45.625850,42.978830,50.185039,40.029163
1878,46.902827,42.839928,50.944586,41.345822
1879,45.174665,42.687652,51.473814,39.198901
1880,52.237172,42.539150,52.662855,48.149430
1881,57.660148,42.384749,54.240134,51.380748
1882,58.791701,42.235771,55.384511,50.457164
1883,57.650109,42.093534,56.102032,49.965528
1884,61.756683,41.962436,56.973185,53.464319
1885,61.643649,41.831705,57.750759,55.161557
1886,63.140173,41.701596,58.231146,54.847076
1887,62.859144,41.568043,58.829550,55.154558
1888,60.791476,41.435956,59.114353,53.058347
1889,63.285414,41.296907,59.645047,54.178286
1890,65.331685,41.156869,60.352052,60.362824
1891,68.452314,41.008331,60.826760,61.880417
1892,67.275730,40.855688,61.374492,60.783195
1893,69.110698,40.694876,61.938161,60.789644
1894,65.816029,40.594445,62.235678,57.959497
1895,73.734812,40.590818,62.763660,66.584700
1896,68.596639,40.632771,63.079277,62.622010
1897,70.931339,40.706380,63.179451,63.857255
1898,69.598083,40.755112,63.427138,63.921301
1899,68.019046,40.764675,63.434063,62.517769
1900,72.453292,40.757493,64.002715,65.716954
1901,71.533041,40.683700,63.372178,64.081601
1902,73.065803,40.535345,63.679148,65.893706
