"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.036400,1.165534,0.693000,0,0.150927,0.000859
2001,0.032021,1.100644,0.848925,0,0.152438,0.001903
2002,0.034352,1.095006,0.918225,0,0.147051,0.002243
2003,0.035619,1.122761,1.029105,0,0.135089,0.002996
2004,0.036405,1.182231,1.098405,0,0.133113,0.005239
2005,0.035619,1.251735,1.094940,0,0.130338,0.005269
2006,0.035638,1.214391,1.264725,0,0.130957,0.006208
2007,0.032397,1.311433,1.329174,0,0.144726,0.006755
2008,0.029154,1.388222,1.415106,0,0.152714,0.009421
2009,0.025912,1.453179,1.474011,0,0.138465,0.010450
2010,0.019427,1.496139,1.563061,0,0.129442,0.014332
2011,0.018455,1.505598,1.719333,0,0.129006,0.017274
2012,0.016351,1.541609,1.822937,0,0.128594,0.018167
2013,0.016154,1.559976,1.782050,0,0.129870,0.015718
2014,0.016287,1.639037,1.663875,0,0.132511,0.011388
2015,0.033549,1.672333,1.656676,0,0.132657,0.018774
2016,0.051012,1.728641,1.776748,0,0.127189,0.025349
2017,0.050226,1.642376,2.013580,0,0.122517,0.025984
2018,0.091400,1.463202,2.145430,0,0.123091,0.033721
2019,0.082587,1.381010,2.125392,0,0.133607,0.061385
2020,0.031440,1.197648,2.099085,0,0.140907,0.091567
2021,0.050810,1.294440,2.236494,0,0.131220,0.098511
2022,0.044077,1.530824,2.181271,0,0.124709,0.102304
2023,0.050126,1.493852,2.161598,0,0.129283,0.102691
