"Year","BLUE","H&C2023","OSCAR","LUCE"
1850,89.678195,61.105554,67.859991,96.936616
1851,167.562781,66.590635,89.030547,176.750664
1852,187.896149,62.531473,94.326676,189.003666
1853,210.963007,69.756588,107.113889,210.379735
1854,248.556563,76.893767,119.910043,246.093586
1855,245.129258,69.051597,116.892519,236.136116
1856,261.311863,75.239580,126.504766,251.249823
1857,246.424665,69.069954,122.795003,237.580209
1858,262.831727,76.889370,132.922152,259.844834
1859,275.450836,83.163200,142.200793,270.082673
1860,278.151388,88.412137,149.088893,277.137669
1861,265.497470,81.937995,142.894754,262.154547
1862,275.966801,86.197725,147.887540,276.643505
1863,270.006206,88.845954,151.077785,264.379877
1864,239.202994,80.812415,141.876675,233.813983
1865,246.094942,78.671796,139.568245,245.234598
1866,257.978466,87.648926,149.648935,257.828499
1867,256.349342,86.956430,148.911189,251.885857
1868,254.747478,86.621906,148.210595,252.674936
1869,265.221022,92.195290,153.935302,265.644140
1870,238.365734,78.474123,138.964638,231.768775
1871,240.598245,89.055059,147.222671,236.471665
1872,234.457491,90.550191,146.868216,226.264018
1873,246.900838,98.818007,154.034010,243.781052
1874,240.528373,100.729369,154.671840,240.733997
1875,237.583799,100.233483,152.267376,234.653845
1876,222.915818,97.009456,147.048008,220.467350
1877,228.532877,98.515324,146.883201,225.245866
1878,227.446940,95.790737,143.188314,224.085477
1879,235.800421,103.201909,149.964516,233.860443
1880,211.525028,101.123835,145.725780,209.258918
1881,216.021856,106.576197,149.040272,214.806397
1882,209.541119,105.281120,147.114473,206.700713
1883,205.219248,104.594413,145.963831,202.880956
1884,200.209460,102.268872,143.101001,201.065261
1885,199.394770,96.165967,136.858131,200.511044
1886,208.024699,105.293577,145.699803,208.262310
1887,213.392532,106.998143,147.030971,217.758188
1888,198.744337,107.032621,145.967238,194.249598
1889,209.961160,113.681426,150.896161,209.486415
1890,290.882798,130.995475,176.504590,293.545244
1891,354.580192,130.052471,189.961252,363.795775
1892,385.761712,131.636381,200.410907,379.093378
1893,401.097970,123.516701,197.710246,398.180803
1894,432.041366,142.569354,221.007937,424.200443
1895,427.845427,133.327904,215.232410,416.640328
1896,416.509120,134.264898,218.007121,407.100555
1897,438.822624,148.411896,233.665335,432.157039
1898,439.211704,144.973085,232.434853,434.158792
1899,449.575035,154.562836,243.380247,451.681322
1900,396.578719,120.625145,209.189778,387.363356
1901,431.049998,147.479811,235.682220,431.380124
1902,418.851919,145.893812,231.862024,411.379227
1903,429.741950,148.034504,237.558005,420.750274
1904,432.157845,158.039532,247.159150,423.782637
1905,420.356833,157.054905,243.026452,413.291469
1906,424.407495,166.592773,253.443533,411.413889
1907,419.323476,171.104257,254.048350,405.440763
1908,412.418118,163.424879,246.081495,403.308425
1909,428.963789,187.619993,270.724643,415.860922
1910,405.368619,168.923444,250.915007,396.569926
1911,421.893478,195.041901,265.966023,408.600926
1912,405.080408,183.011817,254.330038,397.423894
1913,390.708185,185.899782,253.736690,379.344729
1914,413.574403,205.517497,264.718174,403.809147
1915,415.286334,203.795454,265.594163,407.679650
1916,395.074830,200.829006,264.561392,384.659910
1917,397.048994,214.198319,276.997337,386.021270
1918,392.602546,215.851919,269.742801,379.844205
1919,382.985023,212.321435,265.018805,372.198830
1920,379.178530,209.489896,264.060963,363.086462
1921,394.678496,220.402827,277.584860,382.483238
1922,379.498287,210.638230,265.536858,365.841900
1923,399.025868,225.604132,279.056396,385.882074
1924,393.393128,228.109795,287.841568,378.205664
1925,378.267769,212.827690,267.578916,364.659856
1926,392.931610,218.735341,274.630284,379.548008
1927,389.253394,222.007842,280.091842,371.011767
1928,387.239110,224.675491,281.919738,368.662703
1929,400.298229,220.109487,276.600490,381.805361
1930,402.334936,228.275627,285.325829,384.136581
1931,395.726363,218.885711,281.845359,376.280489
1932,417.976736,231.835460,295.873936,397.117584
1933,416.530848,237.561486,301.870145,393.088723
1934,411.003594,234.387143,297.116838,385.494643
1935,399.680075,223.711053,283.624891,371.412352
1936,408.085511,239.268836,302.111419,380.399411
1937,428.007339,243.430517,305.327166,403.233313
1938,419.647813,241.289789,301.993329,391.289918
1939,428.590941,248.774388,305.993354,404.824295
