"Year","BLUE","H&C2023","OSCAR","LUCE"
1850,10.057424,22.914693,23.928741,16.527608
1851,10.555801,24.198778,18.023363,15.882268
1852,11.531084,25.564278,18.034868,15.920483
1853,9.922222,24.175695,16.467225,13.744214
1854,9.770935,24.290928,16.611587,13.082239
1855,9.886241,24.925093,17.093403,12.310564
1856,6.562774,22.204206,14.147144,8.179330
1857,8.963610,25.286803,16.909690,9.844105
1858,8.868639,26.178730,17.163642,9.077340
1859,8.709768,27.202599,17.345889,8.304126
1860,8.686611,27.936461,17.621312,8.009138
1861,8.300682,28.693993,17.847271,7.282163
1862,8.550787,30.434796,18.400278,7.243288
1863,9.934716,33.490755,20.041933,8.351502
1864,10.995334,35.765073,21.378890,9.173667
1865,8.450540,33.794611,19.160375,6.781111
1866,8.711233,34.931843,19.771091,7.179864
1867,8.531624,36.085270,19.952935,7.125527
1868,10.086369,39.181680,21.881152,8.794223
1869,6.878720,37.519140,19.032758,5.690192
1870,10.200356,41.861530,22.720537,9.296044
1871,9.404975,41.937778,22.454164,8.664481
1872,8.339191,41.507477,21.585870,7.752877
1873,10.042438,43.622155,23.392039,9.577256
1874,8.844896,42.644014,22.249493,8.492639
1875,8.900076,42.766464,22.330138,8.628024
1876,9.538968,43.205705,22.957488,9.342211
1877,11.209092,44.313479,24.556311,11.082940
1878,11.125076,43.399677,24.345558,11.064950
1879,12.712321,44.204475,25.782322,12.714007
1880,11.858609,40.786659,25.501330,13.008263
1881,13.278996,41.230662,29.192627,14.722721
1882,16.333599,43.594932,32.386792,18.053847
1883,16.367381,42.305423,32.226712,18.166259
1884,17.926633,42.594330,33.570557,19.802235
1885,16.120061,39.704496,31.571259,18.046556
1886,17.639998,40.393658,32.941888,19.613099
1887,20.295885,42.439013,35.495733,22.311195
1888,19.039500,40.750129,34.179771,21.092842
1889,18.983587,40.365225,34.099895,21.071188
1890,22.111984,41.378321,36.543087,18.830285
1891,20.645394,38.792234,35.568207,16.985278
1892,24.190571,41.643961,38.948686,20.242831
1893,25.784667,42.790244,40.323529,21.521090
1894,25.213560,41.897913,39.565960,20.671628
1895,26.144765,42.495951,40.354160,21.206719
1896,25.630999,41.655283,39.738608,20.339780
1897,27.636929,43.415286,41.684339,22.029763
1898,27.331791,42.915406,41.358096,21.441508
1899,27.325746,42.723119,41.362749,21.181254
1900,24.088272,41.828114,39.026949,22.115428
1901,23.240532,42.028095,37.200812,21.462503
1902,22.109968,41.587389,36.043464,20.424455
1903,23.387019,43.356845,38.191264,21.857189
1904,22.067539,42.371192,37.516319,20.654884
1905,20.564786,41.058931,36.417449,19.173126
1906,21.540986,42.073932,37.652510,20.154308
1907,20.207839,40.624637,37.286586,18.812918
1908,20.644881,40.809632,37.781922,19.230614
1909,20.444607,40.255159,38.303090,19.001651
1910,21.813404,40.141758,40.531131,20.971637
1911,22.517588,39.916935,42.456966,21.950951
1912,21.706745,38.207239,41.648175,21.383580
