"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.616179,4.115456,1.497469,4.240902,0.706445,0.048023
2001,0.518529,4.112445,1.572062,4.273383,0.785461,0.053087
2002,0.556516,4.006128,1.569394,4.403959,0.634640,0.057474
2003,0.589731,4.021072,1.646166,4.418909,0.615391,0.059682
2004,0.567724,4.056123,1.680931,4.462149,0.617820,0.063720
2005,0.585799,3.975909,1.717653,4.466431,0.530671,0.078222
2006,0.541352,3.966658,1.658900,4.425189,0.576737,0.095316
2007,0.559999,3.871832,1.611393,4.295346,0.586376,0.147897
2008,0.530769,3.792048,1.669912,4.265920,0.643937,0.202855
2009,0.462972,3.638518,1.610319,3.952949,0.573004,0.234316
2010,0.497326,3.526849,1.784320,4.108815,0.626644,0.260478
2011,0.445500,3.470261,1.548685,4.215910,0.445398,0.303544
2012,0.495178,3.352243,1.599995,4.029506,0.580228,0.361351
2013,0.525977,3.309282,1.625154,3.989025,0.695070,0.382417
2014,0.385948,3.201933,1.364701,4.084877,0.612753,0.418425
2015,0.368207,3.249561,1.467064,4.069389,0.528913,0.477049
2016,0.358250,3.196794,1.603078,3.728731,0.577502,0.491274
2017,0.392566,3.245497,1.611565,3.662334,0.469111,0.536635
2018,0.360737,3.166745,1.542182,3.774199,0.608773,0.587606
2019,0.285923,3.140631,1.571833,3.633434,0.531675,0.662928
2020,0.201536,2.622199,1.460982,3.210197,0.583387,0.709897
2021,0.270153,2.815610,1.549490,3.429210,0.552514,0.720073
2022,0.231908,2.799606,1.381384,2.654485,0.415506,0.791927
2023,0.177777,2.764375,1.219110,3.034940,0.519223,0.948454
