"Year","BLUE","H&C2023","OSCAR","LUCE"
1850,8.363776,4.183225,3.590757,5.471121
1851,8.716436,4.054619,3.669313,5.640508
1852,9.024212,3.960674,3.778647,5.840160
1853,9.264754,3.871712,3.849545,5.994304
1854,9.562674,3.857972,3.992624,6.218211
1855,9.626647,3.629668,3.913445,6.207366
1856,9.845278,3.575111,3.998267,6.361107
1857,9.976999,3.452331,4.005485,6.435743
1858,10.018548,3.257296,3.930996,6.426839
1859,10.271511,3.283860,4.075650,6.634441
1860,10.438333,3.537775,4.431352,6.940862
1861,9.879133,2.873419,3.856580,6.419731
1862,10.419610,3.281552,4.355946,6.963432
1863,10.442437,3.176175,4.338506,6.984756
1864,10.341347,2.957214,4.199200,6.878867
1865,10.208783,2.720190,4.029924,6.728826
1866,10.271035,2.690732,4.057111,6.773087
1867,10.557303,2.896465,4.310000,7.041292
1868,10.431738,2.701211,4.152704,6.897663
1869,10.339442,2.545198,4.030290,6.787890
1870,10.313391,2.654128,4.158237,6.883520
1871,10.352852,2.703482,4.219059,6.972629
1872,10.379892,2.721509,4.252951,7.025830
1873,10.426498,2.756720,4.303075,7.091306
1874,10.527185,2.845939,4.405850,7.207051
1875,10.438003,2.745545,4.317877,7.133368
1876,10.449875,2.746937,4.330262,7.157844
1877,10.432837,2.720960,4.313371,7.150846
1878,10.297122,2.579676,4.177620,7.023082
1879,10.402756,2.683037,4.283143,7.134797
1880,10.856835,3.078896,4.681200,7.626579
1881,10.207611,2.408897,4.009442,6.974204
1882,10.837782,3.028516,4.621293,7.605438
1883,10.805099,2.990557,4.573222,7.575467
1884,10.652604,2.837695,4.407902,7.424327
1885,10.436648,2.625512,4.180477,7.209286
1886,10.484902,2.680876,4.218949,7.257798
1887,10.758383,2.963920,4.484919,7.530839
1888,10.592184,2.808676,4.314433,7.363761
1889,10.428184,2.663105,4.149370,7.198331
1890,11.015083,2.898334,4.380459,7.531608
1891,11.311464,3.094358,4.571866,7.731260
1892,11.499684,3.233114,4.680357,7.864886
1893,11.711097,3.413602,4.820725,8.032038
1894,11.956548,3.642236,5.002056,8.238944
1895,12.005865,3.686753,4.993043,8.250925
1896,12.123223,3.818328,5.056980,8.334318
1897,12.212881,3.946861,5.100764,8.393894
1898,12.109630,3.898313,4.958491,8.262137
1899,12.371862,4.221881,5.188407,8.499601
1900,13.408152,4.880668,5.794250,9.280069
1901,13.064835,4.438386,5.287958,8.821410
1902,13.295044,4.636536,5.486950,8.983395
1903,13.445744,4.772287,5.485704,9.079245
1904,13.678481,4.981171,5.615996,9.264204
1905,13.921075,5.165397,5.784540,9.457700
1906,13.958594,5.095122,5.697850,9.450299
1907,14.081705,5.055074,5.794286,9.533875
1908,14.162203,4.921888,5.752150,9.577916
1909,14.001280,4.524564,5.579832,9.385080
1910,15.556684,4.637525,5.794946,10.381431
1911,16.766061,5.223545,6.611871,11.308606
1912,16.154723,4.138085,5.787398,10.549865
1913,17.503148,5.056870,6.752459,11.782764
1914,17.705401,4.854800,6.707721,11.887152
1915,17.794546,4.563695,6.690208,11.878725
1916,17.668614,4.073305,6.335459,11.666726
1917,18.038348,4.084078,6.516827,11.960102
1918,18.645730,4.334256,6.894732,12.499919
1919,18.595753,3.928541,6.745314,12.388607
1920,16.799623,3.446029,6.254595,11.307580
1921,17.436939,4.334475,7.126773,12.239372
1922,16.139957,3.097069,6.169443,11.063265
1923,16.055025,3.026611,6.275406,11.061469
1924,15.584971,2.555896,5.917067,10.659272
1925,16.580956,3.547228,6.970687,11.680759
1926,15.837200,2.794093,6.351947,10.958877
1927,15.054094,1.997136,5.769774,10.190537
1928,15.880582,2.808529,6.624732,11.029043
1929,15.842000,2.757563,6.661152,11.001966
1930,14.723124,2.669957,6.427169,10.458632
1931,13.812804,2.121273,5.898820,9.829266
1932,14.750275,3.295658,6.958522,10.929162
1933,14.577371,3.321013,6.961673,10.884791
1934,14.274358,3.192150,6.790931,10.691589
1935,13.327140,2.398491,6.117158,9.872282
1936,13.114885,2.324002,6.023506,9.773024
1937,12.823194,2.156997,5.862547,9.580884
1938,13.802215,3.248063,6.893303,10.647584
1939,13.439332,2.984438,6.686287,10.363477
1940,11.708972,2.532080,6.329084,9.124789
1941,10.887869,2.316491,5.950922,8.654148
1942,9.952084,1.845080,5.470938,7.954947
1943,10.461233,2.759945,6.089092,8.670343
1944,9.448613,2.114971,5.488672,7.839824
1945,8.557528,1.560901,4.884515,7.132086
1946,7.434916,0.745807,4.141456,6.175599
1947,8.229271,1.820752,5.157446,7.121570
1948,7.716860,1.567826,4.801012,6.753998
1949,7.491341,1.585413,4.734218,6.663204
1950,8.351245,0.356068,3.862699,6.834056
1951,8.731422,0.318585,3.993027,7.006008
1952,8.961521,0.497351,4.256799,7.299824
1953,8.983139,0.586606,4.068616,7.456387
1954,7.987703,-0.283813,3.353110,6.596702
1955,8.363007,0.163634,3.678290,7.109845
1956,7.840740,-0.283300,3.262352,6.720069
1957,7.849607,-0.249702,3.141880,6.839589
1958,7.104899,-1.052887,2.476351,6.148888
1959,8.246455,-0.233104,3.159870,7.210239
1960,20.050104,-1.105832,3.817412,7.679854
1961,8.814521,-1.208314,3.868818,4.897156
1962,5.480025,-1.589956,2.682708,4.092102
1963,4.414607,-1.729445,2.303337,3.620179
1964,3.585407,-1.611794,2.293884,3.299505
1965,2.980151,-2.071149,2.124094,2.768445
1966,2.718065,-2.300149,2.018534,2.609501
1967,2.767419,-2.321657,1.824489,2.927646
1968,2.044915,-2.380574,1.823866,2.433299
1969,1.733548,-2.165351,2.008532,2.256768
1970,1.119059,-2.275197,1.931991,1.988929
1971,1.972588,-2.093097,1.783525,2.492399
1972,4.088145,-2.272376,2.010803,2.619137
1973,1.509128,-2.133217,2.075986,1.998859
1974,1.781657,-2.065983,1.520633,2.189863
1975,1.582848,-1.892016,1.206885,2.178578
1976,1.187209,-1.656751,1.480256,1.684158
1977,0.935383,-1.829912,1.236234,1.763337
1978,0.885442,-1.989735,1.054389,1.648104
1979,0.400548,-2.036524,1.118216,1.357146
1980,0.193936,-2.099655,0.915670,1.324463
1981,0.039132,-2.041874,0.898230,1.244038
1982,-0.360464,-1.886960,1.128109,1.293319
1983,0.840045,-1.921915,1.251732,2.192464
1984,-0.213465,-1.983067,1.138295,1.451200
1985,-0.722284,-2.219834,1.020241,1.138844
1986,-0.969018,-2.149192,0.799924,1.037718
1987,-1.486485,-2.441616,0.621414,0.398020
1988,-1.559472,-2.361338,0.344892,0.403883
1989,0.332325,-2.195469,0.413812,1.587135
1990,-1.033798,-2.474189,0.289822,0.701473
1991,-1.387264,-2.511709,0.211120,0.569276
1992,-0.295612,-2.487270,0.269560,1.629674
1993,-4.004715,-2.683990,0.854665,-3.732590
1994,-1.632715,-2.713998,1.525470,-2.327703
1995,-2.557619,-2.755951,1.646382,-2.148313
1996,-2.232145,-2.867703,1.216924,-0.379077
1997,-2.180813,-2.826373,0.791351,-0.399596
1998,-3.859291,-3.179033,0.722028,-2.534938
1999,-3.395356,-3.214500,0.667654,-1.984459
2000,-0.443307,-3.043465,1.590726,-0.794465
2001,-2.366504,-2.947285,1.911216,-1.826357
2002,-2.634269,-2.939810,1.113600,-1.549506
2003,-2.315685,-1.957968,1.022183,-1.051495
2004,3.293680,-1.464171,2.038356,1.619964
2005,1.795983,-1.428264,2.478623,1.177683
2006,-0.206906,-0.388421,1.714349,0.486176
2007,2.450227,-0.120399,1.206189,3.758751
2008,1.540895,0.896654,1.076996,4.088438
2009,1.284159,1.487474,0.798679,3.673526
2010,7.396883,1.957492,1.780484,6.816872
2011,1.535069,1.676463,1.242389,3.324494
2012,2.246545,1.780044,0.911676,4.054363
2013,4.249434,1.223520,1.483810,5.149056
2014,1.295737,0.978801,1.585889,2.654312
2015,1.604942,0.229147,1.759123,4.365656
2016,1.870802,0.074196,1.633668,4.296150
2017,2.581105,-0.266006,1.832733,5.057712
2018,1.731020,0.159091,1.342636,4.706958
2019,1.242646,0.401904,1.437973,4.016110
2020,1.100702,0.610789,1.361249,3.862699
2021,1.126827,0.609653,1.672140,4.028238
2022,1.127120,0.605183,1.452483,3.706539
2023,1.139248,0.605183,1.691412,3.939533
