"Year","Coal","Oil","Gas","Cement","Flaring"
2000,228.826770,52.567424,21.838640,6.114182,3.382787
2001,226.152070,52.416747,22.635631,4.956938,2.871117
2002,219.897194,51.674522,22.423056,4.670148,3.012316
2003,226.405784,54.949186,24.833860,4.565827,3.564540
2004,226.423710,58.177850,26.564997,5.070056,2.713700
2005,222.637677,59.786515,27.404227,5.057142,3.387098
2006,232.308065,62.282604,27.634038,5.983742,3.975612
2007,227.707322,65.200882,27.914058,7.050407,3.610941
2008,220.472084,66.310087,28.134682,6.692993,3.575500
2009,209.073544,67.101191,27.273662,5.757238,2.872266
2010,220.927198,70.167921,29.134974,6.221494,3.488797
2011,218.378981,69.794275,29.325177,7.379394,4.021527
2012,214.039885,66.490598,30.558766,6.384301,4.211888
2013,214.314382,61.851032,30.808305,5.874228,4.801655
2014,202.997324,61.561899,29.467841,6.456416,4.702019
2015,201.647484,65.001546,30.634032,6.341808,4.746858
2016,202.098996,73.151477,32.419853,6.529685,4.553509
2017,203.503982,82.713731,34.130290,6.996488,4.663026
2018,198.673252,85.784504,34.284135,7.655328,4.835440
2019,177.752981,87.576596,35.491434,7.692452,4.343708
2020,164.196185,84.481952,36.765103,7.690636,4.225053
2021,184.113781,89.919901,39.734084,7.365518,4.283107
2022,172.221629,91.223313,34.305237,7.662610,4.055685
2023,145.356772,91.435526,36.108716,6.751021,4.055685
