"Year","BLUE","H&C2023","OSCAR","LUCE"
1850,8.535398,26.443051,23.170916,1.696835
1851,5.716793,24.782856,22.115977,0.628120
1852,2.573887,22.676972,20.573323,-0.909698
1853,1.584680,22.882486,21.075988,-0.408353
1854,1.085936,23.509506,21.973594,0.481230
1855,-1.374879,22.113706,20.816283,-0.716165
1856,-4.382254,20.119500,19.026859,-2.543988
1857,-5.955612,19.511386,18.595350,-3.015985
1858,-7.520104,18.870736,18.104887,-3.552248
1859,-9.312899,17.947115,17.324674,-4.385368
1860,1.397853,18.989999,20.659501,-3.793303
1861,7.941940,18.331688,22.860319,-4.164063
1862,16.220345,20.148959,25.675004,-1.804960
1863,23.756607,21.766285,27.865599,0.320490
1864,29.683236,22.244657,28.765514,1.260526
1865,34.197614,21.744558,28.608952,1.178049
1866,39.607693,22.846322,30.004606,2.651014
1867,43.305549,24.384506,31.803447,4.520240
1868,45.105819,25.422004,33.074122,5.868482
1869,44.601322,24.151000,32.021565,4.925625
1870,44.418379,27.317025,34.053839,9.080125
1871,41.276059,25.788588,31.061597,7.624491
1872,38.112012,23.798559,28.766467,5.747753
1873,39.101548,25.730147,30.635107,7.838762
1874,40.860159,28.273586,33.181990,10.553236
1875,38.942677,27.018299,31.948285,9.426776
1876,35.804315,24.448773,29.403087,7.004066
1877,35.659220,24.770802,29.746844,7.488190
1878,34.901945,24.394839,29.386782,7.284252
1879,33.826158,23.637636,28.640022,6.705596
1880,37.458135,27.581420,32.772978,8.988891
1881,32.698232,23.108811,28.541571,4.689370
1882,34.504328,25.149586,30.681383,6.905138
1883,35.442055,26.285719,31.880867,8.217436
1884,34.946023,25.964863,31.606470,8.070546
1885,32.865347,24.034668,29.711742,6.344399
1886,33.427405,24.720898,30.430839,7.226874
1887,34.227549,25.634883,31.389415,8.325341
1888,34.549138,26.060750,31.882040,8.918689
1889,32.196374,23.848720,29.708811,6.816359
1890,34.790669,26.465475,31.995660,11.841169
1891,33.820992,25.515070,30.590883,11.070043
1892,32.153615,23.891515,28.712423,9.593634
1893,34.626559,26.476833,31.044962,12.297960
1894,36.944405,28.924312,33.208920,14.835389
1895,35.836192,27.968851,31.929195,13.946686
1896,33.416083,25.793974,29.381982,11.790605
1897,33.956376,26.652742,29.838407,12.612697
1898,33.468405,26.500027,29.294046,12.396155
1899,32.904186,26.277842,28.709235,12.104464
1900,37.068028,30.706189,32.550133,16.628917
1901,35.630458,29.522790,30.675155,15.411956
1902,34.516272,28.674061,29.622780,14.521861
1903,32.788220,27.203112,27.966579,13.044426
1904,35.440333,30.022193,30.067334,15.945728
1905,37.545924,32.137457,31.870864,18.272844
1906,36.217064,30.641885,30.477848,17.181156
1907,33.798018,27.813607,28.305499,15.037899
1908,34.312297,27.858601,28.164435,15.828224
1909,33.821212,26.650507,28.440408,15.593837
1910,33.099330,25.952478,27.100263,11.161680
1911,36.214683,29.185079,29.463873,14.617858
1912,31.272900,24.315293,25.549768,9.966007
1913,32.638326,25.695119,26.534432,11.594362
1914,32.976586,25.993295,27.037096,12.160376
1915,32.331246,25.255292,27.390049,11.690945
1916,30.282630,23.063231,24.870060,9.858761
1917,29.553238,23.075542,24.706132,10.136932
1918,27.204321,23.160950,23.319491,10.326618
1919,23.640824,22.885637,22.992919,10.409058
1920,17.149645,20.288008,18.585493,11.930021
1921,18.826878,23.980294,20.967973,18.171425
1922,14.522630,20.935143,19.542640,17.061379
1923,11.742424,18.917928,17.637653,16.619098
1924,9.520904,17.081458,16.050262,16.091116
1925,9.842530,17.497359,16.972747,17.683453
1926,9.591399,17.078673,16.616130,18.320586
1927,8.106160,15.225935,15.866256,17.407151
1928,9.057078,15.637183,16.634890,18.743045
1929,10.354830,16.264862,17.997202,20.276100
1930,8.605417,13.798587,15.912715,18.227850
1931,8.194646,12.565102,15.369601,17.593612
1932,9.444436,12.907979,15.947597,18.639171
1933,11.564793,14.059134,17.385094,20.506492
1934,11.465572,12.946964,16.830218,20.144049
1935,11.041208,11.489278,16.380901,19.293048
1936,10.744717,10.126856,15.658031,18.618616
1937,11.724837,10.021187,16.170331,19.248201
1938,13.563285,10.758347,17.207646,20.741721
1939,12.838839,8.946169,16.145636,19.656591
1940,15.039657,8.549688,17.055810,21.374933
1941,16.475652,8.177315,17.733210,22.114145
1942,17.497542,7.570410,17.856980,22.568078
1943,19.241423,7.761781,18.217994,23.670503
1944,20.113272,7.140953,18.562887,24.059253
1945,20.486413,6.060073,17.744312,23.984288
1946,20.493448,4.658007,17.584672,23.569596
1947,22.028151,4.822923,18.366056,24.647875
1948,22.794587,4.261012,18.247306,24.978477
1949,24.153821,4.354224,18.663317,25.933206
1950,19.847632,2.320118,17.237105,21.373065
1951,19.047927,1.323510,16.102987,20.781219
1952,20.201134,1.759160,16.801235,21.747086
1953,20.828704,1.523308,16.418274,22.015547
1954,20.296765,0.071301,16.011130,21.170702
1955,22.212377,1.029731,17.228275,22.694633
1956,22.539316,0.399339,17.167965,22.670744
1957,23.800062,0.720636,17.269788,23.447475
1958,23.287798,-0.574515,16.312311,22.408694
1959,31.669821,1.950237,19.628634,29.044894
1960,23.146514,1.080880,18.961456,22.081536
1961,22.761831,2.905699,53.620478,24.816125
1962,21.450851,3.901977,62.100586,24.594124
1963,20.515689,3.326436,31.917837,25.356382
1964,18.522949,2.542230,24.297926,23.023294
1965,16.773389,1.816501,20.123311,21.290185
1966,16.549885,1.113819,17.418912,20.549727
1967,14.265528,0.987814,16.204150,19.031072
1968,12.503034,-0.575724,14.586091,15.943090
1969,4.328283,-1.406280,13.977574,12.512230
1970,5.637430,-1.853837,13.572995,14.352548
1971,4.843002,-2.547469,12.169829,13.833102
1972,4.182383,-3.018476,11.987582,12.950884
1973,3.796087,-3.421370,10.918793,12.843969
1974,3.419831,-4.424830,10.662973,7.456790
1975,3.636850,-4.560068,10.239891,11.233751
1976,3.640001,-5.008835,10.202445,12.095890
1977,3.498094,-6.496016,9.399369,11.524269
1978,3.691224,-6.876705,9.344446,8.423243
1979,6.072860,-7.419893,9.724109,13.386937
1980,2.768518,-7.351999,9.460888,10.748674
1981,2.526731,-7.245743,8.970754,10.958181
1982,1.873550,-5.792051,8.575152,10.446577
1983,3.171852,-4.694866,8.702806,12.007075
1984,5.204822,-3.975696,9.651452,14.797797
1985,2.830330,-5.789999,9.038978,11.197147
1986,3.013787,-5.509887,9.508483,11.414093
1987,21.842460,-5.511645,11.906461,12.025431
1988,8.394224,-5.668574,12.423232,8.779091
1989,5.492373,-5.169941,10.222707,9.643392
1990,4.202168,-4.393392,9.114566,8.130819
1991,2.816297,-6.600843,8.220514,7.195620
1992,-9.168354,-8.673531,7.523438,-6.558707
1993,-7.851183,-10.617979,7.206135,-4.755616
1994,-3.735045,-11.902651,7.753244,-1.279249
1995,7.501710,-12.267658,9.736237,8.898500
1996,13.569954,-11.947901,13.350150,17.166133
1997,6.460182,-12.133043,12.594450,3.962250
1998,-4.812261,-12.572137,9.372732,-0.654134
1999,-5.498968,-12.799378,7.993785,-3.240698
2000,0.798056,-14.067122,10.560124,-1.824819
2001,0.050087,-15.188599,11.140942,4.343122
2002,1.924663,-16.264936,10.862697,1.667853
2003,4.476748,-14.912370,10.444598,9.530284
2004,6.693359,-3.504616,14.353500,6.991425
2005,43.692211,-3.011588,22.332886,29.779636
2006,22.278549,5.081748,26.969825,21.011794
2007,18.254048,2.667942,17.750944,18.127567
2008,11.244156,3.663780,15.866073,15.296760
2009,7.641455,0.607601,14.621339,11.959479
2010,6.867802,-0.208848,13.368617,17.466361
2011,10.682612,1.010055,11.859122,19.571109
2012,17.036024,0.443271,13.683135,18.481033
2013,15.913192,0.081451,14.199136,15.005692
2014,12.032210,0.275460,15.169107,12.943849
2015,19.913950,1.360480,17.077941,14.674137
2016,19.141102,-0.207163,16.426555,16.237309
2017,13.583364,-0.438581,14.384461,14.112116
2018,18.842780,2.882982,14.674430,13.868643
2019,11.504081,4.291533,15.153241,13.380159
2020,9.097492,4.543653,14.102260,10.935391
2021,9.848539,4.524454,14.304622,11.316814
2022,9.763058,4.515917,14.335144,11.174101
2023,9.528305,4.503056,15.242167,10.756222
