"Year","BLUE","H&C2023","OSCAR","LUCE"
1850,11.713735,19.088487,13.756122,11.412664
1851,-6.680058,-1.586146,-6.166256,-7.345954
1852,17.655753,20.611063,16.454291,16.260942
1853,31.027595,32.383421,28.577991,29.662205
1854,13.427974,15.857865,12.209547,11.373935
1855,24.319544,26.316973,22.724348,22.280418
1856,11.392219,12.997967,9.546735,9.649071
1857,30.879349,32.837208,29.489191,29.219594
1858,-4.460297,-2.904270,-6.169773,-6.030468
1859,8.220550,9.746130,6.552588,6.418302
1860,26.103618,28.261934,25.076856,24.659050
1861,13.894584,16.448649,13.240560,12.473685
1862,32.365504,34.839877,31.635672,31.164665
1863,25.804892,28.135636,24.967888,24.292796
1864,16.246506,19.837116,16.608252,14.746464
1865,17.242528,20.306951,17.051890,15.914218
1866,8.244513,9.790135,6.675148,6.645763
1867,19.489329,23.043372,19.864010,18.043991
1868,15.549283,18.606158,15.313871,13.939578
1869,16.624484,20.573910,17.237911,15.091430
1870,-0.471410,3.660739,0.241824,-1.676280
1871,28.911415,33.721990,30.236574,27.769419
1872,29.525245,33.134651,29.668361,28.495661
1873,0.231052,4.379030,0.914241,-0.938497
1874,15.030094,19.850123,16.262444,14.097790
1875,29.835366,34.977167,31.287665,28.883202
1876,53.723363,58.926463,55.175407,52.121646
1877,-3.446358,1.755972,-2.032860,-4.667643
1878,1.563465,7.895334,3.987531,0.258715
1879,22.700532,27.411044,23.497305,21.738072
1880,17.446392,12.328297,9.928414,15.979034
1881,42.791123,29.821589,29.644215,40.049425
1882,65.713144,46.720617,47.998400,62.290382
1883,53.922465,35.208329,37.312491,49.547100
1884,47.499400,24.550559,27.371546,42.166411
1885,44.621621,24.150450,27.501031,39.455747
1886,41.197173,19.324119,23.010176,36.282247
1887,34.472414,10.599659,14.905115,29.596326
1888,32.904625,10.410706,15.080804,28.583340
1889,51.135224,27.213114,32.207696,47.476683
1890,43.013198,28.138567,32.154824,39.843875
1891,47.755587,41.185448,43.228348,45.838802
1892,31.459067,29.485161,30.350194,30.222101
1893,19.379299,19.484053,19.636072,18.585493
1894,21.801569,23.421644,23.071988,21.814723
1895,12.073943,14.757310,13.978893,12.299022
1896,25.442193,28.709858,27.557200,25.423763
1897,37.613452,41.437642,39.939652,37.525589
1898,11.632797,15.980389,14.144542,11.015706
1899,27.478424,31.204456,29.123121,26.822788
1900,29.661143,26.586277,25.432410,28.033264
1901,28.046784,17.897944,18.263684,26.272785
1902,42.259843,30.055279,31.558398,39.260273
1903,31.911681,18.694461,20.223595,28.520723
1904,22.188634,7.692971,9.642476,18.814493
1905,46.266317,31.831000,33.975942,42.772364
1906,58.065753,40.166673,42.781560,53.530967
1907,55.706650,39.440249,42.257388,52.251828
1908,54.174805,38.678393,41.544154,50.759297
1909,50.214790,33.986531,36.901536,48.299984
1910,41.335196,7.068955,13.136026,37.406729
1911,98.358358,50.391945,60.420276,92.910503
1912,97.318808,39.924813,52.536301,89.823290
1913,84.315125,25.800532,40.389628,75.247055
1914,98.057910,34.798950,50.193942,89.611291
1915,93.096561,30.361443,47.041766,83.103477
1916,88.135028,22.350656,40.085039,78.338958
1917,112.156579,46.339048,65.213228,102.942388
1918,119.436727,53.087916,72.552000,110.372467
1919,88.248796,22.289065,42.037951,80.148754
1920,74.132283,36.591562,52.361711,69.075084
1921,53.808954,38.264288,47.879467,52.085665
1922,22.206478,16.465796,22.526968,22.838408
1923,41.852223,41.827711,45.582615,44.864801
1924,24.346217,28.074594,30.477555,28.922956
