"Year","BLUE","H&C2023","OSCAR","LUCE"
1850,-0.256443,0.071595,-6.267345,0.070019
1851,-0.264358,0.074049,-5.785603,0.068883
1852,-0.271832,0.076504,-5.241389,0.067821
1853,-0.279014,0.079032,-4.762211,0.066831
1854,-0.285829,0.081597,-4.347666,0.065915
1855,-0.292351,0.084199,-3.989107,0.065109
1856,-0.298506,0.086837,-3.678656,0.064340
1857,-0.304332,0.089512,-3.409535,0.063644
1858,-0.309828,0.092223,-3.176028,0.062948
1859,-0.314994,0.094971,-2.973189,0.062325
1860,-0.325436,0.097792,-2.796951,0.060273
1861,-0.332508,0.100613,-2.644455,0.058184
1862,-0.338151,0.103508,-2.511855,0.056279
1863,-0.342914,0.106439,-2.396146,0.054594
1864,-0.347201,0.109370,-2.295056,0.053055
1865,-0.351084,0.112375,-2.206607,0.051736
1866,-0.354748,0.115416,-2.129150,0.050527
1867,-0.358229,0.118494,-2.061147,0.049427
1868,-0.361527,0.121645,-2.001423,0.048438
1869,-0.364715,0.124796,-1.948808,0.047522
1870,-0.347311,0.127984,-1.908358,0.039058
1871,-0.337748,0.131244,-1.901140,0.045031
1872,-0.331702,0.134542,-1.901872,0.050380
1873,-0.327598,0.137840,-1.902239,0.055180
1874,-0.324630,0.141211,-1.901799,0.059430
1875,-0.322505,0.144618,-1.900627,0.063497
1876,-0.320893,0.148062,-1.898905,0.067088
1877,-0.319831,0.151580,-1.896706,0.070312
1878,-0.319208,0.155097,-1.894105,0.073170
1879,-0.318988,0.158651,-1.891210,0.075698
1880,-0.318475,0.162279,-1.890038,0.087899
1881,-0.318108,0.165906,-1.898318,0.090024
1882,-0.317889,0.169607,-1.907588,0.091930
1883,-0.317925,0.173344,-1.915173,0.093615
1884,-0.318218,0.177118,-1.921072,0.095117
1885,-0.318731,0.180928,-1.925505,0.095374
1886,-0.319574,0.184776,-1.928730,0.095630
1887,-0.320637,0.188659,-1.930928,0.095814
1888,-0.321992,0.192616,-1.932247,0.096033
1889,-0.323495,0.196574,-1.932760,0.096180
1890,-0.333387,0.200604,-1.933163,0.092992
1891,-0.338993,0.204634,-1.935911,0.090464
1892,-0.343024,0.208738,-1.938549,0.088229
1893,-0.346395,0.212878,-1.940344,0.086251
1894,-0.349509,0.217055,-1.941260,0.084492
1895,-0.352440,0.221269,-1.941480,0.082916
1896,-0.355445,0.225519,-1.941041,0.081524
1897,-0.358486,0.229806,-1.940015,0.080278
1898,-0.361600,0.234166,-1.938512,0.079179
1899,-0.364788,0.238526,-1.936497,0.078226
1900,-0.377099,0.242960,-1.933859,0.073830
1901,-0.384757,0.247393,-1.951300,0.070056
1902,-0.390509,0.251900,-1.941737,0.066758
1903,-0.395272,0.256443,-1.913780,0.063790
1904,-0.399559,0.261023,-1.924516,0.061152
1905,-0.403626,0.265640,-1.924882,0.059137
1906,-0.407620,0.270293,-1.929646,0.057342
1907,-0.411577,0.275020,-1.919826,0.055693
1908,-0.415498,0.279746,-1.934262,0.054227
1909,-0.419491,0.284510,-1.944485,0.052872
1910,-0.481230,0.289346,-1.890258,0.011688
1911,-0.523109,0.294219,-1.768613,-0.011102
1912,-0.555169,0.299129,-1.660195,-0.031620
1913,-0.581294,0.304039,-1.547161,-0.050160
1914,-0.603424,0.309058,-1.464611,-0.066868
1915,-0.622624,0.314078,-1.388912,-0.081561
1916,-0.639588,0.319134,-1.308891,-0.094824
1917,-0.654720,0.324227,-1.237882,-0.106842
1918,-0.668350,0.329394,-1.173396,-0.117761
1919,-0.680625,0.334560,-1.126314,-0.127654
1920,-0.618850,0.339799,-1.103120,-0.094275
1921,-0.577776,0.345076,-1.239421,-0.075881
1922,-0.546779,0.350352,-1.400601,-0.059393
1923,-0.521790,0.355701,-1.531222,-0.044628
1924,-0.500796,0.361124,-1.652537,-0.031364
1925,-0.482805,0.366547,-1.741060,-0.016305
1926,-0.467270,0.372006,-1.824489,-0.002821
1927,-0.453713,0.377502,-1.901250,0.009233
1928,-0.441988,0.383071,-1.963794,0.020042
1929,-0.431876,0.388677,-2.005051,0.029715
1930,-0.443014,0.394283,-2.052683,0.027224
1931,-0.445176,0.399962,-2.094709,0.028799
1932,-0.444260,0.405678,-2.127868,0.030265
1933,-0.442318,0.411431,-2.150878,0.031584
1934,-0.440230,0.417220,-2.192428,0.032793
1935,-0.438434,0.423082,-2.233171,0.029935
1936,-0.437079,0.428944,-2.242331,0.027480
1937,-0.436272,0.434844,-2.261311,0.025392
1938,-0.436016,0.440816,-2.265268,0.023560
1939,-0.436309,0.446825,-2.281829,0.022021
1940,-0.463240,0.452834,-2.296559,0.007181
1941,-0.478189,0.458916,-2.309236,-0.002821
1942,-0.487972,0.465035,-2.319642,-0.011615
1943,-0.495226,0.471190,-2.311471,-0.019346
1944,-0.501199,0.477419,-2.337595,-0.026198
1945,-0.506585,0.483648,-2.327116,-0.031327
1946,-0.511714,0.489950,-2.349943,-0.035797
1947,-0.516807,0.496948,-2.360605,-0.039754
1948,-0.521937,0.506365,-2.335104,-0.043235
1949,-0.527140,0.520325,-2.324185,-0.046203
1950,-0.045690,0.541429,-2.479685,0.191664
1951,0.242960,0.572793,-3.382678,0.357680
1952,0.429128,0.616395,-4.434393,0.511128
1953,0.550076,0.672454,-5.401396,0.651716
1954,0.623210,0.740091,-6.328461,0.774167
1955,0.671098,0.817475,-7.130730,0.886248
1956,0.709350,0.901784,-7.734521,0.991185
1957,0.756726,0.990709,-8.435920,1.092165
1958,0.822971,1.081540,-9.170113,1.199704
1959,0.901454,1.303871,-9.726308,1.298888
