"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.551050,2.293031,1.188185,0,0.106622,0.049776
2001,0.699594,2.373577,1.228845,0,0.123264,0.061249
2002,0.721641,2.384683,1.335724,0,0.104374,0.062960
2003,0.968712,2.449693,1.424094,0,0.094998,0.063147
2004,0.890570,2.592471,1.303279,0,0.100358,0.066370
2005,1.021498,2.589902,1.310168,0,0.110556,0.065527
2006,1.190840,2.493517,1.336009,0,0.098573,0.065795
2007,1.502385,2.630606,1.247113,0,0.114885,0.069527
2008,1.317855,2.683501,1.429009,0,0.116622,0.081776
2009,1.361955,2.696215,1.515629,0,0.114451,0.094018
2010,1.546630,2.853595,1.585713,0,0.174424,0.097644
2011,1.786556,3.059112,1.538435,0,0.123334,0.103495
2012,1.820540,3.216668,1.546963,0,0.126340,0.114327
2013,1.586723,3.109126,1.528422,0,0.166038,0.125065
2014,1.688651,3.096102,1.532636,0,0.147864,0.157310
2015,1.916186,2.954144,1.585335,0,0.133210,0.129087
2016,1.959538,2.849261,1.635162,0,0.179995,0.204564
2017,2.037993,3.055542,1.602656,0,0.178510,0.209049
2018,2.360626,3.151961,1.630117,0,0.206078,0.397076
2019,2.884432,3.071926,1.636864,0,0.200807,0.484637
2020,2.755368,2.705326,1.532899,0,0.229984,0.565934
2021,2.747627,2.817004,1.545638,0,0.232647,0.627677
2022,4.379438,3.089140,1.585727,0,0.256182,0.738631
2023,4.319663,3.096231,1.636019,0,0.231686,0.824241
