"Year","Coal","Oil","Gas","Cement","Flaring"
2000,0.802379,31.538262,13.178802,1.010746,51.109551
2001,0.769440,37.204256,11.607552,0.966468,50.406614
2002,0.674150,37.572870,11.889221,0.842293,39.500669
2003,0.736491,34.204684,20.097771,0.918823,44.806093
2004,0.736491,30.848352,20.508163,0.915136,42.545206
2005,0.868338,39.793338,20.631276,1.069961,39.957692
2006,1.058896,31.979392,21.617600,1.295509,35.035655
2007,1.505962,27.261202,22.234002,1.819758,30.565190
2008,3.206000,33.499952,20.653968,3.846351,29.189120
2009,3.206150,27.254107,18.053373,3.851096,27.981176
2010,3.206102,58.743108,20.196607,3.856151,28.530864
2011,3.850758,69.441889,28.003184,4.589556,23.310463
2012,5.133264,55.857680,28.872320,6.117632,18.090062
2013,6.419328,62.251360,28.630496,7.784834,17.560895
2014,6.419328,66.604192,32.675552,7.749861,15.827087
2015,6.738096,54.109952,32.448384,8.137354,14.396894
2016,7.056864,60.540272,34.434272,8.524847,13.296875
2017,6.096710,58.471991,32.414419,7.362368,14.374986
2018,7.141136,48.434416,34.339008,8.524847,14.173086
2019,7.225408,67.992848,35.104784,8.912340,14.588166
2020,6.236308,64.367343,35.292665,10.074819,13.525954
2021,6.650160,66.611520,38.112928,11.237298,12.458480
2022,6.111896,67.714419,36.506070,11.237298,9.998531
2023,5.770178,65.273424,35.380259,11.237298,10.878551
