"Year","BLUE","H&C2023","OSCAR","LUCE"
1850,245.248228,93.236892,237.445264,118.262085
1851,242.141302,96.790203,231.207084,120.763352
1852,229.183493,89.224922,217.129483,110.981314
1853,241.295321,107.593397,229.579865,125.962751
1854,218.166761,91.693872,207.798447,105.036438
1855,216.141485,97.408063,207.702194,103.919944
1856,207.717839,96.911701,201.538064,96.424242
1857,197.804154,94.881295,194.022467,87.556410
1858,201.497760,106.635077,200.523136,93.078644
1859,191.247756,103.955741,192.909673,84.830027
1860,166.378942,103.623160,185.954302,67.344576
1861,133.979986,93.777808,163.766474,35.733966
1862,113.198694,94.847330,150.305744,15.946717
1863,103.271562,106.314038,146.484851,7.099879
1864,75.890050,100.084248,124.370889,-18.913348
1865,52.632591,97.387508,105.721129,-41.121915
1866,38.990822,103.647085,96.153253,-53.484361
1867,19.526628,103.539400,80.298282,-71.445179
1868,2.501266,105.798330,66.416962,-86.700499
1869,-14.154325,110.352682,52.409160,-101.638554
1870,-15.413715,114.363113,38.545830,-105.413463
1871,-4.980512,130.837190,43.571482,-94.291135
1872,-14.074010,128.042144,31.519926,-102.452841
1873,-25.992379,124.270899,17.553784,-113.471185
1874,-21.305977,139.837916,20.766783,-107.793854
1875,-30.587182,149.544035,10.486258,-115.826112
1876,-28.121530,171.033651,12.843273,-112.142472
1877,-29.433938,184.704182,11.988095,-112.230702
1878,-28.652224,194.055406,13.007896,-110.221254
1879,-35.228554,189.282716,6.255914,-115.648737
1880,-8.857683,204.580100,17.767469,-90.311738
1881,7.762257,225.521545,30.769979,-74.482891
1882,5.280777,223.846328,25.788148,-76.364025
1883,7.657320,219.709342,25.481948,-73.453490
1884,23.546659,237.130196,38.013267,-56.912582
1885,13.434019,205.782991,24.608303,-66.210898
1886,22.947705,200.735721,32.025412,-55.857570
1887,45.158397,215.384942,53.037426,-32.763635
1888,37.658262,205.831575,44.652032,-39.443400
1889,44.345355,207.756971,50.604237,-31.911205
1890,73.759324,218.489376,72.571676,-1.683828
1891,74.786527,207.787858,75.733488,-0.753978
1892,85.178400,208.092373,86.244368,10.483693
1893,77.253791,191.962163,77.855164,3.333837
1894,84.423616,193.150142,84.311241,11.260681
1895,95.206072,199.746221,94.661235,22.632052
1896,102.211091,202.937492,101.794714,30.225472
1897,106.610602,203.581916,106.957253,35.188946
1898,109.578149,203.221635,111.144912,38.689678
1899,110.680756,201.835434,113.904783,40.277583
1900,130.789961,200.316852,120.576414,69.621459
1901,149.209255,215.081087,134.346129,87.242918
1902,165.565864,231.459167,146.958936,103.576260
1903,180.295474,246.247144,161.386046,117.180472
1904,174.818234,237.827712,151.875511,110.927344
1905,178.054718,237.322739,153.857845,112.724023
1906,189.717157,247.662254,163.219952,123.219367
1907,193.968093,251.598380,166.571669,126.536643
1908,198.398052,255.805128,169.608978,130.191666
1909,198.266002,254.936393,168.640583,129.434098
1910,228.861611,259.513023,189.218413,170.707739
1911,247.473595,267.174263,217.916803,189.444995
1912,254.321648,266.148746,221.723772,198.017802
1913,271.862315,276.972202,236.551467,216.838964
1914,287.856334,287.150355,249.868165,234.173458
1915,288.678792,282.732487,250.554030,235.936795
1916,291.160493,280.005701,249.594025,239.328083
1917,303.259131,286.841150,260.644686,252.215324
1918,312.760909,291.570384,270.305884,262.531975
1919,303.731640,278.490417,257.440811,254.181683
1920,275.668148,282.647409,244.283387,214.129033
1921,276.694764,292.232762,231.786179,215.239628
1922,270.149651,284.382899,224.988360,206.351424
1923,277.473548,295.067489,234.324708,211.478202
1924,265.864383,283.310226,224.876791,197.919900
1925,273.480300,293.224424,233.196233,203.899695
1926,280.403502,293.323755,242.112833,209.116132
1927,278.031025,279.148435,239.268470,205.308429
1928,285.043445,292.159372,245.612173,210.976528
1929,286.917361,268.299698,246.326800,211.375207
1930,351.177949,232.196474,247.397897,269.756248
1931,376.158808,244.338567,258.825473,283.583487
1932,400.470400,297.878803,266.581465,304.151571
1933,419.670310,333.283522,274.097758,321.043820
1934,438.481249,336.704086,284.869551,338.229959
1935,446.501452,342.400873,283.169272,345.995331
1936,455.537206,355.484211,284.344244,355.049661
1937,475.905858,382.881881,300.875076,375.255045
1938,476.292007,398.737475,295.598476,376.542721
1939,492.108139,435.435439,307.001247,392.803224
1940,557.331553,459.058933,313.964936,443.022814
1941,583.270475,477.625923,319.942056,457.976221
1942,608.793166,497.769679,326.140847,479.551538
1943,632.156076,529.572173,334.366491,498.360132
1944,648.332342,564.135088,339.986847,511.777041
1945,663.098006,590.599317,343.455812,521.393978
1946,686.198024,612.911722,357.630289,541.426825
1947,688.815182,599.416807,356.169856,539.366411
1948,693.654044,548.982103,344.381229,540.972049
1949,715.029527,510.964659,340.981623,557.870234
1950,1019.829333,542.318826,490.251591,884.569512
1951,1302.580689,512.611334,614.769296,1104.095873
1952,951.298646,405.451791,530.894620,761.079045
1953,871.899363,352.969461,451.361785,709.667959
1954,1146.845117,336.430092,490.414199,946.204477
1955,1083.085362,275.451826,472.318839,866.411717
1956,907.482592,200.017577,406.371016,715.306452
1957,860.803525,151.071776,364.129126,682.262778
1958,571.348954,82.581833,285.005119,413.040375
1959,563.001080,84.506093,274.548466,433.642607
1960,415.407649,34.969033,207.756128,255.830776
1961,925.886132,83.505894,344.799841,767.184515
1962,1004.528066,25.758616,400.008553,790.924487
1963,1131.577192,1.269723,411.069400,906.489502
1964,985.408508,-39.851166,396.561828,763.125682
1965,1296.384389,-13.919609,457.747257,1056.411075
1966,1018.547592,-81.495018,399.586533,759.576805
1967,725.665899,-124.587432,309.277580,514.481806
1968,829.678029,-118.065988,322.010127,658.276805
1969,1525.044370,-40.935490,532.394296,1305.219832
1970,1281.535186,-109.128210,518.716987,1039.441223
1971,830.356565,-172.256878,360.764218,635.688758
1972,1494.732537,-85.764933,501.296499,1298.342650
1973,1357.781744,-114.486516,551.834527,1113.306950
1974,1328.480223,-130.058077,520.625271,1142.741400
1975,1157.398793,-144.792560,478.736555,976.556504
1976,976.502276,-159.580830,431.705157,814.779472
1977,1548.606051,-76.500656,561.092576,1367.654062
1978,1808.134023,-79.575888,626.540446,1525.324922
1979,1087.250817,-174.578791,436.402515,791.464377
1980,1059.518880,-155.899976,355.289799,821.985680
1981,990.131184,-145.962768,349.274611,755.642585
1982,944.924056,-142.478377,334.955002,722.771339
1983,894.567579,-131.498688,351.359756,674.212860
1984,854.269624,-129.529325,343.464056,611.556518
1985,772.381166,-137.676046,316.420842,539.260595
1986,751.232265,-113.050009,316.648962,537.715523
1987,716.801291,-114.686571,304.338399,486.423260
1988,728.904215,-94.355145,314.122781,481.210414
1989,751.897647,-82.158861,327.739487,506.595156
1990,767.544173,-73.015789,331.502598,513.334241
1991,724.205062,-99.509623,302.659993,471.081982
1992,798.208226,-83.692502,288.975137,432.492698
1993,781.084485,-106.990082,223.887877,383.458302
1994,893.607611,-77.931301,230.642315,597.423224
1995,798.716423,-103.391631,173.146680,414.226265
1996,835.041795,-105.494254,134.315095,478.922173
1997,868.730443,-99.747087,111.219841,490.260897
1998,851.682730,-120.823624,96.794453,613.621255
1999,782.355087,-107.399168,98.489969,450.291567
2000,610.167752,-150.543098,-0.327891,270.934443
2001,492.667815,-165.480456,-83.326138,174.737406
2002,385.644464,-173.698955,-124.083119,110.260496
2003,351.396689,-186.695749,-147.236521,133.349595
2004,362.403309,-155.291715,-142.218929,134.278492
2005,325.655844,-178.272799,-175.248351,119.885787
2006,329.760989,-186.112440,-202.804488,155.688416
2007,311.211366,-199.255758,-221.764443,148.598723
2008,313.298967,-205.377569,-200.842416,155.798886
2009,320.857213,-154.444012,-179.020292,178.501323
