"Year","BLUE","H&C2023","OSCAR","LUCE"
1901,16.902472,6.488175,-0.156050,13.608829
1902,16.814243,6.476926,-0.047632,13.466739
1903,16.740743,6.465055,-0.007988,13.337949
1904,16.676330,6.452707,0.033342,13.222863
1905,16.619684,6.439810,-0.020408,13.169405
1906,16.568535,6.426363,0.062581,13.120967
1907,16.520829,6.412403,0.063204,13.076999
1908,16.476861,6.397894,0.009600,13.037062
1909,16.434982,6.382908,-0.046679,13.000751
1910,16.270688,6.367409,0.006375,12.928717
1911,16.174472,6.351434,0.174883,12.869067
1912,16.100788,6.334909,-0.071155,12.811469
1913,16.039160,6.317908,0.014216,12.754274
1914,15.985006,6.300395,0.000806,12.702832
1915,15.935908,6.282404,-0.086470,12.665166
1916,15.889815,6.263901,0.037409,12.631054
1917,15.846983,6.244922,-0.170926,12.600093
1918,15.806606,6.225429,0.047595,12.571990
1919,15.767401,6.205460,-0.028249,12.546599
1920,15.580061,6.184979,0.227241,11.515292
1921,15.394296,6.164020,0.029862,11.445237
1922,15.205527,6.143062,-0.102995,11.390753
1923,15.012874,6.122691,0.094604,11.351292
1924,14.820220,6.103271,0.066282,11.316411
1925,14.628850,6.084915,-0.165320,11.289737
1926,14.440117,6.067621,0.010516,11.265591
1927,14.255122,6.051389,-0.093395,11.244193
1928,14.073827,6.036147,0.038545,11.225140
1929,13.897845,6.021821,0.042026,11.208103
1930,13.754839,6.008264,0.054704,11.234557
1931,13.597690,5.995367,0.125602,11.239540
1932,13.435228,5.983056,0.020445,11.236132
1933,13.272217,5.971221,-0.020482,11.220231
1934,13.110928,5.959716,0.092626,11.205538
1935,12.954109,5.948394,-0.011615,11.194766
1936,12.801796,5.937182,-0.065476,11.184323
1937,12.654137,5.925934,-0.067418,11.174797
1938,12.511534,5.914502,-0.051406,11.166846
1939,12.374244,5.902777,-0.013777,11.159555
1940,12.099884,5.890613,-0.150077,11.320771
1941,11.853773,5.877935,-0.098122,11.246904
1942,11.635179,5.864598,-0.051662,11.181759
1943,11.437872,5.850455,0.123367,11.120020
1944,11.255258,5.835396,-0.219474,11.062166
1945,11.084479,5.819311,0.049647,11.005960
1946,10.923593,5.802091,0.004360,10.952942
1947,10.770951,5.783624,-0.165320,10.903075
1948,10.627798,5.763765,-0.062691,10.855772
1949,10.490142,5.742404,0.071521,10.810925
1950,20.792321,5.666816,0.000733,18.544273
1951,26.870860,5.632044,-0.011432,23.832451
1952,31.670444,5.595807,-0.117211,28.505810
1953,35.575755,5.558435,-0.134542,32.410681
1954,38.966457,5.519340,-0.132087,35.881039
1955,41.807303,5.478413,-0.408756,39.351140
1956,44.581024,5.435214,-0.302133,42.556591
1957,48.268437,5.398904,0.070202,46.009984
1958,50.127477,5.346436,-0.727194,48.349997
1959,50.709174,5.328738,-0.533515,51.093198
1960,54.529040,5.268282,-0.781934,54.744080
1961,38.801540,5.323316,-0.821102,43.518684
1962,33.210093,5.397365,-0.923438,38.919924
1963,29.712915,5.618414,-0.728696,34.951152
1964,27.593840,5.730093,-0.502664,32.326263
1965,23.336492,5.996209,-0.547878,27.492861
1966,23.668414,6.143759,-0.667471,25.883156
1967,22.245939,6.366969,-0.283227,23.142996
1968,20.740255,6.286581,-0.348263,21.734958
1969,17.827925,7.153667,-0.393917,18.502284
1970,37.661267,10.912968,-0.771785,32.572887
1971,57.791209,15.860247,-0.363212,48.106708
1972,70.298750,18.298309,0.315177,60.167826
1973,32.938700,19.081636,-0.876978,36.518135
1974,12.174629,16.359027,-0.640064,22.570167
1975,-1.344981,14.740492,-0.911420,11.469529
1976,-7.347199,11.897155,-0.617970,6.706805
1977,-21.677543,8.372130,-0.843563,-3.792606
1978,33.031033,5.501386,-0.735878,36.160272
1979,-27.942104,3.568919,-0.506218,-4.541162
1980,-2.308393,3.026537,-0.787907,14.196498
1981,14.678424,4.814496,-0.709570,24.241354
1982,14.876390,3.062738,-0.138902,25.139144
1983,17.434301,10.525939,-0.531317,26.954436
1984,20.791368,14.728767,-0.244902,29.149941
1985,24.078452,17.646044,-0.542895,30.725901
1986,27.183876,20.146577,-0.254392,31.695835
1987,30.515477,20.080735,-0.458147,32.955701
1988,7.130694,19.611890,-1.591605,20.392432
1989,-4.920532,19.800842,-2.593562,13.097224
1990,66.917208,20.663055,-2.333712,68.672227
1991,62.133159,22.051418,-1.889598,68.250097
1992,33.329686,24.204860,-1.915503,51.025450
1993,20.996552,27.776564,-2.090056,37.302781
1994,7.024951,26.104864,-2.111856,22.301302
1995,-9.956957,22.359633,-2.121603,-3.057278
1996,8.894616,19.089806,-1.941627,18.566770
1997,-9.767235,15.666495,-1.781144,-4.742682
1998,-39.268700,12.221309,-1.828153,-39.519831
1999,13.030430,6.731024,-1.773229,13.494475
2000,5.055807,4.398376,-1.740876,6.314574
2001,5.153636,2.861108,-2.175756,8.704675
2002,5.775453,2.209648,-2.432273,8.264042
2003,7.993749,4.821568,-1.551228,11.083966
2004,10.196472,6.416287,2.117609,12.621601
2005,14.589572,7.126700,3.283933,12.377578
2006,-22.908024,5.493252,3.230109,-40.452136
2007,-15.670855,3.831555,4.148344,-21.664536
2008,-20.979038,1.684817,3.724566,-26.270147
2009,-23.177621,-2.976340,3.060686,-26.788896
2010,-24.794141,-5.381207,2.293408,-28.214852
2011,-25.983366,-7.221597,1.942067,-27.053620
2012,-26.358047,-7.417512,1.512939,-27.576656
2013,-23.449710,-7.459281,1.196076,-20.646677
2014,-25.482460,-7.496764,0.918821,-27.438524
2015,-23.277612,-6.730475,0.606392,-23.429924
2016,-23.671822,-3.451122,0.304552,-26.541503
2017,-23.876529,-0.624199,0.102116,-26.964842
2018,49.739936,2.422893,0.197306,30.346824
2019,19.014035,4.183042,0.026637,12.671468
2020,8.469666,6.365174,-0.340715,2.308100
2021,14.884121,6.365174,-0.501015,6.606302
2022,18.416620,6.365211,-0.547218,11.448131
2023,21.094637,6.365174,-0.656406,24.981225
