"Year","BLUE","H&C2023","OSCAR","LUCE"
1850,0.231418,16.355290,4.305090,-0.931645
1851,0.168654,16.492140,4.370309,-0.932744
1852,0.111532,16.612320,4.417538,-0.950075
1853,0.047852,16.703920,4.445714,-0.985213
1854,0.015279,16.804863,4.497377,-0.993933
1855,-0.018320,16.880817,4.542407,-1.007014
1856,-0.050014,16.943985,4.586119,-1.019032
1857,-0.067271,17.017485,4.641848,-1.017090
1858,-0.110250,17.065007,4.669951,-1.041016
1859,-0.138976,17.130849,4.710292,-1.050725
1860,-0.205184,17.212446,4.756092,-1.079524
1861,-0.228560,17.319655,4.823656,-1.075311
1862,-0.300448,17.361754,4.832743,-1.118326
1863,-0.331006,17.429025,4.877260,-1.113563
1864,-0.373691,17.465482,4.904924,-1.124188
1865,-0.378748,17.518756,4.966699,-1.097881
1866,-0.441585,17.500803,4.967908,-1.131077
1867,-0.469542,17.514726,5.001616,-1.130747
1868,-0.484894,17.548362,5.051813,-1.112867
1869,-0.527726,17.558877,5.071929,-1.124042
1870,-0.691470,17.587676,5.102193,-1.178123
1871,-0.773507,17.624463,5.138210,-1.192815
1872,-0.822751,17.657366,5.175437,-1.199740
1873,-0.888483,17.648425,5.181006,-1.232789
1874,-0.917759,17.652639,5.213725,-1.236197
1875,-0.949196,17.632047,5.239007,-1.245430
1876,-0.978728,17.598705,5.262347,-1.254407
1877,-0.993970,17.576025,5.296898,-1.250267
1878,-1.034201,17.530042,5.304446,-1.271188
1879,-1.060655,17.502855,5.323499,-1.278809
1880,-1.123053,17.491130,5.346765,-1.318710
1881,-1.148114,17.505383,5.391832,-1.320212
1882,-1.227916,17.448371,5.372560,-1.377774
1883,-1.240301,17.441190,5.413816,-1.365573
1884,-1.300464,17.366847,5.402055,-1.403459
1885,-1.302222,17.329474,5.444741,-1.383123
1886,-1.366086,17.215964,5.422170,-1.425406
1887,-1.395215,17.134183,5.431843,-1.431781
1888,-1.406133,17.072115,5.457528,-1.420386
1889,-1.442553,16.989931,5.455806,-1.434749
1890,-1.598200,16.916871,5.451116,-1.500481
1891,-1.664116,16.875615,5.473723,-1.508725
1892,-1.644843,16.802554,5.471671,-1.539063
1893,-1.587098,16.701208,5.450933,-1.579331
1894,-1.475126,16.610121,5.453608,-1.590506
1895,-1.354104,16.494888,5.448918,-1.603330
1896,-1.227147,16.367491,5.442579,-1.613479
1897,-1.087842,16.250060,5.446573,-1.608899
1898,-0.978178,16.108080,5.422207,-1.629234
1899,-0.857816,15.987534,5.411911,-1.632129
1900,-0.853895,15.880289,5.403850,-1.661148
1901,-0.799485,15.779785,5.343504,-1.674301
1902,-0.732324,15.667887,5.258316,-1.684377
1903,-0.654793,15.548221,5.380291,-1.684231
1904,-0.611192,15.377735,5.272386,-1.716034
1905,-0.536886,15.220146,5.279164,4.136436
1906,-0.471410,15.043871,5.302358,8.350696
1907,-0.407034,14.867633,5.251135,11.270611
1908,-0.334523,14.704988,5.432027,13.179555
1909,-0.295648,14.517831,5.363363,14.258566
1910,4.026003,14.357237,5.299500,17.001839
1911,6.066412,14.202580,5.161550,17.950009
1912,7.220718,14.064484,5.251904,18.313588
1913,7.861075,13.848711,5.248424,18.061138
1914,8.327759,13.685187,5.375674,17.660517
1915,8.594168,13.438783,5.076106,16.405743
1916,8.850685,13.250160,5.315548,15.279393
1917,8.974235,12.984923,5.237541,14.140952
1918,9.096100,12.757828,4.989892,13.103014
1919,9.224230,12.555795,5.151840,12.157262
1920,14.215074,12.332255,5.006856,13.652137
1921,16.404571,12.135754,5.218635,13.593440
1922,17.613727,11.907890,5.152903,13.420609
1923,18.365397,11.666176,5.253297,13.093927
1924,18.875646,11.424279,5.340683,12.911057
1925,19.235267,11.162010,5.198447,12.766145
1926,19.516552,10.899447,5.417261,12.733389
1927,19.717450,10.612263,5.371424,12.763654
1928,19.895300,10.342849,5.299720,12.882880
1929,20.021452,10.054785,5.512305,13.040726
1930,22.683861,9.791930,5.433382,14.715943
1931,24.125571,9.538674,5.563051,15.641579
1932,25.021786,9.263435,5.576755,16.466456
1933,25.652067,8.989184,5.751308,17.207720
1934,26.052359,8.682617,5.595331,17.935830
1935,26.353137,8.348790,5.689752,18.562080
1936,26.591443,8.022841,5.623910,19.206322
1937,26.837847,7.731773,5.741744,19.899477
1938,26.990746,7.379076,5.628564,20.549727
1939,27.195051,7.109003,5.648386,21.308725
1940,45.829495,6.761069,5.906734,34.744430
1941,55.070433,6.485024,6.232208,41.083076
1942,60.425076,6.131301,6.815773,46.579992
1943,63.879825,5.794396,6.642979,51.383276
1944,66.254866,5.434884,7.344891,56.187770
1945,67.981270,5.023820,7.172097,61.345436
1946,69.345377,4.595535,6.930309,67.309659
1947,70.340812,4.097781,7.084088,75.276807
1948,75.875431,3.542209,7.409780,70.697027
1949,80.724442,3.008987,7.232736,67.174823
1950,71.420044,2.498701,7.202471,55.148366
1951,68.704140,2.909656,6.556325,50.086697
1952,68.967472,1.613149,6.342128,46.584096
1953,70.523609,1.272507,6.564239,44.222062
1954,72.663862,0.940622,6.528662,42.509618
1955,75.276587,0.728073,6.545223,40.799556
1956,78.105415,0.518383,7.057890,39.554016
1957,81.168812,2.565606,6.818851,38.587196
1958,84.477990,4.222540,6.392911,39.486122
1959,87.884741,6.118367,7.068003,40.665014
1960,92.947619,9.460888,6.441459,42.575130
1961,65.557351,14.565829,6.716405,25.504518
1962,48.359817,17.978515,6.014932,16.174765
1963,62.533085,22.780664,5.730789,25.602786
1964,89.908478,27.199264,6.503673,42.190557
1965,65.289146,25.826180,6.109537,27.732596
1966,47.656622,20.107409,5.510803,19.592654
1967,29.713391,13.432187,5.907064,10.910220
1968,-3.189622,10.889408,5.167779,0.180269
1969,3.961993,8.255908,4.794747,2.996786
1970,-4.539549,5.690632,5.092337,-3.580131
1971,-2.396586,3.547192,4.433550,-4.373387
