"Year","Coal","Oil","Gas","Cement","Flaring"
2000,15.657394,25.360269,10.640030,1.385260,0.724024
2001,16.557831,25.602640,11.104583,1.387852,0.771375
2002,16.537388,25.314658,11.096416,1.416300,0.675073
2003,22.573276,24.391623,11.214445,1.329911,0.670345
2004,17.281043,24.070210,11.153823,1.458926,0.752698
2005,14.601613,23.882965,10.690061,1.363377,0.548428
2006,22.005606,24.227995,10.882100,1.395466,0.544070
2007,18.421879,24.165616,9.738139,1.407086,0.543885
2008,16.133723,23.313739,9.826283,1.154749,0.387679
2009,15.784477,22.292304,9.411799,0.764407,0.261857
2010,15.351008,21.942749,10.554855,0.672224,0.353365
2011,12.914962,20.912393,8.971734,0.861805,0.252307
2012,10.078159,19.951137,8.404001,0.871083,0.217691
2013,12.754866,19.572259,7.929383,0.867063,0.243948
2014,10.143308,19.082197,6.809819,0.887302,0.250757
2015,7.242452,19.469667,6.904703,0.931502,0.247577
2016,8.413077,19.749685,7.008985,1.095455,0.273455
2017,6.252826,19.916023,6.675760,1.193741,0.241826
2018,6.361589,19.967527,6.483037,1.159742,0.232921
2019,3.588381,19.686055,6.023283,1.129199,0.195020
2020,3.166356,18.581714,4.798467,1.226954,0.126384
2021,4.207500,18.758736,4.877174,1.209833,0.111262
2022,4.163527,19.147588,3.541885,1.073483,0.094934
2023,2.765814,19.318730,3.601702,1.073483,0.094934
