"Year","Coal","Oil","Gas","Cement","Flaring"
2000,1.253088,7.701728,16.880048,0.704403,0
2001,1.330032,9.896464,18.902576,0.935149,0
2002,1.329886,9.906369,19.886009,0.884627,0
2003,1.366815,9.901167,21.392678,0.835039,0
2004,1.450944,10.654912,23.090528,0.785451,0
2005,1.604682,10.639261,24.722361,0.750580,0
2006,1.810016,10.959024,28.256768,0.700000,0
2007,2.209209,10.207057,29.577019,0.682000,0
2008,2.469351,9.950678,32.222464,0.699000,0
2009,3.015472,10.032032,35.441872,0.699000,0
2010,3.073905,10.885069,39.396547,0.680000,0
2011,2.835936,13.864576,38.197200,0.695000,0
2012,3.422176,15.575664,40.014544,0.675000,0.016479
2013,3.748272,16.312128,43.942352,0.742721,0.017320
2014,3.506622,18.287934,44.974173,0.752459,0.030360
2015,8.607105,18.727506,48.495118,1.062295,0.057355
2016,6.074912,21.643248,52.900832,1.116295,0.026279
2017,7.152128,25.475792,52.684656,1.205705,0.012180
2018,8.178662,24.363764,52.655631,1.394262,0.018953
2019,8.680016,25.190000,59.415424,1.496066,0.026632
2020,10.548656,23.640128,59.847776,1.389836,0.027893
2021,12.918872,32.000405,61.139312,1.513770,0.048747
2022,16.914845,38.092932,57.302607,1.513770,0.038756
2023,23.905313,31.795650,56.181345,1.513770,0.030789
