"Year","BLUE","H&C2023","OSCAR","LUCE"
1850,2.773904,0.087093,0.107428,1.760076
1851,3.004663,0.087826,0.127874,1.937230
1852,3.181598,0.088559,0.119630,2.077341
1853,3.281808,0.089255,0.112192,2.150328
1854,3.378428,0.090244,0.107868,2.222546
1855,3.479994,0.091087,0.107612,2.274941
1856,3.566538,0.091930,0.109957,2.327922
1857,3.643372,0.092772,0.114940,2.371780
1858,3.699834,0.093579,0.121388,2.413074
1859,3.752449,0.094385,0.128277,2.449934
1860,4.670611,0.095191,0.209617,3.047385
1861,5.114431,0.095960,0.255308,3.343620
1862,5.454817,0.096766,0.235705,3.563057
1863,5.697923,0.097536,0.218814,3.681954
1864,5.874491,0.098305,0.209398,3.784069
1865,6.006688,0.099038,0.206247,3.877501
1866,6.170799,0.099807,0.207785,3.973791
1867,6.221985,0.100540,0.213868,4.048390
1868,6.308639,0.101273,0.222661,4.118080
1869,6.374847,0.101969,0.230502,4.169705
1870,13.268956,0.102702,0.771968,8.231213
1871,16.864073,0.103398,1.055708,10.216844
1872,19.181113,0.104094,0.863092,11.592383
1873,20.789463,0.104790,0.686011,12.262529
1874,22.089963,0.105450,0.561142,12.888486
1875,23.116872,0.106109,0.479215,13.469340
1876,23.859382,0.106916,0.428432,13.972224
1877,24.605848,0.107648,0.400988,14.430371
1878,25.226347,0.108344,0.391388,14.855944
1879,25.613485,0.109041,0.395052,15.203878
1880,21.527576,0.109737,0.019712,12.646882
1881,19.433343,0.110323,-0.157808,11.508404
1882,18.197879,0.110689,0.021471,10.792972
1883,17.386083,0.110873,0.196427,10.548509
1884,16.923979,0.111019,0.338151,10.328120
1885,16.397536,0.111312,0.453090,9.993926
1886,16.037841,0.110360,0.549417,9.684758
1887,15.783816,0.108857,0.631014,9.412010
1888,15.532722,0.107428,0.700337,9.165862
1889,15.349522,0.107538,0.759401,8.949100
1890,20.115543,0.107941,1.193255,11.473669
1891,22.409940,0.107282,1.438376,12.665349
1892,23.932295,0.106219,1.334942,13.434239
1893,25.012809,0.105450,1.234731,13.730290
1894,25.714135,0.105303,1.164639,14.018098
1895,26.356544,0.106916,1.123053,14.349726
1896,26.853896,0.257433,1.127340,14.643726
1897,27.210220,0.646769,1.187502,14.919258
1898,27.558190,1.412289,1.293722,15.142359
1899,27.923307,2.567878,1.443799,15.348679
1900,30.155306,4.241556,1.795983,16.523541
1901,31.389012,6.637299,2.488662,17.191964
1902,32.278045,9.524898,2.239144,17.641537
1903,32.837684,12.865696,2.219761,17.899373
1904,33.380616,16.553915,3.075745,18.125552
1905,33.827917,20.426140,3.610616,18.235618
1906,34.116493,24.464015,4.392403,18.336012
1907,34.432330,28.726383,5.359260,18.432888
1908,34.720430,33.117101,5.144916,18.538631
1909,34.964160,37.526065,7.089400,18.605059
1910,34.389241,41.818661,7.054995,18.129472
1911,34.279395,45.980672,7.995764,18.001818
1912,34.230920,50.087136,8.128914,17.928282
1913,34.273349,54.115082,9.300368,17.940520
1914,34.158776,58.021675,10.295437,17.902707
1915,34.212160,61.763205,11.094848,17.897504
1916,34.197541,65.311460,11.413836,17.857164
1917,34.364876,68.669552,13.482641,17.851631
1918,34.411775,71.873134,14.125086,17.816347
1919,34.310136,74.916123,13.623412,17.788317
1920,36.924656,77.794011,15.819393,18.453773
1921,38.371680,80.497201,17.139203,19.262417
1922,39.535329,83.022979,16.719382,19.847632
1923,40.074817,85.377282,17.851191,20.111989
1924,40.714038,87.544795,18.689624,20.401115
1925,41.089012,89.530023,20.103892,20.590544
1926,41.493554,91.334067,19.205552,20.837974
1927,41.658068,92.957805,20.020462,20.991166
1928,41.798546,94.402007,20.925617,21.175722
1929,42.217084,95.668139,22.432437,21.387721
1930,43.561259,96.767046,21.987554,23.006219
1931,44.484184,97.693598,23.055903,23.541456
1932,45.007697,98.448822,23.393101,23.936252
1933,45.497940,99.007948,23.564650,24.179542
1934,46.106347,99.335803,25.691712,24.434007
1935,46.138517,99.524023,24.043498,24.563749
1936,46.263130,99.601736,25.731649,24.673046
1937,46.677711,99.480641,25.560357,24.881748
1938,46.774111,99.161690,26.106330,24.948689
1939,46.920121,98.663789,27.414817,25.084110
1940,58.631694,97.996245,28.006700,31.222483
1941,64.967886,97.160853,27.815036,34.518141
1942,69.005138,96.163988,29.271586,36.792276
1943,71.903142,95.006567,29.536970,37.890377
1944,73.833044,93.691521,27.266352,38.840562
1945,75.716487,92.218740,25.987286,39.748867
1946,77.020175,90.583203,27.412472,40.557109
1947,78.105048,88.788613,27.489526,41.248323
1948,79.096234,86.840684,27.160976,41.964855
1949,80.021467,84.746122,26.728184,42.561830
1950,79.452228,82.512657,28.134574,42.669222
1951,85.456351,80.148021,26.151983,45.991920
1952,87.846635,77.636972,27.068423,47.923435
1953,90.879731,74.975699,27.549360,49.536181
1954,91.838526,72.155958,26.741777,50.801470
1955,92.987410,69.126600,28.083131,52.274435
1956,95.777400,65.862379,27.119389,54.108010
1957,101.787422,60.859663,26.883061,50.320167
1958,106.955677,56.760123,25.480335,47.326422
1959,110.478210,52.837262,24.716281,45.531062
1960,123.934617,48.934002,25.390934,50.765636
1961,93.439035,44.369135,23.562415,32.710213
1962,79.518876,40.139889,20.163871,25.315162
1963,71.790144,37.074331,23.446815,20.036181
1964,66.613425,32.661959,22.215895,18.655256
1965,63.602533,30.164503,21.472176,14.311108
1966,72.955663,27.974860,23.510459,12.299388
1967,77.279879,25.991573,27.387740,10.369780
1968,78.997672,23.208765,23.951715,9.128160
1969,79.446292,21.175722,24.942533,7.524354
1970,79.601243,18.538484,23.625802,6.937564
1971,78.772043,15.854861,25.146692,6.590730
1972,77.323480,13.207328,23.879057,5.829351
1973,75.215801,10.575367,23.580185,4.992163
1974,73.559856,8.143680,25.883595,4.224189
1975,71.194415,5.744639,23.857367,3.782164
1976,68.437035,3.034195,24.751566,2.633463
1977,66.131866,-0.136191,21.204887,3.200138
1978,62.345818,-1.915209,19.188002,2.390723
1979,59.633982,-3.626188,17.327716,1.683388
1980,59.620352,-4.758217,17.539092,1.092678
1981,60.385761,-5.530661,18.880995,1.400491
1982,59.817218,-6.038455,16.035679,0.881265
1983,60.589040,-5.710527,16.432710,1.067763
1984,58.237265,0.467600,15.666751,0.593165
1985,75.780790,1.561524,17.746877,13.482970
1986,66.356396,4.197698,17.143453,3.034525
1987,70.133100,8.273715,17.698073,5.074347
1988,75.303810,12.770066,20.357111,6.961050
1989,78.119997,13.715671,19.186389,9.544647
1990,77.999598,24.767724,16.948748,9.516361
1991,87.433226,29.974854,19.327600,19.672419
1992,91.547861,32.661189,15.769526,25.215098
1993,78.930035,34.857354,18.205317,15.498976
1994,75.394201,37.798557,17.444780,13.708819
1995,80.450118,36.477245,20.010130,17.000704
1996,75.902252,32.117452,21.250064,14.574586
1997,70.933648,31.149972,19.736942,12.069069
1998,68.693075,30.396654,19.511972,12.854924
1999,67.441343,22.181856,17.686018,14.702972
2000,57.774758,19.047157,20.886522,7.385122
2001,54.265049,16.233096,18.480520,6.144675
2002,46.188384,14.648892,15.838922,-1.856659
2003,40.471408,12.284476,14.755331,-9.043302
2004,38.188077,10.215525,16.783978,-13.444205
2005,30.632359,7.760499,14.342142,-18.237304
2006,34.397669,5.160084,17.137700,-13.632352
2007,42.233462,3.588448,13.596261,0.520398
2008,32.412440,1.292952,13.079674,-9.656655
2009,22.841816,-0.634788,13.450984,-14.839750
2010,10.934219,-2.363646,12.396081,-20.083960
2011,7.123256,-3.802646,11.876856,-17.429685
2012,8.478166,-6.303546,9.502034,-14.950329
2013,5.229810,-6.778363,8.674337,-12.956014
2014,1.685880,-7.507316,9.011425,-12.403190
2015,1.327064,-7.419160,7.520726,-10.004186
2016,-0.670659,-7.010404,8.566945,-9.126145
2017,-3.785718,-6.173840,8.774877,-8.446399
2018,-2.603052,-6.221875,8.432403,-7.642151
2019,-0.801024,-5.467128,8.974162,-6.954272
2020,-0.520508,-4.280541,10.885451,-5.646847
2021,0.215626,-4.145120,12.202805,-5.202477
2022,0.544837,-4.299081,11.986739,-5.283854
2023,0.694951,-4.257165,11.771406,-4.692485
