"Year","BLUE","H&C2023","OSCAR","LUCE"
1850,24.878816,9.950435,8.816903,-5.995000
1851,26.385527,10.355307,10.080287,-4.525809
1852,27.553756,10.496774,11.027358,-3.374544
1853,27.284819,9.468289,10.559062,-3.656562
1854,26.269964,7.764676,9.363572,-4.677133
1855,27.553280,8.418333,10.473581,-3.399936
1856,28.558498,8.846215,11.311098,-2.393728
1857,28.399188,8.158226,10.989069,-2.545308
1858,28.748587,8.021559,11.180586,-2.181875
1859,28.044512,6.845451,10.323320,-2.866054
1860,22.320245,5.563528,8.716290,-4.443479
1861,20.954453,5.989174,8.722702,-3.839762
1862,19.937180,6.145994,9.008347,-3.481679
1863,17.287155,4.425049,7.504971,-4.981977
1864,15.402980,3.322735,6.625208,-5.872403
1865,14.678057,3.282797,6.782211,-5.723351
1866,13.521589,2.737887,6.402730,-6.102868
1867,13.504112,3.275469,7.073132,-5.414439
1868,13.138591,3.417340,7.318767,-5.143670
1869,12.096330,2.829671,6.821489,-5.612002
1870,14.336682,1.092165,5.773768,-6.741980
1871,17.085342,2.186529,7.648380,-5.300745
1872,19.029790,3.006862,8.702843,-4.166628
1873,19.521572,2.584879,8.400196,-4.313334
1874,19.184704,1.467212,7.364896,-5.174008
1875,20.878461,2.480931,8.445154,-3.884500
1876,22.214136,3.220180,9.242147,-2.885730
1877,22.423497,2.905882,8.978485,-2.960732
1878,23.069277,3.096117,9.209171,-2.556300
1879,22.705625,2.338841,8.482490,-3.123450
1880,23.296591,1.556650,7.858987,-3.580461
1881,25.236203,2.714951,9.192170,-2.181582
1882,26.640907,3.514142,10.036575,-1.189334
1883,26.166603,2.531018,9.064443,-2.028684
1884,26.090281,2.019120,8.547159,-2.416738
1885,27.081357,2.635039,9.147469,-1.731936
1886,27.329959,2.561722,9.050813,-1.748937
1887,28.844437,3.802169,10.272061,-0.463826
1888,29.879773,4.594326,11.064217,0.373142
1889,29.914435,4.480303,10.895637,0.236951
1890,27.389169,2.715280,8.872413,-1.778212
1891,28.957691,4.641519,10.463468,-0.007658
1892,30.003104,5.995696,11.572597,1.152914
1893,29.512897,5.821620,11.137351,0.750680
1894,27.876298,4.531415,9.538858,-0.809854
1895,29.383338,6.436732,11.069310,0.756286
1896,30.374560,7.890644,12.075518,1.803641
1897,29.933524,7.979166,11.647123,1.416502
1898,30.149004,8.769564,11.878651,1.684231
1899,28.955896,8.189187,10.708443,0.542858
1900,28.659368,8.042553,10.040203,0.023963
1901,28.460230,8.223958,10.056947,-0.287734
1902,30.612573,10.815835,11.755468,1.779238
1903,32.010023,12.628196,12.897500,3.109600
1904,31.727236,12.634718,12.094021,2.781526
1905,30.114343,11.077664,10.850973,1.141959
1906,32.057545,12.774536,12.509336,3.080215
1907,33.276485,13.205679,13.362681,4.311868
1908,32.907153,11.660717,12.655822,3.969211
1909,33.248125,10.910659,12.842796,4.347776
1910,36.380039,8.993251,11.744512,4.838349
1911,38.225230,8.242058,11.619900,5.159132
1912,41.672321,9.675048,14.238524,7.574001
1913,44.315640,10.541804,15.290861,9.341148
1914,44.179962,8.780593,14.321990,8.477214
1915,44.459745,7.549745,13.635283,9.078439
1916,46.514700,8.154269,14.366617,11.373935
1917,47.488225,7.714442,14.960039,12.553011
1918,50.093292,8.922023,16.352762,15.305554
1919,52.298837,9.754337,18.108221,17.661249
1920,46.571602,8.498208,15.637879,15.195780
1921,45.857415,9.105223,15.738712,16.282413
1922,50.320570,14.187961,21.821905,21.965387
1923,46.287165,10.536272,18.334473,18.997107
1924,44.160946,8.678550,17.232598,17.783187
1925,42.433077,7.162754,16.192059,16.814133
1926,39.445891,4.351513,13.413428,14.501672
1927,39.043657,4.102398,13.582595,14.707516
1928,38.440563,3.644947,13.464101,14.654095
1929,38.085192,3.449033,14.002269,14.801094
1930,36.317861,1.864207,12.043385,13.220921
1931,37.613415,3.360328,14.241199,14.922886
1932,35.829487,1.793528,12.429021,13.514994
1933,34.770261,0.963266,12.114210,12.798718
1934,32.376570,-1.193951,9.148971,10.733688
1935,35.058911,1.726623,12.669856,13.805402
1936,33.470347,0.376806,11.147170,12.576277
1937,31.800259,-1.060288,9.663287,11.238294
1938,35.828790,3.192700,14.150002,15.575481
1939,33.893136,1.468971,12.483981,13.930638
1940,30.565784,0.028213,11.235400,12.030964
1941,29.285986,-0.230099,10.286460,11.617042
1942,31.876910,3.144042,13.085866,14.884084
1943,32.769644,4.697211,14.067342,16.372181
1944,33.404541,5.901532,15.962143,17.536673
1945,32.729926,5.722985,15.303429,17.320497
1946,31.759405,5.199546,14.822382,16.768736
1947,28.662629,2.520795,11.986153,14.055470
1948,25.508402,-0.229623,9.460521,11.251814
1949,28.672009,3.337611,12.984117,14.736645
1950,18.079861,3.043172,12.597272,8.072012
1951,7.314370,-0.765373,8.863179,1.110925
1952,3.890032,2.258929,11.588646,1.283499
1953,-3.427416,1.333623,10.174159,-2.280767
1954,-11.463227,0.192140,8.035152,-6.657635
1955,-15.265800,3.474168,9.141314,-6.590950
1956,-22.467172,3.176615,7.340714,-9.838646
1957,-27.586109,4.635949,6.134012,-11.519763
1958,-33.096582,6.152039,6.087589,-12.541322
1959,-58.320548,4.572489,4.270502,-26.791021
1960,-50.977525,1.446730,1.976655,-19.037558
1961,-44.068723,4.564538,2.604957,-13.636968
1962,-44.745537,3.501941,2.313706,-14.075989
1963,-44.565452,-0.120582,-0.944543,-15.580500
1964,-41.680162,1.348938,0.131098,-14.189536
1965,-40.800142,-1.544229,-1.122430,-14.225333
1966,-38.038036,-0.723200,-1.156468,-12.908638
1967,-33.683189,0.812529,0.772628,-9.710919
1968,-37.683104,-1.049260,-0.355371,-12.943556
1969,-36.900804,-2.435497,-0.598478,10.161078
1970,-93.946462,-7.048217,0.920287,-8.756630
1971,-85.100907,-12.691363,-0.902700,15.771065
1972,-83.085597,-20.785432,-5.927289,21.685164
1973,-75.341293,-26.287038,-7.575027,30.581466
1974,-71.976166,-30.899648,-9.584145,29.566758
1975,-69.151295,-31.614787,-12.526410,26.575432
1976,-67.562841,-28.322757,-13.152991,21.821392
1977,-60.994645,-28.634820,-14.389224,20.675073
1978,-58.932655,-29.283677,-13.239754,16.762727
1979,-57.099629,-29.806860,-14.309422,11.163805
1980,-54.858287,-29.273418,-13.462415,6.420720
1981,-52.257617,-28.196935,-13.446917,3.694594
1982,-53.654883,-26.502958,-13.542364,-0.471374
1983,-52.019347,-26.201117,-13.188531,-3.628056
1984,-52.920361,-26.429934,-13.355427,-8.368063
1985,-50.397148,-24.847343,-12.901237,-8.723324
1986,-48.766118,-26.289090,-13.367444,-10.680413
1987,-49.263396,-26.904715,-13.273390,-13.253201
1988,-46.983509,-27.921549,-13.684820,-14.756100
1989,-44.740848,-28.055248,-13.536685,-15.146646
1990,-51.421309,-28.369802,-14.245925,-18.324763
1991,-54.400287,-30.163880,-14.382079,-23.568350
1992,-57.738888,-30.846373,-14.793070,-29.344316
1993,-58.930017,-32.196447,-14.308543,-29.908902
