"Year","Bioenergy","Other","Biofuels","Nuclear","Hydro","Solar","Wind","Gas","Oil","Coal"
1965,"NaN",0,"NaN",0.002567,8.141024,0,0,0.660925,36.990082,20.503751
1966,"NaN",0,"NaN",0.059379,8.407679,0,0,0.671496,43.718334,21.634809
1967,"NaN",0,"NaN",0.063286,7.187444,0,0,0.687394,51.238582,23.515725
1968,"NaN",0,"NaN",0.103721,7.604480,0,0,0.738597,57.616658,23.894722
1969,"NaN",0,"NaN",0.106172,7.705061,0,0,0.806631,69.768876,25.209273
1970,"NaN",0.023518,"NaN",0.443906,7.614013,0,0,1.219894,83.466854,23.983823
1971,"NaN",0.022538,"NaN",0.766205,8.393370,0,0,1.291199,88.775389,21.496504
1972,"NaN",0.023465,"NaN",0.894829,8.370910,0,0,1.274626,96.282642,20.728413
1973,"NaN",0.023656,"NaN",0.904066,6.481273,0,0,1.750123,107.379117,21.624441
1974,"NaN",0.028277,"NaN",1.811218,7.922068,0,0,2.361319,100.397627,22.628659
1975,"NaN",0.034396,"NaN",2.283155,7.898384,0,0,2.795270,98.334172,20.920856
1976,"NaN",0.033044,"NaN",3.063756,7.831288,0,0,3.315166,101.892448,20.238932
1977,"NaN",0.047512,"NaN",2.818004,6.768437,0,0,4.008541,101.863520,18.904981
1978,"NaN",0.073003,"NaN",5.231742,6.438690,0,0,5.575012,101.792893,16.964379
1979,"NaN",0.096208,"NaN",6.158225,7.361097,0,0,6.560497,99.320388,17.968760
1980,"NaN",0.094786,"NaN",7.172602,7.990555,0,0,7.706865,87.874540,20.722078
1981,"NaN",0.098067,"NaN",7.577654,7.876391,0,0,7.672528,82.332480,23.082614
1982,1.328778,0.939023,"NaN",8.785426,7.294060,0,0,7.810198,77.241722,21.882881
1983,1.392118,1.042769,"NaN",9.745823,7.488702,0,0,8.356263,78.754035,21.444328
1984,1.496845,1.141419,"NaN",11.384624,6.328297,0,0,11.175589,76.744465,23.845874
1985,1.538858,1.189199,"NaN",13.458644,7.283802,0,0,11.906896,74.598109,24.753958
1986,1.554240,1.288795,"NaN",13.879356,7.068418,0,0,12.056705,74.613392,23.457934
1987,1.619177,1.375778,"NaN",15.757159,6.511221,0,0,12.308640,77.721437,23.829245
1988,1.720105,1.481956,"NaN",14.465725,7.827163,0,0,12.998585,82.033077,25.645133
