"Year","Coal","Oil","Gas","Cement","Flaring"
2000,26.699568,263.873952,81.201568,14.280958,5.382886
2001,30.638368,275.576768,82.887008,13.813007,4.569531
2002,34.701435,265.359172,92.170763,14.343134,3.726546
2003,42.458432,273.195168,101.903168,14.438746,3.973161
2004,37.881779,276.735940,105.646892,15.134717,3.189110
2005,46.807600,291.123120,105.515872,16.461657,3.523614
2006,50.288400,284.689136,117.936832,17.592605,4.012092
2007,45.840304,286.649376,117.273648,18.820230,5.011702
2008,40.783984,288.397104,118.567040,18.512234,6.720925
2009,40.813296,272.740832,123.432832,17.738942,5.567641
2010,51.054176,259.678672,124.121664,16.857204,4.697251
2011,56.041308,272.512081,130.706870,17.667595,6.373758
2012,49.222543,290.157986,135.726564,18.331257,8.050264
2013,49.976960,277.694560,142.276784,17.366974,8.099833
2014,48.943712,269.274688,138.502864,18.190161,9.133108
2015,44.114222,258.874271,147.976833,19.073898,9.394480
2016,47.621008,251.592224,151.455104,19.637319,8.522085
2017,48.529680,245.839744,143.251408,19.662371,7.123260
2018,47.313232,228.842448,165.521200,19.375978,7.360420
2019,45.268362,238.026216,157.100087,19.411144,8.429853
2020,33.704844,204.105017,160.950799,19.337553,10.842072
2021,29.220157,219.977403,165.838589,19.560929,12.237033
2022,35.957891,235.344278,164.588060,18.789932,10.655503
2023,38.865253,238.040779,176.578687,18.815774,10.322937
