"Year","BLUE","H&C2023","OSCAR","LUCE"
1850,11.577471,62.695437,18.718497,8.427383
1851,12.114833,65.072274,19.380325,8.590138
1852,12.039904,67.540857,20.014856,8.673860
1853,12.141067,70.027944,20.604211,8.748020
1854,12.207532,72.557239,21.204081,8.825550
1855,12.264031,75.050921,21.748478,8.846142
1856,12.442175,77.663316,22.357508,8.929058
1857,12.536779,80.308541,22.946972,8.985960
1858,12.748778,82.964062,23.526324,9.066018
1859,12.825759,85.502848,24.092595,9.114127
1860,13.739744,87.694359,24.964114,9.760786
1861,14.211777,89.258448,25.841642,10.002207
1862,14.625735,90.240033,26.571878,10.259163
1863,14.950842,90.605590,27.225059,10.428330
1864,15.170536,90.694736,27.879852,10.543197
1865,15.228866,90.942605,28.552599,10.646851
1866,15.500405,91.584794,29.227545,10.775971
1867,15.663783,92.698980,29.889813,10.863467
1868,15.765679,94.416920,30.582785,10.943122
1869,15.838446,96.749862,31.266854,11.031388
1870,16.883089,99.793364,32.083743,12.148322
1871,17.577710,103.421676,32.816543,12.491162
1872,18.020834,107.885601,33.627532,12.811616
1873,18.170326,112.956870,34.364583,12.916150
1874,18.543577,118.473095,35.091191,13.048896
1875,18.668227,124.090776,35.871952,13.166034
1876,18.928920,129.469822,36.641942,13.300467
1877,19.050382,134.387459,37.343488,13.349711
1878,19.415792,138.838853,38.157995,13.533937
1879,19.389815,142.653407,38.895082,13.582558
1880,19.598956,146.170150,39.601501,13.641878
1881,20.027864,149.527290,40.289967,13.800603
1882,20.436143,152.842111,41.029655,13.928183
1883,20.474432,156.162538,41.752343,14.009854
1884,20.652796,159.593324,42.512293,14.131352
1885,20.635392,163.084603,43.222669,14.176236
1886,20.919718,166.634360,43.959903,14.282748
1887,21.226138,170.166456,44.685375,14.371197
1888,21.036087,173.777951,45.402456,14.383179
1889,21.333896,177.557403,46.123238,14.490973
1890,23.149335,181.602936,48.000818,15.634948
1891,24.627393,185.782131,50.154188,16.105039
1892,25.592197,189.950151,51.460697,16.420363
1893,26.471631,194.245824,52.636621,16.599239
1894,27.486559,198.894927,53.864830,16.857661
1895,27.858564,203.983527,55.106377,16.987037
1896,28.455210,209.499716,56.407646,17.182548
1897,28.729937,215.314740,57.763766,17.339257
1898,29.390813,221.389506,59.113071,17.537150
1899,29.635531,227.574191,60.608203,17.691734
1900,61.608658,233.210815,63.696515,44.129692
1901,81.400743,238.089688,66.796882,57.289828
1902,93.449148,242.089347,68.819080,67.048562
1903,102.145652,244.833646,70.699408,73.443708
1904,108.642070,246.429685,73.595947,79.098652
1905,113.609245,247.308129,75.203160,84.164022
1906,116.104466,247.982708,77.580657,88.386562
1907,120.706230,249.059411,79.388401,92.621890
1908,124.021857,250.322538,82.833111,96.308716
1909,125.113069,251.586984,84.467951,99.383105
1910,137.918859,252.419628,88.125026,109.228200
1911,145.085680,253.354132,91.880223,114.923448
1912,150.282074,254.346489,96.694352,119.587794
1913,155.577141,255.301255,100.835332,123.154258
1914,156.824916,256.214690,104.204636,126.022181
1915,161.799858,256.844165,104.964660,128.069294
1916,161.514836,257.259772,105.495610,129.195791
1917,165.528931,257.549009,109.126231,130.920253
1918,166.179401,257.707184,114.081938,132.052429
1919,168.676380,257.721730,119.465526,133.373814
1920,187.650184,257.633024,119.835883,151.936297
1921,202.463370,257.583927,119.725047,162.470407
1922,209.337657,257.616609,122.354737,169.988239
1923,214.483159,257.595175,123.481710,175.216291
1924,218.875892,257.180447,121.980789,179.927682
1925,223.007381,256.361470,128.715001,183.872820
1926,224.179532,255.216543,131.852777,187.151807
1927,226.996122,253.944805,130.405168,190.354473
1928,228.928808,252.445496,130.074821,193.030952
1929,229.747273,250.480090,132.114167,195.483926
1930,181.915621,247.815666,134.385407,152.599444
1931,150.307136,244.374547,131.246568,131.609524
1932,132.771599,240.279990,136.397163,116.689716
1933,120.889027,235.465678,134.036668,107.316801
1934,112.336921,230.021853,133.420236,98.999045
1935,105.485314,224.544649,133.598050,90.742844
1936,100.020348,218.854237,132.888260,83.406783
1937,95.522349,212.418312,130.443383,76.889736
1938,92.447190,205.979271,130.425686,71.226438
1939,89.100492,200.386578,132.303046,66.026086
1940,62.616111,195.311425,130.697884,34.475932
1941,46.476741,190.099862,126.001149,17.926193
1942,34.687454,185.076957,122.994251,4.772067
1943,25.396540,178.984165,123.920804,-4.963841
1944,17.729620,170.135752,123.493654,-13.741466
1945,11.214148,159.442551,121.621167,-19.628927
1946,5.586391,148.483417,117.939470,-24.872478
1947,0.647209,138.097113,113.665854,-29.617541
1948,-3.740944,128.740759,111.449976,-33.847079
1949,-7.922191,120.222105,108.818858,-37.872167
1950,12.026457,94.248266,106.397870,-17.373882
1951,22.565880,64.048222,104.363984,-6.889639
1952,30.044360,45.053350,100.883477,0.498744
1953,35.292454,34.922537,99.538386,5.172066
1954,39.111698,29.240625,94.716855,9.271789
1955,42.324330,25.863773,90.597566,14.022458
1956,45.055255,24.145174,88.103481,18.242470
1957,46.976987,23.437472,86.675218,22.321564
