"Year","Bioenergy","Other","Biofuels","Nuclear","Hydro","Solar","Wind","Gas","Oil","Coal"
1965,"NaN",0.081281,0,0.125118,6.080271,0,0,3.563765,37.297343,44.610527
1966,"NaN",0.113355,0,0.152352,6.564120,0,0,4.013366,40.785592,42.506013
1967,"NaN",0.122862,0,0.178952,6.281036,0,0,4.735560,43.963267,41.375782
1968,"NaN",0.136933,0,0.205312,6.360337,0,0,5.965743,48.290032,41.813736
1969,"NaN",0.148622,0,0.306277,6.204897,0,0,7.450641,53.911488,42.525425
1970,"NaN",0.198685,0,0.446612,6.508420,0,0,8.971633,59.893914,41.898800
1971,"NaN",0.201151,0,0.579832,6.426804,0,0,10.558964,62.685143,40.386207
1972,"NaN",0.196169,0,0.900746,6.701299,0,0,12.410400,66.817609,39.450714
1973,"NaN",0.210393,0,1.045669,6.622653,0,0,14.153342,71.543491,39.258709
1974,"NaN",0.220314,0,1.210948,7.108062,0,0,15.752320,66.909683,39.498206
1975,"NaN",0.232242,0,2.025489,7.117646,0,0,16.881486,65.003244,38.068093
1976,"NaN",0.231555,0,2.359691,6.178361,0,0,18.350264,69.733679,39.774805
1977,"NaN",0.240236,0,2.891396,8.179525,0,0,19.024104,68.227114,39.553571
1978,"NaN",0.252668,0,3.452732,7.927546,0,0.000079,19.668363,71.462448,40.193062
1979,"NaN",0.256310,0,3.852401,8.274512,0,0.000158,20.491170,73.190294,41.431045
1980,"NaN",0.285870,0,4.662259,7.812948,0,0.000276,20.326287,68.504837,42.894745
1981,"NaN",0.276212,0,6.675717,7.680275,0,0.000274,19.923908,63.568842,41.553181
1982,"NaN",0.252632,0,7.268813,7.525807,0,0.000482,19.326315,59.492560,42.072305
1983,"NaN",0.259843,0,8.628484,7.653603,0,0.000782,19.998920,57.306247,42.257259
1984,"NaN",0.269241,0,11.223243,7.739874,0,0.000989,20.970407,55.924488,43.737837
1985,"NaN",0.297814,0,13.744345,7.866539,0,0.001482,21.931799,57.932016,44.833209
1986,"NaN",0.319553,0,15.087100,7.409850,0,0.003440,22.185663,59.705614,43.553590
1987,"NaN",0.312306,0,15.665187,8.111469,0,0.004898,23.281726,59.678414,43.915987
1988,"NaN",0.332452,0,16.797526,8.537477,0,0.008438,23.187539,59.692976,43.208252
1989,"NaN",0.342701,0,17.656340,6.958067,0.000232,0.012919,23.930344,59.602406,43.175995
1990,4.316772,0.466661,0,17.796062,7.240357,0.000291,0.019596,25.056370,60.206486,39.172597
1991,4.504589,0.479770,0,18.237074,7.554457,0.000343,0.024608,25.573163,60.564223,36.811887
1992,4.513901,0.500487,0.001059,18.209267,7.849839,0.000558,0.037968,24.657348,60.709081,34.134660
1993,4.859392,0.547716,0.003524,18.706901,8.029633,0.000715,0.052125,25.089546,59.664221,32.486453
1994,4.802969,0.569085,0.011753,18.614276,8.248013,0.000746,0.066286,24.727341,59.883153,31.685651
1995,4.988480,0.625123,0.017816,19.110168,8.209159,0.000976,0.087174,26.739584,61.159466,31.290463
1996,5.297541,0.621776,0.026887,20.044259,8.162861,0.001023,0.108883,29.007536,62.347154,31.303147
1997,5.518760,0.742999,0.036685,20.178999,8.392405,0.001251,0.165963,28.193338,62.575595,30.326669
1998,5.594186,0.823834,0.033434,20.006824,8.652393,0.001478,0.257319,28.934601,64.181729,28.923057
1999,5.580227,0.840340,0.037092,20.343533,8.588115,0.001730,0.333729,29.628262,63.704634,27.524946
2000,5.741622,0.916440,0.052482,20.589406,8.888877,0.001426,0.534559,30.283093,62.823842,27.848642
2001,5.813436,0.997186,0.062915,21.105674,9.295358,0.004300,0.639598,31.275240,63.393761,27.671085
2002,6.015570,1.142179,0.083306,21.239599,7.760871,0.007142,0.860180,31.429982,62.868786,27.812747
2003,6.703413,1.296097,0.107296,21.151133,7.454805,0.010718,1.052017,33.025386,62.718870,28.671077
2004,6.912572,1.547419,0.159579,21.439897,7.838270,0.017375,1.383540,33.798766,62.903808,28.084579
2005,7.457386,1.756525,0.261186,20.952558,7.325219,0.035183,1.622569,34.840227,62.887868,27.068908
2006,7.802401,1.990229,0.409667,20.710496,7.343210,0.059632,1.857650,34.616800,62.524633,27.702909
2007,8.341568,2.211582,0.595975,19.552965,7.222832,0.089404,2.334043,33.913984,60.933484,27.867709
2008,8.819065,2.451854,0.771932,19.636924,7.572071,0.174043,2.618271,34.490463,60.029491,25.728792
2009,9.041565,2.677722,0.931481,18.134767,7.563090,0.326240,2.848231,32.296897,56.296834,22.719756
2010,9.965990,3.045472,1.029031,18.614364,8.491846,0.530311,3.162924,34.635954,55.993775,23.786680
2011,9.618826,3.241082,1.085709,18.112765,6.920303,1.052166,3.713129,31.815351,54.180546,24.458543
2012,10.534624,3.595137,1.201906,17.420897,7.392293,1.568248,4.189917,31.202203,51.904328,24.307319
2013,10.863846,3.743723,1.002726,17.177470,8.141602,1.851294,4.652078,30.543791,50.679490,23.846960
2014,10.418037,3.897181,1.062279,17.193718,8.133031,2.045572,4.868255,26.987050,49.683918,22.651766
2015,10.746815,4.026247,1.069602,16.533545,7.336139,2.181735,5.762367,28.198247,50.591758,22.563693
2016,10.874470,4.061791,1.061934,16.024911,7.497589,2.170761,5.800798,29.942961,51.336211,21.636388
2017,11.037872,4.127866,1.125608,15.734405,6.330914,2.300849,6.741528,31.281527,52.487303,21.344784
2018,11.257551,4.170003,1.247977,15.672549,7.345006,2.424077,6.870922,30.651543,52.015740,20.434669
2019,11.391691,4.264346,1.223021,15.658776,6.763346,2.639404,7.771393,31.720847,51.770945,16.437144
2020,11.348335,4.332860,1.286681,13.926327,7.343675,3.057711,8.447727,30.683873,45.111586,13.539333
2021,12.251535,4.575552,1.341454,14.861571,7.350052,3.434607,8.189634,32.071434,47.486974,15.470440
2022,11.799909,4.456819,1.402369,12.267053,5.753480,4.388041,8.833982,27.636813,48.666044,15.393395
2023,11.396442,4.018645,1.400171,12.382401,6.784080,5.142142,10.008768,25.567511,47.508499,12.214650
