"Year","BLUE","H&C2023","OSCAR","LUCE"
1899,-1.312665,9.805487,2.115997,-8.201351
1900,-1.361616,9.999276,2.182718,-7.921238
1901,-1.315559,10.209773,2.363317,-7.576089
1902,-1.287310,10.439102,2.472980,-7.258970
1903,-1.363045,10.584527,2.554541,-7.055618
1904,-1.385102,10.786156,2.614044,-6.807859
1905,-1.330142,11.055094,2.843814,-6.490007
1906,-1.364913,11.231992,2.911854,-6.267968
1907,-1.285404,11.529289,3.020968,-5.936120
1908,-1.313104,11.718901,3.140891,-5.713715
1909,-1.271738,11.968822,3.238097,-5.421584
1910,-0.769220,12.174776,3.471164,-4.524380
1911,-0.274544,12.515198,3.798579,-3.899778
1912,0.206503,12.882734,4.115222,-3.233920
1913,0.624529,13.197362,4.415193,-2.576708
1914,1.014525,13.473737,4.568129,-1.860066
1915,1.227220,13.546174,4.785074,-1.627036
1916,1.378836,13.456919,4.893345,-1.442920
1917,2.020000,13.728458,5.422647,-0.756176
1918,2.098373,13.369057,5.391576,-0.615882
1919,2.440077,13.285041,5.508494,-0.187524
1920,2.605104,13.152771,5.560853,-0.055070
1921,2.746351,13.111184,5.698033,0.114976
1922,3.043465,13.251809,5.926007,0.444004
1923,2.925521,13.025593,5.850455,0.358706
1924,3.455518,13.568268,6.341688,0.921643
1925,3.312329,13.644846,6.347917,0.799412
1926,3.362343,14.099695,6.498690,0.871849
1927,3.650663,14.916107,6.868461,1.183802
1928,3.971410,15.888643,7.348042,1.529024
1929,4.619241,17.404806,8.172369,2.202064
1930,3.744388,17.997312,7.943369,1.258621
1931,3.242713,19.076653,7.959271,0.845248
1932,3.444856,21.058400,8.563354,1.111218
1933,2.849163,22.588853,8.672028,0.568836
1934,2.737155,25.107487,9.259844,0.502628
1935,2.774454,28.148717,9.905587,0.579791
1936,2.370828,31.155065,10.536308,0.210533
1937,2.527647,35.298170,11.392219,0.396884
1938,2.256035,39.337327,12.147186,0.150627
1939,2.875324,44.253609,13.636895,0.791644
1940,2.339171,48.084357,14.151980,0.298909
1941,2.050411,52.624493,14.962347,0.004324
1942,2.487343,58.103822,16.323780,0.439680
1943,2.591987,63.174285,17.399420,0.543481
1944,2.555054,67.694745,18.332311,0.505962
1945,1.996477,71.366146,18.896494,-0.045140
1946,2.076389,75.555600,19.779774,0.041403
1947,1.991054,79.305301,20.334504,-0.038142
1948,1.944192,82.627377,21.408899,-0.079875
1949,2.145822,85.510176,21.622253,0.126298
1950,1.299254,87.423626,22.013275,-0.862652
1951,0.990892,88.743069,22.021519,-0.948426
1952,0.716422,89.285121,22.152654,-1.121807
1953,0.396738,88.959575,22.158846,-1.397706
1954,0.105010,87.797977,22.102384,-1.664372
1955,-0.063314,85.996865,21.554652,-1.763593
1956,-0.945349,82.647089,21.060086,-2.619760
1957,-1.618242,78.824475,20.207913,-3.235019
1958,-2.783321,74.028738,19.555208,-4.296223
1959,-110.914116,68.257462,6.751323,-32.059487
1960,-103.242287,61.511342,-17.103405,-30.252915
1961,-99.777095,53.480257,-22.778209,-28.707660
1962,-95.161481,44.342607,-25.951746,-23.836702
1963,-88.346954,40.676152,-25.075170,-18.922728
1964,-81.949134,32.074619,-25.812514,-14.897568
1965,-77.642578,25.774994,-24.162101,-12.677513
1966,-74.171451,21.175099,-26.243693,-10.879955
1967,-70.781812,16.376908,-26.050161,-9.325943
1968,-68.386728,11.063521,-26.055510,-8.581161
1969,-66.390617,4.541858,-26.357314,-8.310355
1970,-64.603172,1.251806,-26.404763,-8.168595
1971,-62.907399,-2.322097,-26.146377,-8.155331
1972,-60.713359,-5.741341,-26.120143,-8.062229
1973,-58.439921,-8.738933,-24.642928,-7.889215
1974,-56.116652,-11.086568,-21.974767,-7.651165
1975,-53.983910,-12.828946,-22.844527,-7.467049
1976,-52.168765,-14.481740,-20.137674,-7.493210
1977,-50.221935,-15.661328,-21.225479,-7.795600
1978,-48.511287,-16.808747,-22.396090,-8.077984
1979,-46.918436,-18.254634,-22.591345,-8.443102
1980,-45.224496,-19.487021,-19.972281,-8.513157
1981,-43.424995,-20.447612,-20.579552,-8.317536
1982,-41.637623,-21.069172,-22.752561,-8.011886
1983,-40.444808,-21.960770,-24.168697,-8.182225
1984,-38.633179,-22.393122,-23.769174,-7.878553
1985,-37.351256,-22.895237,-25.675846,-7.729758
1986,-35.542302,-23.118887,-24.809567,-7.153447
1987,-34.190982,-23.452898,-27.486119,-6.941521
1988,-33.000476,-23.468763,-27.191130,-6.693395
1989,-32.139545,-23.801307,-30.241923,-6.764074
1990,-31.214862,-24.135134,-32.541706,-6.855417
1991,-30.429776,-24.343689,-31.346619,-6.827681
1992,-29.117075,-24.528831,-31.129051,-6.549656
1993,-28.659039,-22.641175,-29.724090,-6.647192
1994,-28.188471,-21.285788,-30.567763,-2.963223
1995,-28.385777,-20.813792,-28.702970,-3.968808
1996,-27.697788,-20.205861,-28.389588,-4.209203
1997,-26.905961,-19.605001,-29.222379,-4.060665
1998,-25.871870,-19.322580,-30.361846,-3.694338
1999,-23.103535,-18.488397,-27.048417,-1.690789
2000,-23.770347,-17.471418,-25.193994,-3.190318
2001,-23.487999,-16.391124,-25.201505,-3.254438
2002,-23.059054,-15.482195,-25.140536,-3.341898
2003,-22.416535,-14.562312,-24.763400,-3.267958
2004,-21.400361,-13.483373,-24.091533,-2.847807
2005,-20.963246,-12.710306,-21.687656,-2.910462
2006,-20.387046,-11.923462,-21.863857,-2.789403
2007,-19.841073,-11.108808,-21.657464,-2.777568
2008,-19.400440,-10.275102,-20.219124,-2.842604
2009,-18.437395,-9.433518,-19.210169,-2.600634
2010,-18.759680,-9.342944,-19.302978,-3.372199
2011,-15.052518,-9.819630,-17.756990,-0.295318
2012,-16.395118,-8.529316,-17.090105,-3.081937
2013,-16.470156,-7.975612,-17.694482,-3.946275
2014,-15.989440,-7.032279,-17.229813,-3.844379
2015,-16.194514,-6.625721,-17.169724,-4.163806
2016,-16.031026,-7.540915,-17.795279,-4.129401
2017,-15.979473,-8.235023,-16.902472,-4.219096
2018,-15.749154,-8.686501,-17.306501,-4.205393
2019,-15.503300,-9.003730,-17.370621,-4.308424
2020,-15.479337,-9.224633,-17.157340,-4.575896
2021,-15.383157,-9.225659,-17.195372,-4.913241
2022,-15.268657,-9.229176,-16.382916,-5.172945
2023,-15.136387,-9.229176,-17.039688,-5.327859
