"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.274273,4.023489,1.292879,0.083978,0.352087,0.069085
2001,0.301225,3.985238,1.302859,0.088558,0.300733,0.067924
2002,0.504381,3.784242,1.478478,0.098278,0.261241,0.065592
2003,0.371946,3.906677,1.602339,0.105211,0.207266,0.073974
2004,0.380591,4.096256,1.728789,0.091524,0.261179,0.076788
2005,0.480346,4.414487,1.897644,0.106880,0.285637,0.085617
2006,0.515514,4.265399,2.098378,0.106811,0.311877,0.079057
2007,0.473702,4.451087,2.053490,0.101791,0.278302,0.088079
2008,0.423163,4.593214,2.159877,0.095172,0.396797,0.084461
2009,0.431087,4.390503,2.346077,0.101310,0.268657,0.084387
2010,0.533228,4.216735,2.377604,0.056372,0.371666,0.096029
2011,0.616777,4.277326,2.549106,0.096149,0.360171,0.099263
2012,0.537358,4.369197,2.651536,0.083067,0.314440,0.115210
2013,0.533616,4.230395,2.800622,0.111097,0.274311,0.124246
2014,0.532580,4.037370,2.838544,0.090566,0.379302,0.151705
2015,0.531542,3.916098,2.908185,0.107702,0.299484,0.176505
2016,0.520680,4.023653,2.989081,0.097725,0.289421,0.191674
2017,0.636310,3.926332,3.097207,0.100052,0.295829,0.200022
2018,0.567164,3.677298,3.249851,0.123889,0.307017,0.229781
2019,0.541493,3.506586,3.362017,0.101896,0.223975,0.333124
2020,0.239368,3.020202,3.320814,0.101413,0.253545,0.415561
2021,0.198454,3.443941,3.298997,0.107778,0.327037,0.457013
2022,0.244213,3.774268,3.274093,0.097717,0.333744,0.459067
2023,0.263959,3.837450,3.512619,0.111150,0.190767,0.537013
