"Year","BLUE","H&C2023","OSCAR","LUCE"
1850,797.973620,931.575041,516.835523,738.485612
1851,861.796469,957.648212,558.672174,792.476411
1852,914.353069,988.107080,593.641573,840.966556
1853,925.058580,982.743204,589.993218,842.884624
1854,962.976291,1008.575687,616.087274,874.196178
1855,974.393754,1011.777033,617.753991,879.789641
1856,1004.711522,1037.619518,640.075665,905.463508
1857,1017.923613,1049.111361,646.815336,914.988773
1858,1048.829160,1079.975139,672.551785,942.984297
1859,1088.401276,1120.619378,708.077820,980.261357
1860,963.090058,1140.524534,704.379781,834.381505
1861,885.525449,1122.638791,652.414222,771.121923
1862,872.666055,1155.358971,661.366729,759.695336
1863,857.815607,1182.746784,666.641534,743.675008
1864,825.621944,1188.306758,653.141232,709.230770
1865,789.453794,1183.623873,634.203812,668.164805
1866,792.145552,1212.718964,652.798648,665.685303
1867,777.034739,1222.959148,652.447711,645.272939
1868,764.646755,1233.983904,653.643164,627.428563
1869,746.749947,1236.481983,648.002033,603.791586
1870,1089.822578,1276.950643,727.377683,961.176277
1871,1240.851449,1313.809530,822.647326,1082.272467
1872,1315.982758,1313.654616,850.506953,1153.629709
1873,1398.767248,1333.883340,893.537445,1231.850833
1874,1461.448651,1340.193921,922.401741,1294.232082
1875,1508.572601,1341.841988,940.667074,1345.891624
1876,1554.186433,1346.640802,961.592581,1397.359649
1877,1600.923758,1356.140858,987.124469,1450.817116
1878,1663.512865,1384.397992,1031.461763,1520.739829
1879,1705.504394,1397.626241,1057.943433,1570.491013
1880,1545.801259,1410.487065,1049.719659,1395.576343
1881,1453.495756,1376.459423,973.843678,1325.730098
1882,1452.417514,1415.841451,989.384717,1336.035830
1883,1463.214296,1463.494666,1016.475307,1364.258010
1884,1439.026877,1474.706835,1007.663314,1353.990053
1885,1432.025815,1499.465802,1014.353485,1349.121623
1886,1407.986531,1499.926880,1002.149250,1326.317290
1887,1426.521974,1532.231745,1030.379821,1345.198835
1888,1413.781953,1521.600210,1024.957760,1331.889611
1889,1391.745045,1493.952875,1008.051368,1308.355410
1890,1487.405710,1531.251332,1084.754717,1406.342604
1891,1504.403152,1531.253347,1131.944142,1408.369786
1892,1490.062843,1504.813850,1129.289281,1382.597356
1893,1542.633768,1547.202556,1188.757576,1422.390778
1894,1547.520591,1541.522477,1198.953243,1416.004499
1895,1526.830863,1506.051879,1182.159079,1387.659868
1896,1547.035917,1505.496050,1204.570155,1401.374477
1897,1554.580460,1484.986847,1212.572514,1403.621498
1898,1577.438947,1470.840876,1234.081403,1422.299214
1899,1612.222508,1460.928070,1265.907750,1453.870620
1900,1519.942616,1406.388294,1224.401335,1330.351134
1901,1492.113107,1352.913570,1171.153522,1321.124047
1902,1490.630543,1310.059243,1154.734552,1336.115119
1903,1455.802647,1238.627364,1101.143679,1317.895073
1904,1471.204784,1219.653047,1110.993280,1348.478152
1905,1464.535058,1179.391183,1106.059521,1356.640261
1906,1455.768132,1137.751252,1091.054415,1360.992690
1907,1449.809003,1097.031205,1072.131028,1366.419074
1908,1456.948453,1069.830988,1073.651478,1383.354558
1909,1450.558364,1038.585202,1048.363319,1385.358986
1910,1363.576873,996.741480,1029.013222,1316.993949
1911,1351.881714,968.823338,1033.662362,1317.000141
1912,1298.837364,873.540139,976.180760,1267.527494
1913,1280.534584,801.089449,956.912297,1251.845281
1914,1283.141740,728.404372,952.542354,1255.499901
1915,1240.970639,618.273436,899.184915,1210.781038
1916,1238.075236,566.787604,875.446152,1205.048050
1917,1231.006025,536.120584,850.260549,1195.457750
1918,1221.773844,534.597312,844.936170,1183.821069
1919,1225.380136,556.709149,845.691174,1185.394098
1920,1206.570882,554.181209,817.573895,1119.329137
1921,1243.117157,628.712025,879.364214,1165.023174
1922,1197.116076,630.351409,844.847538,1129.534989
1923,1161.572528,624.211021,825.870766,1101.260414
1924,1129.782968,622.712299,801.022764,1077.795681
1925,1145.768744,674.668442,838.054849,1107.382665
1926,1112.650617,667.227444,823.153104,1087.672763
1927,1051.692100,630.877669,773.515357,1039.826675
1928,1068.764984,676.114659,801.525465,1069.655849
1929,1008.443673,658.432452,755.820619,1021.754985
1930,896.312156,713.159934,744.408395,912.825547
1931,869.424295,806.467028,776.606784,879.002980
1932,780.143716,822.935060,733.191645,778.331502
1933,737.366223,863.397637,728.586327,728.131111
1934,716.815397,902.949711,746.484271,699.439133
1935,656.485219,901.455129,723.654363,630.194956
1936,642.002966,932.945194,739.872656,607.453094
1937,598.037494,927.219241,728.125432,555.858039
1938,566.395263,925.882980,726.254777,517.623466
1939,533.485801,916.835502,716.208382,478.920011
1940,610.928142,906.004388,740.033029,556.888649
1941,630.250173,863.989044,737.502414,575.930127
1942,628.424731,796.276712,714.660965,576.930729
1943,641.504698,750.851868,706.323130,589.871134
1944,648.258806,718.004072,703.239398,597.778962
1945,646.866303,686.528077,693.724283,605.497874
1946,638.853648,642.232772,677.050848,605.733543
1947,651.525775,602.515158,682.129775,626.364024
1948,648.667415,539.375535,673.150593,630.757527
1949,594.755649,433.639383,658.540759,596.434640
1950,475.019976,283.891996,614.395898,493.817029
1951,426.334283,122.801158,583.786842,461.224870
1952,369.453541,-24.781134,534.985880,413.145459
1953,339.161714,-111.177338,498.389115,387.850558
1954,348.944338,-166.095202,486.695459,396.275523
1955,321.690260,-248.671833,443.973292,361.143406
1956,305.818618,-311.145927,409.611531,338.841627
1957,281.899843,-375.542010,376.849875,310.567638
1958,271.272264,-422.613235,351.382656,295.316312
1959,202.744362,-466.208716,323.979967,221.108843
1960,199.054934,-515.406343,280.690466,252.810687
1961,69.091938,-574.513698,228.670753,130.046352
1962,217.076062,-613.735609,201.935644,323.668527
1963,124.979223,-631.583282,197.326845,198.454221
1964,75.418860,-684.266363,150.333920,154.218456
1965,48.664992,-701.831139,138.150937,107.254806
1966,18.418928,-723.529933,116.143524,71.524504
1967,487.156976,-648.555224,196.519263,632.885541
1968,798.452651,-628.058991,257.325798,968.683667
1969,425.774790,-656.497383,180.966865,504.007859
1970,337.724400,-600.772047,153.123690,421.670524
1971,271.072063,-598.518577,122.062313,350.877684
1972,248.741266,-592.564980,122.605684,334.774514
1973,198.779878,-634.603957,82.345469,288.953299
1974,190.060071,-666.142680,64.048515,281.701657
1975,184.520835,-674.783088,67.007782,271.836593
1976,207.184691,-675.017767,74.365680,294.242320
1977,332.594947,-671.469623,80.707954,432.698761
1978,250.423555,-681.975300,70.266616,306.266945
1979,233.980292,-668.043636,68.498993,294.642575
1980,264.893607,-614.158984,72.165338,336.878602
1981,259.264603,-543.894383,92.178362,315.163540
1982,253.020598,-552.644015,114.889703,290.368556
1983,275.367810,-537.146614,114.401732,288.698065
1984,280.446554,-558.960897,117.939653,300.414438
1985,286.783222,-644.087159,122.542993,314.406631
1986,216.803643,-676.330762,85.148978,253.202882
1987,257.921088,-663.558791,88.280782,300.011837
1988,272.751128,-664.069076,94.863598,313.765651
1989,269.547876,-661.019126,90.527547,312.869986
1990,287.004931,-641.669212,90.820411,322.253343
1991,233.531122,-538.376655,88.969028,268.628981
1992,183.851532,-473.589551,87.543146,206.307016
1993,168.151109,-469.730772,80.931385,194.788169
1994,215.142715,-447.849328,74.788469,276.776398
1995,100.209887,-433.304823,68.463159,97.236075
1996,79.751613,-414.534408,57.931064,93.794443
1997,97.153708,-396.680285,48.108760,126.249752
1998,114.832105,-344.690800,48.111031,138.656569
1999,151.490388,-259.167178,63.834611,204.649972
2000,140.489485,-294.013393,68.482652,166.659128
2001,45.569131,-362.698664,38.941322,19.441440
2002,2.571065,-369.289137,17.620982,-30.342427
2003,58.450363,-384.275007,47.081154,115.109690
2004,-6.352387,-388.569215,66.375448,-63.411969
2005,45.779482,-384.751730,75.236576,107.971705
2006,-39.554529,-401.998398,61.356941,-80.611188
2007,-58.275407,-397.893875,21.523142,-73.514826
2008,-9.600193,-382.235039,38.914281,58.249246
2009,-69.884425,-418.186720,-1.468201,-63.572672
2010,-13.975998,-424.253168,-1.192082,85.773544
2011,-93.367880,-442.953857,2.906981,-89.106208
2012,17.830893,-440.248799,-9.039454,140.852880
2013,-38.196944,-468.605814,-12.028033,-14.653802
2014,56.011971,-422.814974,7.244681,162.596962
2015,33.314077,-371.747022,-14.859132,62.183320
2016,75.345580,-357.587970,-18.642139,167.609424
2017,126.097220,-325.272369,15.469921,215.594926
2018,73.100867,-309.512992,22.835880,87.770057
2019,58.163142,-248.004508,7.411283,124.841347
2020,57.983643,-162.351510,-1.883992,127.335908
2021,93.629343,-151.293815,16.241120,194.028989
2022,102.272939,-156.579758,27.948809,199.415911
2023,115.708460,-156.580307,28.029417,221.855603
