"Year","BLUE","H&C2023","OSCAR","LUCE"
1850,550.025134,142.734601,189.718732,429.961533
1851,630.546187,209.625281,258.460612,506.959870
1852,618.627965,189.276671,240.064987,495.139953
1853,626.030527,190.459044,242.715121,502.014863
1854,662.773925,221.798701,275.750002,538.972128
1855,601.372320,155.780200,211.526750,478.933385
1856,680.425612,230.638907,288.267948,559.402739
1857,609.427221,155.825377,215.410114,490.029589
1858,611.833700,154.710715,216.301382,494.173390
1859,602.426196,142.151622,205.767236,486.673035
1860,537.283427,98.025777,163.249886,424.630486
1861,642.751338,206.723027,273.351584,531.731332
1862,645.391726,210.879358,279.052219,535.755539
1863,615.581349,182.291988,251.808473,508.397148
1864,593.876509,161.772928,232.483182,489.006710
1865,597.391347,166.737172,238.527609,494.363991
1866,624.667776,195.489825,268.278959,523.232720
1867,577.462888,150.086783,223.817162,477.931757
1868,581.748925,156.266852,230.898685,484.195621
1869,577.111437,153.691390,229.207199,481.716266
1870,664.773590,198.371928,276.227751,567.875739
1871,595.831583,106.867558,188.197110,493.441066
1872,706.174958,201.945097,286.162870,603.179478
1873,633.583020,116.429352,203.322505,529.276452
1874,745.037760,216.324758,305.867203,640.313239
1875,754.490257,215.186940,307.368197,650.348825
1876,742.160238,193.145891,287.946066,638.658576
1877,724.298714,166.295770,263.685000,621.626179
1878,726.927194,160.682961,260.624680,625.343197
1879,705.640637,131.855086,234.310089,605.382055
1880,791.867491,197.837277,303.298372,679.222317
1881,783.127532,170.943810,279.753655,666.039538
1882,843.664249,217.739282,329.550089,725.092483
1883,736.044106,98.236420,212.829889,616.239110
1884,897.289784,248.903691,366.184117,776.771224
1885,868.451026,210.765701,330.657607,746.902480
1886,809.972670,143.991499,266.419882,687.308362
1887,868.739640,195.311132,320.200294,745.269764
1888,809.522841,129.592712,256.861496,685.696092
1889,859.420878,174.128192,303.691446,735.894395
1890,949.137363,224.550658,359.175435,834.338930
1891,1014.946503,279.907433,422.244343,899.629321
1892,1014.275661,272.662093,421.392316,902.565175
1893,1056.495640,308.619599,463.170527,948.958230
