"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,3.571545,5.653565,2.985285,1.732534,0.265065,0.149451
2001,3.581770,5.727468,3.148135,1.738527,0.245364,0.184813
2002,3.589736,5.536008,3.143260,1.662143,0.249035,0.262021
2003,3.649032,5.427782,3.181391,1.653672,0.191281,0.334538
2004,3.557196,5.365765,3.197558,1.663098,0.215215,0.436784
2005,3.403394,5.256207,3.250118,1.612748,0.202434,0.540585
2006,3.539921,5.246054,3.312248,1.645039,0.205187,0.676145
2007,3.629832,4.750051,3.190903,1.372756,0.215499,0.857283
2008,3.354510,5.036650,3.222023,1.444249,0.206806,0.900563
2009,3.003453,4.823418,3.039484,1.301763,0.191333,0.932390
2010,3.226220,4.887519,3.170565,1.347702,0.209364,1.008374
2011,3.278848,4.727775,2.910986,1.028955,0.175493,1.236048
2012,3.369867,4.699401,2.919962,0.942099,0.214743,1.396826
2013,3.468235,4.803345,3.059076,0.915993,0.225645,1.454368
2014,3.333222,4.673945,2.660221,0.909001,0.191027,1.590257
2015,3.294201,4.667552,2.770330,0.853888,0.183976,1.841148
2016,3.203766,4.758763,3.055851,0.782694,0.198009,1.830142
2017,3.009347,4.851022,3.158585,0.701692,0.193050,2.083584
2018,2.904084,4.605261,3.090626,0.694668,0.168519,2.172500
2019,2.247184,4.651790,3.214189,0.683605,0.187237,2.317418
2020,1.853520,4.205537,3.135870,0.584118,0.173228,2.445703
2021,2.238964,4.161026,3.302569,0.624900,0.185174,2.247859
2022,2.310337,4.247616,2.791610,0.312608,0.165415,2.459215
2023,1.826000,4.012257,2.723897,0.064755,0.183656,2.599815
