"Year","BLUE","H&C2023","OSCAR","LUCE"
1850,9.545233,42.129148,77.537751,7.166454
1851,11.881692,42.399588,79.031747,9.168610
1852,6.802912,35.803875,72.938808,3.819097
1853,11.687134,39.335678,76.937075,8.283461
1854,12.356400,39.019841,76.855221,8.636341
1855,13.525693,39.865053,77.551015,9.549483
1856,7.858620,34.200032,71.722177,3.674149
1857,15.529974,42.169452,79.473955,11.172745
1858,15.048964,42.646872,79.406758,10.546494
1859,10.732039,39.719226,75.909580,6.106386
1860,15.777734,44.756859,80.909291,10.924363
1861,16.075104,46.139396,82.092286,10.827267
1862,15.812432,47.820769,83.055625,10.268836
1863,17.429575,51.855529,86.445448,11.515989
1864,16.112147,53.071574,87.308210,9.921379
1865,19.510837,58.757626,93.085496,13.087368
1866,18.041280,59.515451,94.099727,11.429225
1867,19.018798,62.948143,97.752296,12.250034
1868,18.374887,64.785236,99.999390,11.474146
1869,21.253069,69.923739,105.870181,14.239916
1870,24.951144,69.627798,107.097987,16.398708
1871,23.719454,66.890497,106.104530,14.024766
1872,30.337554,72.622568,113.395231,19.896656
1873,30.941711,72.487733,114.904689,19.525309
1874,32.073080,72.888355,117.013248,19.944691
1875,35.911157,75.973333,121.818071,23.223604
1876,26.423852,65.402363,113.169858,13.287240
1877,33.032206,70.414935,120.324221,19.524467
1878,32.525584,68.025458,120.018790,18.704903
1879,37.617922,71.231494,125.067269,23.530061
1880,30.736783,67.007635,123.772082,18.298822
1881,30.799657,67.455779,126.644768,18.989889
1882,27.559252,63.706774,124.032043,15.965294
1883,29.742117,65.044317,126.246821,18.421163
1884,31.637431,66.080790,127.951387,20.451129
1885,28.249733,62.080728,124.352349,17.075046
1886,26.802343,60.392906,122.815704,15.610728
1887,31.007223,64.663554,127.112880,19.789008
1888,28.306708,62.251946,124.674855,17.060134
1889,23.608434,57.964920,120.373099,12.335332
1890,37.979558,63.582345,127.076130,25.196009
1891,41.775169,63.548416,127.760199,27.605785
1892,45.153377,64.989944,128.856028,29.997718
1893,47.507387,66.321698,129.819990,30.757411
1894,47.483791,65.691746,129.018234,29.562508
1895,50.427485,68.090237,131.541154,31.652453
1896,46.250232,63.391743,127.147762,26.794942
1897,55.235643,71.978511,136.091476,35.222948
1898,50.304522,66.702131,131.276796,29.838700
1899,51.696695,67.722408,132.885732,30.856816
1900,52.725473,70.822555,137.493908,31.648863
1901,51.362062,69.873652,136.979996,30.141713
1902,46.060437,64.461741,128.181339,24.631240
1903,50.898969,68.918924,139.579384,29.483585
1904,56.731837,74.181674,145.286247,35.279484
1905,55.474939,72.202051,139.752435,33.888336
1906,51.316225,67.158116,141.485104,29.601419
1907,53.204688,67.993874,141.464439,31.367687
1908,51.155705,64.755851,138.614506,29.204498
1909,48.957489,61.266733,136.105362,26.900099
1910,49.976447,65.086490,145.493959,28.786656
1911,44.805590,60.236636,138.369751,24.159683
1912,46.091178,61.008348,138.444826,25.694826
1913,46.701674,60.691192,139.846233,26.710963
1914,42.153148,54.962931,134.767782,22.430495
1915,45.143375,56.611218,134.728688,25.639500
1916,41.497182,51.474986,134.140322,22.151884
1917,43.254070,51.588607,135.183830,24.044121
1918,45.580087,52.150115,133.319073,26.471044
1919,43.044965,47.761706,126.894213,23.999273
1920,98.803607,47.648268,132.457887,67.854385
1921,119.956978,41.807999,130.479473,80.500168
1922,143.198720,47.279413,129.995239,98.314756
1923,151.546594,42.195577,122.782472,98.484033
1924,159.456767,39.267271,118.474927,100.493774
1925,162.773090,33.628375,110.777010,99.451915
1926,170.313126,33.348482,109.426276,103.517783
1927,177.692239,33.648747,108.267939,108.029010
1928,180.355820,29.902270,102.353510,108.313226
1929,184.126039,27.943056,98.118293,110.082498
1930,128.837562,25.535955,97.467676,65.197326
1931,103.471653,22.449694,91.223158,47.302533
1932,94.155933,25.795916,92.245377,42.329423
1933,80.404501,20.562258,86.931258,36.003930
1934,76.094978,23.021938,88.049804,36.952319
1935,67.434308,19.786186,79.377482,31.656227
1936,62.175625,18.934013,78.532234,28.905809
1937,61.992975,22.712733,79.298376,30.725205
1938,55.624137,20.014710,74.101835,25.964863
1939,53.234549,21.070125,76.125939,24.891494
1940,52.527983,20.666975,73.596093,25.273319
1941,54.053013,23.316670,78.422277,27.265729
1942,52.632371,23.677831,78.411102,26.232225
1943,55.024083,28.438063,77.701422,28.754303
1944,52.042687,28.072762,73.407104,26.088669
1945,50.759847,29.576761,73.480384,25.581425
1946,51.022592,32.967536,73.523033,26.585801
1947,51.222500,36.448996,78.150592,27.488097
1948,51.744730,40.189573,77.185751,28.665341
1949,50.906004,42.252808,80.692492,28.369326
1950,96.698126,44.348213,95.730024,68.504306
1951,117.735678,46.482420,95.295364,82.153842
1952,136.556877,52.938644,98.170724,94.710480
1953,148.912251,51.059855,94.255887,92.395711
1954,159.953166,53.037463,94.437072,93.952728
1955,168.111795,53.498724,97.847780,95.645056
1956,179.037256,57.308514,104.577998,100.779676
1957,192.935798,56.969557,93.608605,105.108875
1958,196.226180,62.992587,92.966599,110.016803
1959,205.745801,68.657534,92.989609,120.365514
1960,174.644413,66.657980,78.156967,86.423831
1961,222.276816,67.342598,65.151453,129.959735
1962,143.376900,68.292856,69.941290,64.808869
1963,192.357582,76.142866,78.776989,115.625691
1964,222.698543,82.796104,78.822643,138.002032
1965,265.453466,84.275151,73.921163,169.572192
1966,212.614812,97.377615,77.406030,125.191332
1967,412.189448,97.499113,114.589182,334.835739
1968,204.421448,87.009338,106.375153,80.467779
1969,117.009840,86.346154,81.409024,36.623475
1970,61.311141,78.152241,86.654882,-41.558297
1971,60.339668,54.953441,91.173400,0.180599
1972,-3.508500,46.547859,83.657144,-51.908511
1973,-7.158577,54.749173,102.122422,-12.629148
1974,-33.946557,53.613443,108.426957,-45.604306
1975,42.528121,38.675462,106.443560,35.941715
1976,30.794894,50.412500,105.382869,29.763844
1977,153.240168,55.304343,105.543425,123.507468
1978,117.502062,63.954973,107.291849,82.565199
1979,107.669608,69.061270,100.630991,74.649457
1980,96.174834,71.458442,97.845654,59.656918
1981,152.264408,78.071010,104.005205,110.596045
1982,76.011439,72.904184,89.399438,41.859331
1983,249.681668,73.644385,94.135708,181.253976
1984,118.901673,73.194336,96.028237,53.418372
1985,63.931964,55.297418,86.200143,33.916146
1986,22.861052,48.968151,86.932833,-29.766226
1987,-14.838650,42.822231,89.785477,-50.860717
1988,-30.655112,33.269780,85.523293,-32.992048
1989,-39.528771,28.599608,80.949998,-21.433264
1990,-18.620448,22.594825,76.201747,9.349832
1991,-56.966883,16.880378,83.003303,-34.277526
1992,22.292875,29.162252,80.820842,40.502149
1993,42.207045,23.300585,80.461916,57.246922
1994,25.788404,43.709981,82.203819,-4.813360
1995,189.386591,41.923341,85.939376,143.872383
1996,200.888143,53.960571,69.931214,157.856552
1997,135.503404,53.837057,66.341813,113.781709
1998,201.021000,61.359286,65.592195,157.280241
1999,150.021820,66.598586,63.656980,103.320623
2000,203.507537,68.965457,85.972352,128.003416
2001,108.423329,66.417401,72.182742,44.615722
2002,63.360343,64.376993,47.523472,22.083881
2003,221.520310,64.150081,62.862552,172.108119
2004,183.474947,45.455731,78.011067,118.537032
2005,71.948246,42.682376,69.469220,-19.562499
2006,25.306185,48.597354,60.695552,-17.855625
2007,77.958012,57.125424,54.118782,46.474103
2008,264.197410,42.334112,55.510479,223.621248
2009,105.896049,53.789279,51.605864,85.349216
2010,524.261535,54.832896,83.858664,382.356134
2011,267.530917,54.568062,56.760966,151.946556
2012,157.590619,55.288881,15.441635,99.079067
2013,158.447592,56.978644,3.923375,72.198534
2014,83.054453,50.515531,4.394821,33.660435
2015,35.433775,38.192217,-4.483893,-19.308694
2016,89.629794,28.545381,37.936067,70.585311
2017,83.406856,19.628891,26.695171,42.707511
2018,48.490402,13.390528,-8.772166,24.305657
2019,37.876856,6.141707,-19.828799,24.896880
2020,85.574662,8.985850,-4.012959,62.509745
2021,74.953715,8.069337,-1.009066,63.448572
2022,69.787622,3.443647,-4.958052,61.904856
2023,70.094262,9.774050,-7.917794,53.953902
