"Year","Bioenergy","Other","Biofuels","Nuclear","Hydro","Solar","Wind","Gas","Oil","Coal"
1965,14.413560,0,"NaN",0.023708,63.717912,0,0,0,106.621732,12.034601
1966,14.027418,0,"NaN",0.058782,61.923213,0,0,0,119.535485,11.389492
1967,14.181536,0,"NaN",0.064795,66.558559,0,0,0,118.184887,11.215071
1968,14.083038,0,"NaN",0.029598,65.362708,0,0,0,132.752120,9.730123
1969,14.893778,0,"NaN",0.078050,55.775682,0,0,0,141.372743,9.446535
1970,15.176946,0.186100,"NaN",0.071259,55.016628,0,0,0,152.984192,9.924200
1971,14.986588,0.227737,"NaN",0.113869,68.576733,0,0,0,143.043281,8.895132
1972,14.905547,0.319939,"NaN",1.843505,70.475846,0,0,0,146.029543,7.600989
1973,18.195674,0.562133,"NaN",2.643636,78.135573,0,0,0,148.552108,8.361318
1974,18.089737,0.500738,"NaN",2.560884,74.402993,0,0,0,132.836097,9.196468
1975,18.158632,0.433162,"NaN",14.865991,74.615979,0,0,0,131.966326,9.881666
1976,17.870145,0.493288,"NaN",19.809562,70.776746,0,0,0,145.111545,9.460031
1977,17.151948,0.500542,"NaN",24.610576,68.898514,0,0,0,140.393927,7.492471
1978,18.775678,0.383004,"NaN",29.334069,74.238356,0,0,0,169.130685,7.670991
1979,19.899149,0.480676,"NaN",25.905697,78.375586,0,0,0,181.755206,9.046232
1980,20.392545,0.996863,"NaN",32.553426,75.394274,0,0,0,160.092902,8.605670
1981,21.076930,1.271102,"NaN",46.224026,76.390565,0,0,0,143.736403,7.386734
1982,20.332650,1.380566,"NaN",47.819209,70.280055,0,0,0,133.399082,8.204875
1983,22.853926,1.990259,"NaN",50.131979,80.960798,0,0.003822,0,115.758057,10.264694
1984,24.880036,2.536897,"NaN",62.142372,86.351130,0,0.006358,0,110.394224,12.362350
1985,26.139484,2.468258,"NaN",71.300355,90.069911,0,0.007613,0.306300,118.094103,14.520886
1986,26.145562,2.705016,"NaN",84.946623,77.110996,0,0.007593,0.804485,125.799834,15.440796
1987,26.383877,2.668016,"NaN",81.576424,90.649200,0,0.007569,1.071100,108.276732,15.198496
1988,26.773303,2.769799,"NaN",83.745677,87.848814,0,0.006285,1.372566,100.993890,14.867236
1989,26.298116,2.957778,"NaN",78.793604,89.805047,0,0.006258,1.827720,96.601000,13.956787
1990,25.921324,2.612046,0,81.478748,90.294029,0,0.007472,2.530949,79.861264,14.510966
1991,27.045424,2.487151,0,91.238324,78.343309,0,0.016102,2.689586,80.118700,14.089948
1992,27.935116,2.673387,0,75.125571,91.619430,0,0.038193,3.019587,86.545358,13.049951
1993,29.562827,2.873181,0,72.224343,91.511260,0.001226,0.063748,3.279091,85.126763,13.220828
1994,30.545907,2.936395,0,85.664686,72.115549,0.001220,0.091522,3.240379,90.745155,13.356176
1995,33.304691,3.088660,0,81.565351,82.764542,0.001215,0.127618,3.230638,89.931925,13.302634
1996,35.233875,2.770467,0,86.359730,62.692053,0.001212,0.174481,3.451102,96.303790,14.686997
1997,35.954667,3.618030,0,81.100011,83.460852,0.001209,0.245345,3.400419,90.885550,12.517615
1998,35.680382,3.618633,0,85.138246,90.121689,0.001206,0.371372,3.362382,92.497265,12.572731
1999,33.870742,3.502564,0,84.487491,86.243977,0.001203,0.430673,3.361887,90.708056,11.990621
2000,37.470904,5.308728,0,65.999679,94.299997,0.001200,0.548395,3.279610,82.956826,12.108676
2001,34.692339,4.878754,0.069711,82.256371,93.984013,0.002378,0.572979,3.689457,82.995056,13.083676
2002,34.372573,5.375170,0.150549,76.941420,78.117405,0.002354,0.715745,3.742293,82.893335,14.004086
2003,35.767426,5.783473,0.309591,75.367311,62.375848,0.002330,0.791057,3.716946,82.719352,13.675804
2004,36.064362,9.190472,0.586478,85.870335,69.804347,0.002304,0.979298,3.683182,81.593145,14.003283
2005,36.961189,9.508938,0.660637,79.436913,82.454337,0.002278,1.069739,3.490832,78.308764,12.732852
2006,38.731014,10.550934,0.897421,72.309533,69.321935,0.002250,1.111838,3.633226,77.353747,13.977308
2007,40.220653,12.334068,1.227841,71.382131,73.499672,0.003332,1.590300,3.725206,75.144553,12.938961
2008,39.945408,12.871464,1.485557,67.199309,75.937336,0.004384,2.192828,3.358543,73.179942,12.851511
2009,41.028390,14.159385,1.515775,54.114379,70.840637,0.007566,2.691849,4.449001,67.641149,8.989909
2010,45.094566,14.933374,1.571596,58.999375,71.545982,0.009586,3.713354,5.935452,69.941197,11.925227
2011,41.879872,14.003502,1.776306,60.874687,70.348630,0.013637,6.409533,4.645452,64.114108,10.534795
2012,45.204854,14.664384,2.016335,63.475060,81.541280,0.019626,7.401353,4.012521,60.967676,8.982915
2013,44.140222,13.637018,2.375537,64.845875,62.395013,0.035590,10.008053,3.819220,58.956705,9.107983
2014,42.512507,12.610171,2.785585,62.288787,63.797274,0.047025,11.240141,3.103716,57.502307,8.506900
2015,43.200216,12.560290,3.277407,53.222538,74.129968,0.095477,16.066449,3.412276,56.159378,8.443795
