"Year","Coal","Oil","Gas","Cement","Flaring"
2000,10.101613,40.447843,2.079323,1.287709,0.374345
2001,10.941872,40.175438,2.397481,1.331587,0.372661
2002,11.419929,40.494625,2.441995,1.280327,0.367806
2003,11.549934,41.209001,2.265954,1.206008,0.395722
2004,11.814614,40.175276,2.195923,1.284427,0.386938
2005,10.952066,38.628353,1.867242,1.315105,0.364160
2006,10.695811,38.066915,2.048329,1.442260,0.811787
2007,10.775390,37.123649,2.159727,1.339477,0.848032
2008,10.344066,35.674647,1.888190,1.396012,0.861414
2009,7.371732,34.707125,2.483339,1.263165,0.864407
2010,10.317481,36.521402,3.431084,1.323680,0.825341
2011,9.471552,34.127275,2.718358,1.361026,0.833585
2012,8.643236,32.729743,2.355918,1.479022,0.838308
2013,8.743960,31.338992,2.357962,1.402117,0.698920
2014,8.291136,30.381199,2.054223,1.399259,0.772619
2015,8.022145,30.490056,1.966600,1.536918,0.821793
2016,8.033881,30.340873,2.260644,1.553613,0.639701
2017,8.314812,29.400275,1.811828,1.484312,0.800675
2018,8.092566,29.098123,1.885923,1.607177,0.825032
2019,8.114731,28.523233,1.780461,1.356991,0.536187
2020,6.648641,26.362718,1.442336,1.272062,0.444927
2021,6.992386,27.953246,1.900694,1.258572,0.009418
2022,6.914393,25.997226,1.549998,1.258572,0.011796
2023,6.790012,25.365452,1.388025,1.258572,0.011796
