"Year","BLUE","H&C2023","OSCAR","LUCE"
1850,361.163008,187.624060,188.720402,217.715979
1851,353.874250,173.852513,185.748752,213.590279
1852,351.267936,164.054647,186.439452,213.647987
1853,347.750680,155.681345,185.579658,213.045515
1854,344.391341,147.447164,184.559088,212.261456
1855,339.745169,138.121808,181.964243,209.530676
1856,337.619317,131.509241,181.548232,211.097293
1857,334.127635,123.795898,179.498224,211.089489
1858,330.229542,116.043753,176.887075,210.572425
1859,325.033000,106.918891,172.690256,208.521831
1860,316.596420,104.928863,174.549369,208.253516
1861,308.552512,97.246700,170.345845,206.662497
1862,302.898007,90.756034,167.802480,205.998141
1863,297.405341,84.118772,164.950202,204.864133
1864,292.326268,77.838566,162.151236,203.770136
1865,287.338245,71.717377,159.158664,202.498728
1866,282.909311,66.233872,156.466833,201.523737
1867,287.893670,70.283947,162.990036,209.767334
1868,282.516128,64.102816,158.951795,207.422557
1869,279.138029,60.019654,156.835505,206.956716
1870,292.008489,57.391614,158.326350,215.515234
1871,298.200539,56.009626,161.616365,221.882936
1872,304.281680,56.121928,164.446952,229.083906
1873,307.707190,54.337120,164.877948,233.623015
1874,309.844841,51.872567,164.390123,236.981474
1875,312.750649,50.639668,164.983984,241.186720
1876,314.826012,49.091554,165.142159,244.717644
1877,316.351152,47.339686,164.978708,247.647562
1878,317.315737,45.371165,164.483079,249.895719
1879,315.162001,40.658455,161.117402,249.057212
1880,315.009799,45.548540,166.526418,252.959336
1881,309.046822,41.239236,162.000426,252.049674
1882,308.625169,42.077303,162.866119,256.029255
1883,304.597004,39.237373,160.032491,256.003387
1884,300.533408,36.392130,157.122176,255.345332
1885,299.876672,37.021203,157.607253,257.319935
1886,296.603585,35.191731,155.519946,255.840559
1887,303.937081,44.509832,164.121992,264.716782
1888,299.663611,42.831867,161.244652,261.783017
1889,298.001877,44.341691,160.994365,261.237960
1890,299.310914,45.214346,158.376986,259.298312
1891,299.682517,48.275472,157.569184,257.357528
1892,301.598679,53.870546,160.155162,257.854366
1893,300.950994,58.972336,160.712823,255.857853
1894,299.995423,65.302153,160.970659,254.026732
1895,298.077905,70.725679,160.135376,251.387187
1896,297.130651,77.883047,160.254933,250.060269
1897,295.598073,85.621818,159.846507,248.441477
1898,293.821986,93.650558,159.260487,246.762009
1899,289.940711,99.095005,156.604526,243.165903
1900,308.905025,112.264484,163.871704,250.920649
1901,310.950746,116.641425,163.943921,248.914646
1902,314.717448,125.115158,170.169424,250.560881
1903,318.712637,133.820125,163.833781,252.822668
1904,324.168150,142.634390,165.190011,256.960131
1905,323.642915,142.555871,167.395006,255.930290
1906,325.881436,141.768880,164.797633,257.897125
1907,328.864408,137.358817,169.041388,260.760724
1908,328.254902,126.814081,165.126770,260.194746
1909,328.180963,114.218019,167.622687,260.231643
1910,292.784158,99.536297,155.008964,238.900421
1911,279.514212,91.824017,145.280092,233.717840
1912,259.977068,80.150550,150.213374,220.516411
1913,248.307741,76.908789,141.098735,214.643312
1914,234.227319,68.422818,138.750001,204.278919
1915,222.135972,59.019199,140.130852,195.518002
1916,212.930685,52.184923,130.237979,190.522138
1917,201.748340,42.514968,131.145405,183.904038
1918,198.982790,40.896286,126.104438,186.362362
