"Year","Bioenergy","Other","Biofuels","Nuclear","Hydro","Solar","Wind","Gas","Oil","Coal"
1965,"NaN",0,"NaN",0,0,0,0,0,0,0
1966,"NaN",0,"NaN",0,0,0,0,0,0,0
1967,"NaN",0,"NaN",0,0,0,0,0,0,0
1968,"NaN",0,"NaN",0,0,0,0,0,0,0
1969,"NaN",0,"NaN",0,0,0,0,0,0,0
1970,"NaN",0,"NaN",0,0,0,0,0,0,0
1971,0.186566,0,"NaN",0,0.001863,0,0,0.013202,0.029287,0.003913
1972,0.194377,0,"NaN",0,0.001863,0,0,0.013202,0.035708,0.003913
1973,0.200433,0,"NaN",0,0.003524,0,0,0.021171,0.040349,0.005085
1974,0.203975,0,"NaN",0,0.002587,0,0,0.025606,0.041974,0.004520
1975,0.210594,0,"NaN",0,0.004641,0,0,0.017845,0.049074,0.005231
1976,0.215677,0,"NaN",0,0.005259,0,0,0.026091,0.053096,0.005169
1977,0.221441,0,"NaN",0,0.004652,0,0,0.029245,0.052282,0.005399
1978,0.225864,0,"NaN",0,0.005386,0,0,0.031012,0.055656,0.005231
1979,0.230663,0,"NaN",0,0.006249,0,0,0.035516,0.061604,0.003892
1980,0.236650,0,"NaN",0,0.006206,0,0,0.044248,0.069448,0.005200
1981,0.239349,0,"NaN",0,0.006653,0,0,0.049010,0.071615,0.005345
1982,0.244811,0,"NaN",0,0.005567,0,0,0.063629,0.070637,0.006475
1983,0.256351,0,"NaN",0,0.007047,0,0,0.070802,0.063171,0.003665
1984,0.253240,0,"NaN",0,0.009549,0,0,0.081722,0.063655,0.001467
1985,0.258502,0,"NaN",0,0.007867,0,0,0.092810,0.071060,0.002051
1986,0.270159,0,"NaN",0,0.004790,0,0,0.104653,0.076592,0.003097
1987,0.244666,0,"NaN",0,0.005504,0,0,0.122961,0.075404,0.004876
1988,0.266990,0,"NaN",0,0.007185,0,0,0.144724,0.075543,0.005022
1989,0.275012,0,"NaN",0,0.009794,0,0,0.152995,0.082591,0.005231
1990,0.287395,0,"NaN",0,0.009410,0,0,0.164671,0.080020,0.011781
1991,0.287889,0,"NaN",0,0.008921,0,0,0.169587,0.074242,0.003767
1992,0.292773,0,"NaN",0,0.008474,0,0,0.184933,0.082815,0.003537
1993,0.293965,0,"NaN",0,0.006472,0,0,0.207009,0.092769,0.001318
1994,0.301407,0,"NaN",0,0.009016,0,0,0.219549,0.096685,0.001235
1995,0.302220,0,"NaN",0,0.003960,0,0,0.242724,0.125473,0.013434
1996,0.291523,0,"NaN",0,0.007867,0,0,0.260513,0.128183,0.007366
1997,0.301260,0,"NaN",0,0.007654,0,0,0.256078,0.147157,0.013518
1998,0.305941,0,"NaN",0,0.009208,0,0,0.276712,0.162201,0.003892
1999,0.312771,0,"NaN",0,0.008867,0,0,0.301693,0.144662,0.001925
2000,0.319391,0,"NaN",0,0.007973,0.000000,0,0.326095,0.142156,0.013811
2001,0.325246,0,"NaN",0,0.010502,0.000000,0,0.365156,0.169800,0.014648
2002,0.330822,0,"NaN",0,0.007870,0.000001,0,0.384161,0.154354,0.015297
2003,0.336328,0,"NaN",0,0.007820,0.000009,0,0.413223,0.158017,0.014627
2004,0.340922,0,"NaN",0,0.007770,0.000020,0,0.444248,0.164636,0.014648
2005,0.345409,0,"NaN",0,0.007721,0.000035,0,0.477481,0.169187,0.030053
2006,0.348649,0,"NaN",0,0.007672,0.000056,0.000016,0.517081,0.170178,0.045662
2007,0.351842,0,"NaN",0,0.007624,0.000092,0.000016,0.552109,0.164568,0.037265
2008,0.354277,0,"NaN",0,0.009610,0.000154,0.000029,0.589551,0.163418,0.039226
2009,0.355407,0.000003,"NaN",0,0.004192,0.000252,0.000051,0.674883,0.154533,0.049013
2010,0.356687,0.000007,"NaN",0,0.007284,0.000443,0.000051,0.693134,0.171479,0.031233
2011,0.356481,0.000010,"NaN",0,0.008660,0.001228,0.000051,0.704957,0.216071,0.046496
2012,0.356445,0.000013,"NaN",0,0.007670,0.001540,0.000050,0.768106,0.246085,0.038366
2013,0.355941,0.000017,"NaN",0,0.007146,0.001906,0.000050,0.790300,0.250702,0.053137
2014,0.354261,0.000020,"NaN",0,0.005524,0.002258,0.000050,0.828802,0.275993,0.033664
2015,0.351714,0.000041,"NaN",0,0.008707,0.002578,0.000049,0.930746,0.333664,0.110279
2016,0.347493,0.000043,"NaN",0,0.008526,0.002120,0.000049,0.952234,0.345998,0.082929
2017,0.343229,0.000043,"NaN",0,0.009864,0.002793,0.000049,0.957336,0.389713,0.090422
2018,0.336110,0.000043,"NaN",0,0.008243,0.003000,0.000048,0.987444,0.447098,0.102848
2019,0.331717,0.000043,"NaN",0,0.007811,0.003549,0.000048,1.113638,0.438742,0.173034
2020,0.328219,0.000044,"NaN",0,0.006625,0.004339,0.000048,1.076951,0.369794,0.188449
2021,0.325380,0.000044,"NaN",0,0.006423,0.005772,0.000048,1.101921,0.506043,0.152320
2022,0.321680,0.000044,"NaN",0,0.007274,0.008128,0.000048,1.032740,0.617047,0.199428
2023,0.316826,0.000044,"NaN",0,0.006392,0.011861,0.000155,1.012532,0.517731,0.281846
