"Year","BLUE","H&C2023","OSCAR","LUCE"
1850,19.943921,9.567547,16.748364,21.540473
1851,16.038427,9.586893,16.642511,16.829558
1852,15.727207,9.586600,16.407978,17.298843
1853,14.415861,9.565605,16.192022,15.620914
1854,13.892569,9.586453,15.996951,15.368062
1855,13.736996,9.543914,15.757985,15.159250
1856,13.546834,9.623496,15.639381,15.197246
1857,13.595419,9.475251,15.288553,15.014193
1858,13.400970,9.547358,15.162951,15.142103
1859,13.808114,9.452607,14.881922,14.469649
1860,13.885204,9.504306,14.864335,14.367313
1861,14.056240,9.526840,14.865617,14.585761
1862,14.200162,9.498847,14.761157,15.001149
1863,15.320650,9.529404,14.731881,16.445424
1864,14.807140,9.479611,14.605620,14.920761
1865,14.790396,9.480380,14.510869,14.683736
1866,16.037621,9.507384,14.486064,16.162160
1867,15.323874,9.468252,14.382702,15.372605
1868,15.264774,9.505222,14.335913,15.356484
1869,15.277817,9.488111,14.254865,15.573576
1870,15.298446,9.478805,14.183271,15.802063
1871,15.388837,9.507494,14.151028,15.827491
1872,15.442917,9.490456,14.077857,15.863911
1873,15.729699,9.514675,14.053748,15.969654
1874,15.649017,9.497271,13.981128,15.920117
1875,15.725778,9.556445,13.971125,15.921656
1876,15.789971,9.598104,13.937453,15.998453
1877,15.823204,9.606092,13.861718,15.871605
1878,15.935212,9.721471,13.888392,16.070854
1879,16.533507,9.763827,13.853364,16.748217
1880,18.265296,9.817065,14.431873,17.601783
1881,20.249902,9.905954,15.309877,18.971423
1882,22.807411,9.968718,15.860210,21.513726
1883,22.194277,10.064971,16.328763,19.522085
1884,25.181866,10.119821,16.752797,22.182955
1885,26.344416,10.224942,17.263229,23.088696
1886,27.342783,10.255243,17.632597,23.533432
1887,24.953306,10.350580,18.004383,20.162442
1888,24.952060,10.409387,18.346857,20.636967
1889,24.984486,10.413784,18.655439,20.451752
1890,25.559844,10.494026,19.005534,20.960168
1891,24.725478,10.550708,19.284988,19.720601
1892,25.373640,10.618675,19.566713,20.876593
1893,24.480247,10.612666,19.755409,19.638124
1894,24.716758,10.629777,19.952532,19.746432
1895,25.043367,10.634284,20.120600,19.146232
1896,24.406160,10.683858,20.289473,18.727840
1897,25.656684,10.721487,20.464796,20.521588
1898,24.674145,10.731746,20.582630,19.109409
1899,24.923994,10.782566,20.705301,19.596061
1900,26.518237,10.787366,20.759968,20.574276
1901,24.504063,10.837049,19.507283,18.624552
1902,24.433640,10.817374,19.610827,18.199418
1903,24.319580,10.874459,18.664636,18.301863
1904,23.715240,10.915459,19.815205,17.944110
1905,23.337188,10.977161,23.135998,17.858189
1906,23.325097,10.929346,16.695676,17.705657
1907,22.958148,10.940374,15.833243,17.517584
1908,23.482942,11.020249,19.062290,17.023530
1909,22.928616,11.034722,17.381320,16.737408
1910,22.511946,11.081915,18.879566,16.322057
1911,22.665577,11.115880,21.453380,16.572822
1912,22.189880,11.115623,17.271107,16.318467
1913,21.946591,11.155927,22.739480,16.282156
1914,21.757125,11.171829,17.838660,16.171724
1915,22.225274,11.198283,19.753430,16.637601
1916,22.575516,11.173588,18.596302,17.720093
1917,22.391144,11.239833,19.655784,16.440331
1918,21.608880,11.279184,17.788207,16.225108
1919,21.318105,11.355872,17.564410,16.059385
1920,20.327652,11.352904,14.248380,14.733970
1921,19.442466,11.404860,14.594775,14.286156
1922,18.977505,11.424938,16.037768,14.105154
1923,18.716775,11.384158,11.167396,14.214195
1924,18.652838,11.479275,15.209594,14.438652
1925,18.477442,11.494371,15.489963,14.538752
1926,18.483708,11.550320,11.730956,14.702460
1927,18.477625,11.523317,14.376950,14.865617
1928,18.557024,11.537020,13.195713,15.080584
1929,18.512616,11.575529,12.423268,15.375793
1930,18.389030,11.620156,11.045971,15.206003
1931,18.368072,11.631478,8.507991,15.409245
1932,18.405994,11.636937,10.118942,15.669829
1933,18.809987,11.623747,10.344718,16.257571
1934,18.399729,11.638293,12.545023,16.024724
1935,18.335645,11.644375,7.308508,16.097894
1936,18.389946,11.659764,11.269035,16.207008
1937,18.437175,11.637450,9.081920,16.183668
1938,18.429517,11.694242,12.142752,16.451800
1939,18.529508,11.767742,9.930283,16.721177
1940,18.255477,11.743303,10.707893,16.683218
1941,18.141930,11.711756,12.244209,16.654712
1942,18.803941,11.795515,8.591604,17.094355
1943,20.762606,11.860661,10.284005,17.774870
1944,21.645666,11.911664,6.375836,18.212462
1945,22.076113,11.941782,9.236797,18.542441
1946,19.878043,11.990733,9.724732,18.830139
1947,20.585048,12.045510,11.745025,17.844340
1948,20.630152,12.150080,10.002537,19.182396
