"Year","BLUE","H&C2023","OSCAR","LUCE"
1850,30.255920,3.906996,8.633117,17.053428
1851,28.415199,3.308152,8.856438,15.997097
1852,27.383270,2.845133,8.877799,15.384440
1853,26.646257,2.464003,8.802430,15.348093
1854,26.083356,2.138420,8.695258,15.212268
1855,25.625796,1.860799,8.562365,14.886612
1856,25.192455,1.578708,8.369932,14.531900
1857,24.792309,1.311639,8.151044,14.182758
1858,24.493803,1.143718,7.991221,13.908581
1859,24.204604,0.969714,7.808204,13.621067
1860,22.985554,0.777281,7.490169,12.472622
1861,22.320135,0.634495,7.173636,12.293343
1862,21.837880,0.521864,6.948520,12.128609
1863,21.379806,0.361307,6.678116,11.889460
1864,20.952364,0.188952,6.391518,11.624480
1865,20.621835,0.085298,6.170432,11.390277
1866,20.265511,-0.065476,5.901202,11.113718
1867,20.109498,-0.034148,5.815318,11.022997
1868,19.762847,-0.203169,5.526558,10.728082
1869,19.557003,-0.248676,5.366368,10.560234
1870,18.214587,-0.303049,5.154479,10.827926
1871,17.582034,-0.328771,4.975089,10.529164
1872,17.152283,-0.370504,4.828309,10.302179
1873,16.807024,-0.431656,4.674385,10.147448
1874,16.527608,-0.487788,4.532515,10.004955
1875,16.295274,-0.535237,4.406290,9.889283
1876,16.062023,-0.608993,4.259986,9.745251
1877,15.824120,-0.707189,4.095986,9.571687
1878,15.683899,-0.723347,4.022486,9.489137
1879,15.533748,-0.761013,3.935466,9.384530
1880,14.184150,-0.820296,3.778830,6.695630
1881,13.514371,-0.844039,3.658357,6.174866
1882,13.084987,-0.849718,3.601749,5.857930
1883,12.716498,-0.901271,3.505092,5.699902
1884,12.392271,-0.968908,3.393670,5.514173
1885,12.160926,-0.981329,3.338307,5.379192
1886,11.898217,-1.050469,3.231355,5.182911
1887,11.818562,-0.954655,3.300824,5.149202
1888,11.565196,-1.024821,3.197133,4.924379
1889,11.426660,-0.962166,3.214794,4.804420
1890,17.263266,-0.884819,3.405981,9.138053
1891,19.789667,-0.754491,3.634395,10.701225
1892,21.245777,-0.643105,3.691920,11.582014
1893,22.213256,-0.545350,3.706283,11.692923
1894,22.931071,-0.433012,3.721781,11.798446
1895,23.489318,-0.314994,3.728816,11.887921
1896,23.905218,-0.198516,3.696866,11.925587
1897,24.229006,-0.016891,3.662754,11.935956
1898,24.563200,0.295465,3.719986,11.999344
1899,24.830232,0.597855,3.775715,12.030158
1900,23.859931,0.839606,3.922642,12.266779
1901,23.579819,1.097624,4.461030,11.870810
1902,23.546073,1.515101,4.501334,11.751620
1903,23.511228,1.898978,4.423987,11.711793
1904,23.431427,2.162493,4.191506,11.630159
1905,23.415525,2.339794,4.891660,11.584908
1906,23.395006,2.316930,4.750193,11.544128
1907,23.346275,1.918580,4.859673,11.482939
1908,23.276146,1.473771,4.413581,11.408047
1909,23.286845,0.987595,4.756092,11.426953
1910,28.041618,0.617054,4.799437,15.594863
1911,30.175495,0.379407,4.713589,16.933542
1912,31.503878,0.194522,4.697431,17.785569
1913,32.453330,0.026784,4.523501,18.055569
1914,33.134908,-0.180049,4.654123,18.247636
1915,33.663879,-0.388787,4.523098,18.455128
1916,34.139173,-0.554473,4.189784,18.694754
1917,34.494288,-0.787430,4.354994,18.884293
1918,34.969216,-0.866829,3.844122,19.239627
1919,35.193966,-1.171417,3.894466,19.376808
1920,37.771810,-1.379679,3.326656,21.891374
1921,39.146066,-1.540236,3.225236,22.755309
1922,40.086322,-1.770115,3.589621,23.412667
1923,40.871297,-1.978304,3.291884,23.907050
1924,41.511764,-2.211737,2.840186,24.366443
1925,42.099726,-2.405563,3.622743,24.802935
1926,42.694137,-2.523214,2.154688,25.289258
1927,43.102893,-2.770863,2.635222,25.629570
1928,43.579653,-2.896429,2.639399,26.064340
1929,44.062018,-2.968793,2.672228,26.532526
1930,43.015250,-3.159137,2.668784,26.544361
1931,42.906136,-3.266932,2.867007,26.677621
1932,43.011586,-3.375863,3.675542,26.885772
1933,43.189656,-3.481826,3.227141,27.186001
1934,43.383262,-3.595776,3.276056,27.459811
1935,43.679973,-3.611422,3.820599,27.807525
1936,43.861268,-3.737317,4.477225,28.025570
1937,44.140061,-3.755930,3.750873,28.334445
1938,44.434610,-3.752009,3.988557,28.663325
1939,44.612461,-3.857679,4.792988,28.871294
1940,32.507081,-3.959575,3.842730,15.757069
1941,27.015954,-4.104449,3.736327,12.317708
1942,23.826772,-4.082868,3.063507,10.674624
1943,21.534610,-4.160362,2.660980,10.233589
1944,19.785637,-4.267534,3.045956,9.812485
1945,18.427941,-4.348472,2.226943,9.457956
1946,17.235383,-4.507636,3.264001,9.060706
1947,16.273949,-4.614515,2.646580,8.752197
1948,15.516564,-4.644926,2.467851,8.526275
1949,14.948900,-4.587475,2.815637,8.408294
1950,15.920666,-4.790533,2.951865,9.755620
1951,16.187808,-4.949624,3.845185,10.321964
1952,16.559338,-5.014917,3.316323,10.955360
1953,17.094722,-5.023124,3.274810,11.457804
1954,17.662312,-5.076728,3.741750,11.970838
1955,18.261596,-5.113955,3.254108,12.711149
1956,19.128462,-5.213506,4.809000,13.672546
1957,20.567204,-5.149312,4.262808,15.077360
1958,22.445298,-5.266121,3.956094,16.787935
1959,39.566730,-5.403960,5.323096,27.520854
1960,17.371720,-5.481710,4.972598,9.675891
1961,17.844340,-5.598922,1.443066,13.109426
1962,10.834411,-5.979721,1.607324,7.431508
1963,1.579221,-5.636808,1.902129,2.342359
1964,3.007631,-5.597383,-0.450928,4.154683
1965,-8.101031,-5.651830,-0.558467,-3.369451
1966,17.435620,-6.083889,-1.216375,20.035192
1967,0.871702,-3.874863,-1.889964,1.407489
1968,34.462082,-5.301735,-1.911436,34.819835
1969,6.267675,4.555121,0.348959,3.127517
1970,53.274157,4.479570,0.896434,51.101405
1971,21.143332,5.415539,1.701085,10.914030
1972,6.648438,0.875916,-0.624675,3.039361
1973,-0.250654,3.253449,-3.559356,-4.362065
1974,-3.802609,0.060493,-4.177473,-4.740227
1975,-9.034325,-1.011447,-5.246372,-7.538900
1976,-10.241686,-2.055321,-5.554734,-8.728417
1977,-10.505238,-2.497932,-5.807550,-8.037534
1978,-11.487483,-3.001769,-7.114645,-8.104731
