"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,1.797167,4.413033,0.713079,1.113070,0.042682,0.001142
2001,1.914381,4.413650,0.783279,1.138007,0.024642,0.001210
2002,2.057004,4.492227,0.870398,1.200944,0.033969,0.002287
2003,2.140476,4.531369,0.911659,1.299131,0.051008,0.002501
2004,2.227311,4.498717,1.068300,1.301239,0.044723,0.004190
2005,2.294178,4.518887,1.143813,1.451908,0.037865,0.005034
2006,2.371923,4.525383,1.205949,1.462139,0.035520,0.007770
2007,2.497552,4.647044,1.306143,1.396231,0.036968,0.012968
2008,2.767467,4.431376,1.344126,1.465420,0.031058,0.022228
2009,2.871935,4.485055,1.277694,1.425626,0.028283,0.029420
2010,3.229773,4.579328,1.620593,1.424790,0.036791,0.035630
2011,3.503824,4.622958,1.744037,1.474495,0.045660,0.043520
2012,3.376085,4.788457,1.891031,1.423921,0.039178,0.059983
2013,3.414084,4.784708,1.979130,1.306662,0.042084,0.086450
2014,3.533605,4.756419,1.800144,1.463762,0.026834,0.128860
2015,3.575577,4.983086,1.643390,1.532784,0.020802,0.158624
2016,3.412213,5.433037,1.715173,1.498122,0.027431,0.180776
2017,3.608046,5.390851,1.791230,1.364568,0.026910,0.223300
2018,3.627896,5.365240,2.080944,1.220209,0.031997,0.284696
2019,3.439318,5.311141,2.017218,1.328666,0.026463,0.342827
2020,3.024574,5.060431,2.071343,1.453289,0.036658,0.402780
2021,3.036746,5.397964,2.246666,1.428367,0.028774,0.484913
2022,2.867647,5.466577,2.245639,1.585624,0.033236,0.553715
2023,2.694055,5.363493,2.162689,1.619707,0.034754,0.559322
