"Year","BLUE","H&C2023","OSCAR","LUCE"
1850,302.760204,7.421066,49.613931,149.091348
1851,232.325740,8.088720,41.929021,112.051312
1852,195.352242,8.452995,39.851459,93.318123
1853,173.143089,8.486813,38.657398,86.246493
1854,158.251971,9.272448,38.532273,82.667608
1855,146.436450,8.992335,37.437836,76.830233
1856,139.979419,10.839541,38.492738,75.183778
1857,132.841581,8.788800,35.662628,70.104961
1858,127.784345,10.522935,36.614608,66.779478
1859,122.389142,9.400578,34.701048,61.999570
1860,121.655352,10.792642,35.324990,61.439271
1861,119.085826,11.686878,35.437329,60.396570
1862,116.139787,11.696587,34.649092,59.644021
1863,115.006401,12.726977,34.895057,58.837538
1864,112.694784,12.355228,33.752072,57.576829
1865,113.929808,12.867455,33.548024,60.395874
1866,112.545036,13.805622,33.754087,59.311513
1867,111.310268,13.633524,32.834643,58.333372
1868,110.595678,14.793400,33.265456,58.095358
1869,109.778240,15.010052,32.753339,57.829168
1870,109.756586,15.319074,32.304792,57.821547
1871,109.815832,16.233645,32.456005,57.761788
1872,110.645435,16.374196,31.877679,57.757830
1873,110.583844,17.188117,32.000277,58.490814
1874,109.786227,17.188703,31.317051,58.161054
1875,109.973275,18.303695,31.739253,58.198829
1876,110.745939,18.910527,31.656117,58.304609
1877,109.030161,18.733299,30.797312,56.691753
1878,109.681803,20.218025,31.628747,56.537059
1879,109.311116,20.330254,31.139493,55.603252
1880,113.040336,20.777921,31.541581,55.471751
1881,115.551128,21.960221,32.988531,56.653831
1882,118.505924,22.485675,33.586203,56.835821
1883,118.246220,23.731435,34.672139,56.664932
1884,118.887603,24.118646,35.042533,56.071694
1885,119.650631,25.438639,36.457899,56.112438
1886,119.939391,25.291676,36.811145,56.163441
1887,120.720996,27.438633,38.575398,56.636866
1888,121.819536,29.031887,39.947163,58.286802
1889,120.529991,29.970897,40.472104,56.363092
1890,119.527814,32.368619,41.980646,54.941204
1891,118.497351,34.596697,43.131032,54.275308
1892,117.557645,36.930738,44.647672,53.865270
1893,116.107543,38.060643,45.057490,51.205719
1894,115.465317,39.806759,46.126719,49.707033
1895,115.972049,41.260890,46.925874,50.625928
1896,115.061288,43.438589,48.455374,48.742852
1897,115.064512,45.405973,49.776100,49.226903
1898,115.093715,46.890443,50.629592,47.584918
1899,114.338271,49.083823,52.182981,47.149121
1900,109.673156,50.463393,52.368563,53.983764
1901,106.800324,52.632627,51.044173,51.792509
1902,105.531371,53.670675,48.263600,50.169430
1903,103.847067,56.121708,53.926092,49.893751
1904,103.520641,58.323808,54.203934,49.615360
1905,102.132131,60.918067,55.249126,49.294577
1906,99.385047,61.667575,52.229844,47.516254
1907,98.035010,63.518664,53.322082,46.489455
1908,98.162847,66.645742,54.658819,46.523677
1909,96.927639,68.699853,56.490233,45.965466
1910,100.363409,71.342623,60.561340,47.863235
1911,101.818530,73.614523,60.077252,48.356483
1912,101.491737,75.313703,59.494969,47.956704
1913,102.307674,77.673063,62.561298,49.099212
1914,101.750159,79.604064,62.822724,47.882947
1915,101.516726,81.657809,61.534828,47.728766
1916,100.800084,82.849452,66.271281,46.451496
1917,100.946424,85.546486,75.326051,47.046163
1918,100.649311,87.755988,70.212206,46.832882
1919,101.044620,90.593572,70.668850,47.320780
1920,264.060999,92.363394,76.597642,129.902137
1921,331.316870,94.954648,84.774774,159.374107
1922,370.351771,95.638937,91.367116,179.218514
1923,393.466774,95.739697,93.821263,184.429199
1924,411.759477,96.672075,96.461981,192.421335
1925,426.419984,97.101313,102.411878,198.696741
1926,435.962506,99.160078,104.800000,204.257887
1927,445.646384,100.209924,107.849657,208.355961
1928,451.365559,102.167416,107.358864,212.915480
1929,460.861511,104.635889,111.130512,219.804606
1930,472.333788,107.325851,114.699505,223.083629
1931,477.046388,109.632156,115.565564,225.418733
1932,480.084980,111.789409,119.867027,227.384762
1933,484.910614,113.600122,127.994988,230.601534
1934,487.483182,115.891331,130.567006,230.403202
1935,489.914759,118.017770,132.495589,231.992132
1936,493.666658,120.316234,135.146603,233.755103
1937,496.973382,122.072865,137.404543,234.199692
1938,499.108065,125.218702,139.116108,237.698153
1939,503.523918,128.688144,141.064183,239.314087
1940,506.652387,130.359661,142.557300,238.405378
1941,509.380345,131.851238,136.977871,240.376940
1942,512.572385,135.248572,144.259887,241.903948
1943,515.058666,137.964000,148.952739,242.873956
1944,520.193579,140.707932,152.628427,248.233215
1945,518.991494,143.842008,157.886926,245.778482
1946,520.804038,146.427070,156.790108,248.324889
1947,523.031017,148.980878,158.856604,249.262763
1948,522.942128,152.830423,162.415154,249.183107
1949,522.422536,157.910156,166.998781,249.997761
1950,655.664336,168.903658,188.636350,287.582011
1951,695.021449,174.719159,197.371143,304.550544
1952,720.774789,183.820535,200.301500,313.584942
1953,736.974542,193.959886,203.973378,315.844604
1954,753.689087,203.441292,213.561516,321.551944
1955,760.473789,210.594482,222.560593,323.286188
1956,769.965857,212.326345,229.356727,326.938793
1957,776.174029,212.897453,230.280715,327.941520
1958,786.324591,211.297128,226.660353,334.773891
1959,790.917232,209.121188,236.767753,337.347924
1960,479.345768,206.806236,210.540328,201.599765
1961,676.027566,191.786218,210.572791,321.189501
