"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,3.998172,11.445139,2.723941,3.259844,0.899175,0.185694
2001,4.093757,11.073634,2.798222,3.253051,0.862338,0.187531
2002,4.348469,10.894007,2.737657,3.168745,0.846929,0.201420
2003,4.468534,11.222563,3.005936,2.305058,0.965449,0.218945
2004,4.586769,10.973967,2.901746,2.845734,0.950949,0.230420
2005,4.805331,11.106423,2.978207,2.898673,0.799526,0.280544
2006,4.723711,10.711952,3.187812,2.991049,0.909691,0.284744
2007,4.958653,10.410048,3.434042,2.725397,0.758467,0.301562
2008,5.093211,10.009624,3.567582,2.443800,0.760379,0.296120
2009,4.273011,8.983376,3.329209,2.649705,0.708451,0.295417
2010,4.869844,9.053825,3.597722,2.803204,0.884327,0.332756
2011,4.617539,9.043279,4.032909,1.552680,0.819189,0.343553
2012,4.875117,9.598694,4.435743,0.170417,0.761052,0.376160
2013,5.073977,9.187797,4.447328,0.137487,0.778362,0.447271
2014,4.988648,8.719928,4.491076,0,0.796884,0.555847
2015,5.032732,8.409395,4.273835,0.042091,0.831467,0.720628
2016,5.023388,8.168365,4.191028,0.163489,0.765454,0.752456
2017,5.097468,8.078854,4.211514,0.267288,0.759203,0.862512
2018,4.991750,7.800476,4.165493,0.448821,0.771469,0.961593
2019,4.905338,7.604620,3.892438,0.597688,0.701458,1.038392
2020,4.574707,6.759097,3.748590,0.390119,0.740603,1.157781
2021,4.930083,6.881744,3.726220,0.553418,0.750082,1.293387
2022,4.915889,6.936202,3.608004,0.466302,0.702690,1.388484
2023,4.536398,6.654958,3.327148,0.695111,0.696687,1.493443
