"Year","Coal","Oil","Gas","Cement","Flaring"
2000,0,46.617072,60.331424,2.358029,2.506576
2001,0.069616,34.954560,61.928928,2.311487,2.153369
2002,0.359056,10.310047,69.525034,2.599116,1.855822
2003,0.421345,28.904297,72.211281,2.909378,1.996819
2004,0.476304,29.278069,77.073389,3.204380,1.670442
2005,0.549600,30.429520,78.226400,3.484123,1.709774
2006,1.066224,31.693600,82.560912,4.588403,1.795937
2007,0.512960,33.796736,91.295888,5.793455,1.725476
2008,1.377697,35.068976,107.804765,7.834927,1.597156
2009,1.040576,45.081856,113.470416,6.829999,1.590404
2010,2.476913,57.386703,116.869256,6.453416,1.656015
2011,1.674448,58.345536,130.170928,5.661906,1.720310
2012,5.246941,62.534591,132.609827,5.216293,1.784605
2013,6.719776,62.405248,136.410720,5.467905,2.331478
2014,7.481758,60.253430,133.341629,7.159856,1.742860
2015,6.503495,76.063407,134.155185,7.159856,1.801703
2016,6.979807,77.345791,134.909965,5.902516,1.466635
2017,8.071792,76.969545,119.959360,6.077146,1.835380
2018,7.273040,76.567244,117.577760,6.007294,2.276894
2019,6.734432,74.759614,130.966016,5.623107,1.692512
2020,8.086448,69.941928,132.351008,5.203993,1.796198
2021,9.826688,74.910517,124.621604,5.238919,1.633968
2022,9.090067,84.125775,125.779186,5.238919,1.743296
2023,9.257262,85.995721,127.186539,5.238919,1.705207
