"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1961,,,,,0.013400,
1962,,,,,0.013400,
1963,,,,,0.013000,
1964,,,,,0.013900,
1965,,,,,0.013800,
1966,,,,,0.016100,
1967,,,,,0.015900,
1968,,,,,0.018700,
1969,,,,,0.018400,
1970,,,,,0.023800,
1971,,,,,0.017000,
1972,,,,,0.017400,
1973,,,,,0.014800,
1974,,,,,0.018000,
1975,,,,,0.012000,
1976,,,,,0.016100,
1977,,,,,0.018600,
1978,,,,,0.020400,
1979,,,,,0.019100,
1980,,,,,0.026900,
1981,,,,,0.016600,
1982,,,,,0.009900,
1983,,,,,0.009900,
1984,,,,,0.014500,
1985,,,,,0.019600,
1986,,,,,0.019700,
1987,,,,,0.019700,
1988,,,,,0.019700,
1989,,,,,0.017700,
1990,0,0,0,,0.016600,
1991,0,0,0,,0.019500,
1992,0,0,0,,0.024069,0.000419
1993,0,0,0,,0.017400,0.000200
1994,0,0,0,,0.026900,0
1995,0,0,0,,0.023200,0
1996,0,0,0,,0.005900,0
1997,0,0,0,,0.019000,0
1998,0,0,0,0,0.022000,0
1999,0,0,0,0,0.022000,0
2000,0,0,0,0,0.022000,0
2001,0,0,0,0,0.019330,0
2002,0,0,0,0,0.018500,0
2003,0,0,0,0,0.022198,0
2004,0,0,0,0,0.026790,0.000050
2005,0,0,0,0,0.022460,0.000013
2006,0,0,0,0,0.019343,0
2007,0,0,0,0,0.019859,0.000446
2008,0,0,0,0,0.021254,0.000325
2009,0,0,0,0,0.015102,0.000004
2010,0,0,0,0,0.015320,0
2011,0,0,0,0,0.014418,0
2012,0,0,0,0,0.012423,0.000001
2013,0,0,0,0,0.012655,0
2014,0,0,0,0,0.012873,0
2015,0,0,0,0,0.013748,0.000002
2016,0,0,0,0,0.014324,0.000002
2017,0,0,0,0,0.014048,0
2018,0,0,0,0,0.012730,0
2019,0,0,0,0,0.013567,0
2020,0,0,0,0,0.013567,0
2021,0,0,0,0,0.013567,0
2022,0,0,0,0,0.013567,0
2023,0,0,0,0,0.013567,0
