"YYYYMM","Diesel","Natural gas","Flaring"
201603,0,0,39.936169
201604,0,0,35.088721
201605,3.521065,0,21.694649
201606,4.604470,0.845663,7.846708
201607,4.382372,1.839015,1.788311
201608,2.302235,3.998426,1.394624
201609,2.979363,0.010211,0.489660
201610,4.604470,4.840532,1.322586
201611,0,7.264279,1.432824
201612,1.083405,5.452736,1.387247
201701,0,0,0.069489
201702,0,0.691142,2.284732
201703,0,5.354376,1.866837
201704,0,6.054583,1.392857
201705,0,2.098718,1.700044
201706,4.333619,0,2.234489
201707,0,0.218486,1.360272
201708,0,3.070141,1.308356
201709,0,0.924081,0.401552
201710,1.354256,0,0.864088
201711,5.633704,0,0.007539
201712,0.484629,0,1.498128
201801,0,3.859259,0.021231
201802,0,7.692154,0.551708
201803,0,7.689373,1.238497
201804,0,1.424338,0.722619
201805,0,0,1.806226
201806,0,0,0.619608
201807,0,0,0.849780
201808,0.812554,0,0.635617
201809,3.791916,0,0.189773
201810,0,0,2.897640
201811,0,0,1.093903
201812,1.787618,0,0.966186
201901,0,0,1.553507
201902,0,0,2.772101
201903,0,0,2.274687
201904,0,0,1.486919
201905,0,0,0.728617
201906,0,0,0.727227
201907,1.625107,0.000002,0.891842
201908,0,0.000004,0.318471
201909,0,0,1.020856
201910,0,0,0.536415
201911,0,0.578383,0.811564
201912,0,2.669035,0.390740
202001,0,2.413808,0.087361
202002,1.895958,1.033671,0.987973
202003,0,0.654487,0.115904
202004,0,0,0.009910
202005,0,0.000137,1.277326
202006,0,0,1.540670
202007,0,1.593311,0.773508
202008,0,4.685974,0.987256
202009,0,0.123647,1.049196
202010,0,0.041641,0.848424
202011,0,0,0.307680
202012,0,0,1.178220
202101,0,0,0.183626
202102,0,0,0.561184
202103,0,0,1.815606
202104,0,0,0.150941
202105,0,0,1.356211
202106,0,0,0.577996
202107,0,0,0.591361
202108,0,0,0.564817
202109,0,0,1.111520
202110,0,0,0.337507
202111,0,0,0.834860
202112,0,0,0.362433
202201,0,0.411719,1.906635
202202,0,0.000007,0.219155
202203,0,0,0.047719
202204,0,0,0.010045
202205,0,0.056943,0.896889
202206,3.629406,0,1.021153
202207,0,0.530972,1.322578
202208,0,0,0.585960
202209,0,0,0.067837
202210,0,0,0.390790
202211,0,0,0.126097
202212,0,0,1.508730
202301,0,0,0.629467
202302,0,2.398317,0.027536
202303,0,0.819676,0.053496
202304,0,0.586606,0.258740
202305,0,0.973193,0.765847
202306,0,0.641802,0.545831
202307,0,0,0.325070
202308,0,0.661129,0.026508
202309,0,0.270458,0.655208
202310,0,0.295603,0.204989
202311,0,0.139156,0.011420
202312,0,0,0.891915
202401,0,0,1.355554
202402,0,0.331062,0.036459
202403,0,0,0.032516
202404,0,0.148900,0.429658
202405,0,0.257280,2.418140
202406,0,0,0.812246
202407,0,0.048761,0.520197
202408,0,0.170079,0.018007
202409,0,0,0.539798
202410,0,0.162621,0.435121
202411,0,0.136402,0.017694
202412,0,0.236137,0.824501
202501,0,0.092442,0.001151
202502,0,0.639084,0.009584
202503,0,0.251800,0.773842
202504,0,2.526473,0.032368
202505,0,0,0.416443
202506,0,0.064463,0.698182
